record_id,name,canonical_name,canonical_url,status,status_as_of,hq_country,operating_regions,founding_year,entity_type,business_model,cohort_or_ecosystem,primary_lifecycle,secondary_lifecycle,category,maturity,evidence_grade,jcx_relevance,relevance_tier,scale_signal,tech_strategy,innovation_model,named_initiatives,headline_claim,claim_type,caveats,source_urls,last_verified,source_datasets,merged_record_count,status_conflict,identity_note
org-lodha-developers-macrotech-fabb78c,Lodha Developers / Macrotech,Lodha Developers / Macrotech,https://www.lodhagroup.com/,active,,India,India,,residential commercial developer,,,L/D/S/F/H/O/E,,,,A,South Asian lifecycle and net-zero innovation case,A,"FY25 pre-sales ₹176.3bn; 6,793 homes delivered; 5,359 employees","Technology across land, planning, sales, collection, property management and handover",Lodha Net Zero Urban Accelerator; partnerships,Net Zero Urban Accelerator; digital infrastructure,₹20m invested in accelerator in 2023-24; ₹176.3bn FY25 pre-sales,company-reported,Few product-level digital outcomes; renamed from Macrotech in 2025,https://www.lodhagroup.com/|https://www.lodhagroup.com/investor-relations|https://www.lodhagroup.in/investor-relations/assets/pdf/3rd-Integrated-Annual-Report_2023-24.pdf,2026-08-30,global_real_estate_pioneers_agent.csv,1,false,
org-loft-ed3b4dd,Loft,Loft,https://loft.com.br/para-imobiliarias/institucional-loft/,active,2026-08-30,Brazil,Brazil,2018,private company,software plus financial intermediation and guarantee,Independent,L6 Marketing/sales,L3 Capital/finance/L7 Occupancy,real-estate platform CRM credit and rental guarantee,scaleup,A,High,A,,,,,"Integrates CRM, portals, digital signatures, rent guarantees, mortgage intermediation and rental administration; company reports 9,000+ partner agencies and R$10bn credit origination in 2024",company-reported scale and product description,Regulated credit/insurance functions and partner economics require local diligence; customer and origination metrics are company-reported.,https://loft.com.br/para-imobiliarias/institucional-loft/|https://loft.com.br/para-imobiliarias/,2026-08-30,coverage_gap_additions.csv,1,false,
org-lula-f8449a2,Lula,Lula,https://lula.life/,active,2026-08-30,United States,North America,,private company,managed marketplace plus SaaS,RET Ventures,L8 Property operations,L5 Construction,property maintenance coordination and vendor network,scaleup,A,High,A,,,,,Coordinates property maintenance vendors work orders and predictive workflows for multifamily and single-family managers.,company product description,"Already discovery-only; lula.com redirects to unrelated Gail financial-services software, so retain lula.life.",https://lula.life/|https://www.ret.vc/portfolio|https://lula.life/company,2026-08-30,startup_core_additions.csv,1,false,
org-lumina-375ff59,Lumina,Lumina,https://luminatech.co/,active,2026-08-30,United States,North America and global,,private company,hardware plus equipment operations,Shadow Ventures,L5 Construction,L10 Climate/energy,zero-emission heavy civil equipment and robotics,scaleup,A,High,A,,,,,Develops a 32-ton electric dozer for heavy civil work and construction-equipment decarbonization.,product description,Shadow marks a 2025 Series A; company specifications and deployment claims are not independently verified.,https://luminatech.co/|https://shadow.vc/investments/lumina|https://luminatech.co/moonlander,2026-08-30,startup_core_additions.csv,1,false,
org-magicdoor-2e9843c,MagicDoor,MagicDoor,https://magicdoor.com/,active,2026-08-30,United States,North America,,private company,SaaS subscription,Shadow Ventures,L8 Property operations,L6 Marketing/sales,AI-native property management for leasing maintenance accounting and resident communication,early,A,High,A,,,,,Automates recurring property-management workflows across leasing maintenance accounting and tenant communication.,product description,Shadow marks pre-seed and 2024; company-reported automation rates should not be treated as measured outcomes.,https://magicdoor.com/|https://shadow.vc/investments/magicdoor|https://shadow.vc/blog/announcing-our-investment-in-magicdoor,2026-08-30,startup_core_additions.csv,1,false,
org-majid-al-futtaim-0b14d94,Majid Al Futtaim,Majid Al Futtaim,https://www.majidalfuttaim.com/,active,2026-08-30,United Arab Emirates,MENA Africa Central Asia,1992,integrated owner/operator and digital-retail platform,"development, asset management, retail, loyalty, quick commerce, AI-enabled media and entertainment",Independent; MAF Properties and MAF Technology relationships,L/S/H/O/E/F,F,"MENA integrated developer, mall/hotel/entertainment owner and digital ecosystem",scale platform,A,"Connects real estate with customer data, loyalty, quick commerce and AI-enabled media; stronger MENA operator comparator than another generic masterplan",A,,,,,2025 accounts identify MAF Properties and MAF Technology; 2025 release describes AI-enabled Precision Media and Carrefour Now,official accounts and company release,"Separate group, Properties and digital-retail scope; digital growth is not property-tech ROI",https://www.majidalfuttaim.com/|https://www.majidalfuttaim.com/en/investor-relations/financial-summary|https://www.majidalfuttaim.com/docs/default-source/reports/majid-alfuttaim-holding-consolidated-fs-2025.pdf?sfvrsn=aa95b9a_3|https://www.majidalfuttaim.com/en/media-centre/press-releases/detail/2025/09/strategic-investments--digital-scale-drive-majid-al-futtaims-solid-h1-2025-results,2026-08-30,operator_coverage_additions.csv,1,false,
org-marriott-international-a8d5e3d,Marriott International,Marriott International,https://www.marriott.com/,active,2026-08-30,United States,Global,1927,"asset-light hotel brand, reservation and loyalty platform","property management, reservations, loyalty, digital guest/owner systems and AI enablement",Independent,D/C/H/O/F,F,global hospitality platform and owner-facing operator,scale platform,A,Adds the missing hospitality operating-system benchmark and explicit technology-transformation evidence,A,,,,,"2025 annual report describes transformation of property-management, reservations and loyalty systems; 700+ properties and ~100K rooms added in 2025",official annual report and SEC filing,Asset-light system scale is not property ownership; technology transformation is company-reported,https://www.marriott.com/|https://marriott.gcs-web.com/annual|https://marriott.gcs-web.com/static-files/b82978a6-9d28-4e38-9855-fc4ae2cebe11|https://www.sec.gov/Archives/edgar/data/1048286/000104828626000007/mar-20251231.htm,2026-08-30,operator_coverage_additions.csv,1,false,
org-measurabl-19110f1,Measurabl,Measurabl,https://www.measurabl.com/,active,2026-08-30,United States,Global,2013,Company,SaaS,Taronga RealTechX,Climate,Data,ESG utility data,Scaleup,A,High,A,,,,,Collects utility carbon sustainability and reporting data,Portfolio/product description,Local utility data emissions factors and greenwashing risk,https://www.measurabl.com/|https://tarongagroup.com/realtechx/,2026-08-30,proptech_startups_agent.csv,1,false,
org-mitsui-fudosan-e8608ec,Mitsui Fudosan,Mitsui Fudosan,https://www.mitsuifudosan.co.jp/english/,active,,Japan,Japan global,,developer urban platform,,,L/D/S/H/O/E,,,,A,Customer-network and neighbourhood DX benchmark,A,Customer base >16m; global developer,"DX Vision 2030 combines real and digital worlds, AI and secure platforms",31VENTURES CVC/workspace/community plus group DX,DX Vision 2030; annual DX White Paper; INNOVATION 2030,>16m customers; no financial DX ROI disclosed,observed,English disclosure has limited product outcomes,https://www.mitsuifudosan.co.jp/english/|https://www.mitsuifudosan.co.jp/english/corporate/ir/library/integratedreport/ir2025/dx/|https://www.mitsuifudosan.co.jp/english/corporate/ir/library/integratedreport/pdf/IR2025_en.pdf,2026-08-30,global_real_estate_pioneers_agent.csv,1,false,
org-nabr-9ac18d4,Nabr,Nabr,https://www.nabr.com/,active,2026-08-30,United States,North America,,private company,development plus productized construction,2150,L5 Construction,L6 Marketing/sales,industrialized sustainable apartments and direct-to-consumer housing,early,A,High,A,,,,,Delivers customizable sustainable apartments through a productized direct-to-consumer housing model.,product description,Already discovery-only; project pipeline and delivery status need refresh before outcome scoring.,https://www.nabr.com/|https://www.2150.vc/investments/nabr|https://www.2150.vc/wp-content/uploads/2024/01/2150_Impact-report-2023_Master_2605.pdf,2026-08-30,startup_core_additions.csv,1,false,
org-northspyre-fb51dcc,Northspyre,Northspyre,https://www.northspyre.com/,active,2026-08-30,United States,North America,unknown,private startup,enterprise SaaS and advisory,Independent,L2 Feasibility,L1 Land/site/L3 Capital/finance/L4 Design/L5 Construction/L9 Portfolio,development management acquisition budget vendor and approval workflow platform,scaleup,A,High,A,,,,,Single platform from acquisition through stabilization with Deal and Development workflows for budgets costs vendors approvals and data,official product description; company-reported scale,"$32.5m raised, 100+ employees and $500bn projects facilitated are company-reported",https://www.northspyre.com/|https://www.northspyre.com/about-us|https://www.northspyre.com/?hsLang=en|https://www.northspyre.com/all-asset-classes/commercial|https://www.northspyre.com/blog/northspyre-2025-year-in-review,2026-08-30,enterprise_platform_additions.csv,1,false,
org-one-click-lca-def3638,One Click LCA,One Click LCA,https://oneclicklca.com/en-gb/,active,2026-08-30,Finland,Europe and global,,private company,SaaS subscription,BuiltWorlds Building Tech Top 50 2025,L4 Design,L5 Construction,life-cycle assessment EPD and embodied-carbon software,scaleup,A,High,A,,,,,Measures life-cycle impacts and supports EPD and embodied-carbon decisions across building design materials and construction.,product description,Company adoption claims should be refreshed; do not merge with EC3 or general LCA consultancies.,https://oneclicklca.com/en-gb/|https://builtworlds.com/insights/2025-building-tech-top-50-list/,2026-08-30,startup_core_additions.csv,1,false,
org-opensolar-375b039,OpenSolar,OpenSolar,https://www.opensolar.com/,active,2026-08-30,United Kingdom,Europe and global,,private company,SaaS subscription with free core product,2150,L6 Marketing/sales,L10 Climate/energy,solar contractor design sales finance and project-management software,scaleup,A,High,A,,,,,Gives solar contractors software to design sell finance and manage solar projects end to end.,product description,Already discovery-only; confirm current corporate status and operating geography during enrichment.,https://www.opensolar.com/|https://www.2150.vc/investments/opensolar,2026-08-30,startup_core_additions.csv,1,false,
org-openspace-15aa2fd,OpenSpace,OpenSpace,https://www.openspace.ai/,active,2026-08-30,United States,Global,2017,Company,Managed capture plus SaaS,Taronga RealTechX,Construction,Design,Reality capture progress,Scaleup,A,High,A,,,,,360 capture and AI mapping create dated site evidence,Customer/vendor case,Case outcomes are context-specific; privacy and BIM readiness,https://www.openspace.ai/|https://get.openspace.ai/rs/283-OVQ-169/images/OpenSpace-Case-Study-Lendlease-en.pdf,2026-08-30,proptech_startups_agent.csv,1,false,
org-oracle-construction-and-engineering-7e92f1f,Oracle Construction & Engineering,Oracle Construction & Engineering,https://www.oracle.com/construction-engineering/aconex/,active,2026-08-30,United States,Global,unknown,public company,enterprise software licensing and cloud services,Oracle,L5 Construction,L2 Feasibility/L3 Capital/finance/L11 Handover/end-of-life,construction CDE payment and project-controls platform suite,enterprise,A,High,A,,,,,"Aconex, Textura, Primavera Cloud and Unifier form an enterprise construction/project-control suite spanning controlled records, cost/change, field and payment workflows",official product description,Aconex/Textura/Primavera/Unifier are products in one Oracle suite; footprint and customer claims require claim-level verification,https://www.oracle.com/construction-engineering/aconex/|https://docs.oracle.com/en/industries/construction-engineering/|https://www.oracle.com/construction-engineering/textura-construction-payment-management/,2026-08-30,enterprise_platform_additions.csv,1,false,
org-orbital-witness-cc3955e,Orbital Witness,Orbital Witness,https://www.orbital.tech/uk,active,2026-08-30,United Kingdom,UK,unknown,private company,legal-tech SaaS and document services,Independent,L1 Land/site,L3 Capital/finance/L6 Marketing/sales,AI-assisted title and property due diligence,scaleup,A,High,A,,,,,"Connects title registers, searches, leases and maps into a reviewable property record and orders official copies in bulk",company product description,"UK Land Registry workflow is not portable to Bangladesh; legal advice, official-copy status and lawyer review must remain explicit.",https://www.orbital.tech/uk|https://www.orbital.tech/uk/solutions/acquisitions,2026-08-30,coverage_gap_additions.csv,1,false,
org-outbuild-f066346,Outbuild,Outbuild,https://www.outbuild.com/,active,2026-08-30,United States,North America and global,,private company,SaaS subscription,Zacua Ventures,L5 Construction,L9 Portfolio,scheduling and field coordination software,scaleup,A,High,A,,,,,Provides collaborative AI-enabled scheduling and field coordination for construction projects.,company product description,"Customer, project-volume and employee metrics are company-reported; preserve canonical outbuild.com identity.",https://www.outbuild.com/|https://zacuaventures.com/portfolio/|https://www.outbuild.com/about-us,2026-08-30,startup_core_additions.csv,1,false,
org-planradar-0ba22d1,PlanRadar,PlanRadar,https://www.planradar.com/,active,2026-08-30,Austria,Europe/global,2013,Company,Per-user SaaS,Independent,Construction,Handover,Inspections defects FM,Scaleup,A,High,A,,,,,Mobile/offline issue tracking forms plans and handover,Product description,Local forms subcontractor access and export,https://www.planradar.com/,2026-08-30,proptech_startups_agent.csv,1,false,
org-plentific-279d25e,Plentific,Plentific,https://www.plentific.com/,active,2026-08-30,United Kingdom,UK and Europe/global,2012,private company,enterprise SaaS and supplier marketplace,Pi Labs,L8 Property operations,L7 Occupancy/L9 Portfolio,property operations maintenance procurement and compliance,scaleup,A,High,A,,,,,Pi Labs describes Plentific as property-management software automating property operations; strong missing UK operations benchmark,ecosystem product description,"Pi Labs listing establishes product and current portfolio presence, not audited customer outcomes; UK procurement and housing regulation require localization.",https://www.plentific.com/|https://pilabs.vc/portfolio?sort=date_desc,2026-08-30,coverage_gap_additions.csv,1,false,
org-predictap-bf6e0e8,PredictAP,PredictAP,https://www.predictap.com/,active,2026-08-30,United States,North America,,private company,SaaS subscription,RET Ventures,L8 Property operations,L3 Capital/finance,AI invoice ingestion coding and AP controls for real estate,scaleup,A,High,A,,,,,Automates invoice ingestion coding allocation and fraud/duplicate-payment controls for property operators.,product description,Already discovery-only; customer and savings metrics require independent verification.,https://www.predictap.com/|https://www.ret.vc/portfolio|https://www.ret.vc/perspectives/looking-back-on-a-successful-2023,2026-08-30,startup_core_additions.csv,1,false,
org-prestige-group-0cc8c3c,Prestige Group,Prestige Group,https://www.prestigeconstructions.com/,active,,India,India,,mixed-use developer operator,,,S/H/O,,,,B,South Asian customer and sales-operations comparator,A,Large Indian mixed-use platform,"Omnichannel digital sales, operations and AI service",Internal digital assets and platforms,My Prestige; PREOSS; AI chatbot; 3D walkthroughs,No verified quantified outcome in primary source used,observed,Some evidence is report mirror; verify original filing,https://www.prestigeconstructions.com/|https://bsmedia.business-standard.com/_media/bs/data/announcements/bse/19082025/0884e44f-01ac-4a6c-8a62-90727fe88fdb.pdf,2026-08-30,global_real_estate_pioneers_agent.csv,1,false,
org-prologis-0017226,Prologis,Prologis,https://www.prologis.com/,active,,United States,Global,,logistics REIT developer operator,,,L/F/O/E,,,,A,"Monetising energy, automation and data services beyond rent",A,Approximately 1.3bn sq ft owned/invested at Dec 2025,"Real estate plus energy, digital infrastructure, proprietary data and AI",Prologis Ventures CVC and Essentials platform,Essentials; Ventures; OnPrem; Locus Robotics,90% employees used AI-enabled tools in 2025,company-reported,Adoption is not customer ROI; some robotics claims vendor-led,https://www.prologis.com/|https://ir.prologis.com/financials/sec-filings/content/0001193125-26-051453/pld-20251231.htm|https://www.prologis.com/shareholder-letter-2025,2026-08-30,global_real_estate_pioneers_agent.csv,1,false,
org-property-finder-e45a134,Property Finder,Property Finder,https://www.propertyfinder.ae/en/about-us.html,active,2026-08-30,United Arab Emirates,MENA,2005,private company,listing subscriptions data products and transaction services,Independent,L6 Marketing/sales,L3 Capital/finance/L9 Portfolio,property marketplace data and agent technology,scaleup,A,High,A,,,,,"MENA platform with transaction data, valuation and AI ranking products; official history reports Data Guru and SuperAgent launches and a 2025 investment round",company product description and financing announcement,Funding and product claims are company-reported; portal leads are not the same as closed transactions; local data access is market-specific.,https://www.propertyfinder.ae/en/about-us.html|https://www.propertyfinder.ae/en,2026-08-30,coverage_gap_additions.csv,1,false,
org-property-shield-8c6800f,Property Shield,Property Shield,https://propertyshield.co/,active,2026-08-30,United States,North America,,private company,SaaS subscription,RET Ventures,L8 Property operations,L3 Capital/finance,AI real-estate fraud and data-security platform,early,A,High,A,,,,,Protects multifamily and single-family rental businesses from scams impersonation illegal occupancy and unauthorized data use.,product description,Already discovery-only; do not merge with PropertyShield AI at propertyshieldai.com.,https://propertyshield.co/|https://www.ret.vc/portfolio,2026-08-30,startup_core_additions.csv,1,false,
org-propexo-5b7a6ab,Propexo,Propexo,https://www.propexo.com/,active,2026-08-30,United States,United States,Unknown,Company,API/SaaS,Y Combinator,Operations,Data,Property integration,Early/scaleup,A,High,A,,,,,Normalizes property-management data across systems,YC/product description,Local ERP/WhatsApp systems and API limits,https://www.propexo.com/|https://www.ycombinator.com/companies/propexo,2026-08-30,proptech_startups_agent.csv,1,false,
org-quintoandar-11445e6,QuintoAndar,QuintoAndar,https://www.quintoandar.com.br/newsroom/en/about/,active,2026-08-30,Brazil,Latin America,2013,private company,transaction fees and embedded services,Independent,L6 Marketing/sales,L7 Occupancy/L3 Capital/finance,housing marketplace and transaction platform,scaleup,A,High,A,,,,,"Online rent, buy and sell workflow with a business ecosystem and data products; company reports 15,000+ new rental contracts monthly and 3,000+ monthly sales",company-reported scale and product description,Claims are company-reported; market-share and transaction numbers need independent verification; Brazil legal and payment rails do not transfer directly.,https://www.quintoandar.com.br/newsroom/en/about/|https://www.quintoandar.com.br/newsroom/en/,2026-08-30,coverage_gap_additions.csv,1,false,
org-rabbet-13da945,Rabbet,Rabbet,https://rabbet.com/,active,2026-08-30,United States,United States,2015,Company,SaaS,YC S2017,Finance,Construction,Development and construction lending,Scaleup,A,High,A,,,,,Structured budgets costs draws funding and lender administration,Product description,Local banking tax VAT currency and ERP fit,https://rabbet.com/|https://www.ycombinator.com/companies/rabbet,2026-08-30,proptech_startups_agent.csv,1,false,
org-realpact-653455d,RealPact,RealPact,https://www.ycombinator.com/companies/realpact,active,2026-08-30,United States,United States,2025,Company,AI SaaS,YC S2026,Transaction,Data,AI transaction operations,Very early,A,High,A,,,,,AI retrieves property records and organizes transaction paperwork,YC self-description,No MLS equivalent and legal/liability risk,https://www.ycombinator.com/companies/realpact,2026-08-30,proptech_startups_agent.csv,1,false,
org-realpage-d7eb9a6,RealPage,RealPage,https://www.realpage.com/,active,2026-08-30,United States,North America global,unknown,private company,enterprise SaaS and managed services,Independent,L8 Property operations,L6 Marketing/sales/L7 Occupancy/L9 Portfolio,property management ERP leasing maintenance payments and AI operations,enterprise,A,High,A,,,,,Property operations and Lumina AI connect accounting leasing maintenance procurement utilities payments and resident workflows,official product description; company-reported scale,"24m rental units, 8,500 employees and AI/NOI outcomes are company-reported; distinguish parent and product modules",https://www.realpage.com/|https://www.realpage.com/platforms/property-operations/|https://www.realpage.com/multifamily/|https://www.realpage.com/news/realpage-showcases-lumina-ai-at-apartmentalize-2025/,2026-08-30,enterprise_platform_additions.csv,1,false,
org-related-companies-2e0a546,Related Companies,Related Companies,https://www.related.com/,active,,United States,United States global select cities,,integrated developer owner operator,,,L/D/C/H/O,,,,B,Integrated urban-development comparator,A,Operating portfolio >$60bn; ~44m sq ft global development/investment,Vertical integration and tech-forward urban development,"Integrated development, construction, management and partnerships",Hudson Yards; Related Construction; Related Affordable,>$60bn portfolio; no PropTech ROI disclosed,company-reported,Tech-forward positioning is not quantified technology result,https://www.related.com/|https://www.related.com/our-company,2026-08-30,global_real_estate_pioneers_agent.csv,1,false,
org-related-digital-1f7de1a,Related Digital,Related Digital,https://www.related-digital.com/,active,,United States,United States Canada,,data-centre developer energy infrastructure,,,L/D/C/F/E,,,,B,Relevant for JCX digital infrastructure and energy-enabled real estate,A,$45bn pipeline and >5GW near-term power,"Site, entitlement, finance, design, construction, energy and data-centre integration",Platform backed by Related and energyRe,Related Digital; energyRe,$45bn and >5GW pipeline (company-reported),company-reported,Pipeline is not delivered capacity,https://www.related-digital.com/,2026-08-30,global_real_estate_pioneers_agent.csv,1,false,
org-revizto-b3261af,Revizto,Revizto,https://revizto.com/,active,2026-08-30,Switzerland,Europe and global,,private company,SaaS subscription,BuiltWorlds Building Tech Top 50 2025,L4 Design,L5 Construction,BIM coordination and 2D/3D collaboration,scaleup,A,High,A,,,,,Coordinates BIM models issues and project collaboration across design and construction teams.,product description,Customer and project counts are company-reported; preserve Revizto spelling.,https://revizto.com/|https://builtworlds.com/insights/2025-building-tech-top-50-list/,2026-08-30,startup_core_additions.csv,1,false,
org-salesforce-real-estate-cloud-7d7e68a,Salesforce Real Estate Cloud,Salesforce Real Estate Cloud,https://www.salesforce.com/real-estate/,active,2026-08-30,United States,Global,1999,Company,Subscription/platform,Enterprise,Sales,Operations,CRM workflow,Enterprise,A,High,A,,,,,CRM marketing service and partner workflows,Product description,Cost complexity and ERP duplication,https://www.salesforce.com/real-estate/,2026-08-30,proptech_startups_agent.csv,1,false,
org-saudi-proptech-hub-rega-e45df16,Saudi-PropTech-Hub-REGA,Saudi-PropTech-Hub-REGA,https://rega.gov.sa/en/rega-services/platforms/saudi-proptech-hub/,active,2026-08-30,Saudi Arabia,Saudi-Arabia,2024,government-program,public-support,REGA-NTDP-Startup-Wise-Guys,regulatory-sandbox,accelerator-summit-developer-links,public-ecosystem,ecosystem,A,Bangladesh-sandbox-model,A,,,,,not-a-vendor-program-evidence-not-startup-outcomes,government-sources,unknown,https://rega.gov.sa/en/rega-services/platforms/saudi-proptech-hub/|https://www.spa.gov.sa/en/N2196077,2026-08-30,regional_companies_agent.csv,1,false,
org-schneider-electric-ecostruxure-building-677b955,Schneider Electric EcoStruxure Building,Schneider Electric EcoStruxure Building,https://www.se.com/ww/en/work/products/product-launch/building-management-system/,active,2026-08-30,France,Global,unknown,public company,hardware software and subscription,Schneider Electric,L8 Property operations,L10 ESG/L9 Portfolio,open building management system energy and integrated controls platform,enterprise,A,High,A,,,,,EcoStruxure Building Operation integrates HVAC lighting fire/security IWMS meters EV renewables and open protocols with APIs and semantic tagging,official product description,"Profile the building platform, not Schneider's entire industrial portfolio; integration claims do not equal local protocol compatibility",https://www.se.com/ww/en/work/products/product-launch/building-management-system/|https://www.se.com/ww/en/assets/564/document/514405/presentation-agm-2025-en.pdf,2026-08-30,enterprise_platform_additions.csv,1,false,
org-searchland-fe1084f,Searchland,Searchland,https://searchland.co.uk/,active,2026-08-30,United Kingdom,UK,2020,private company,subscription SaaS and API,Independent,L1 Land/site,L2 Feasibility/L10 ESG,land sourcing planning ownership and infrastructure data,scaleup,A,High,A,,,,,Combines planning ownership title constraints comparables energy and infrastructure data with APIs for sourcing and feasibility,company product description,"UK datasets and Land Registry access are jurisdiction-specific; self-reported 2,000-user and productivity claims require validation.",https://searchland.co.uk/|https://searchland.co.uk/api,2026-08-30,coverage_gap_additions.csv,1,false,
org-segro-88f5446,SEGRO,SEGRO,https://www.segro.com/,active,2026-08-30,United Kingdom,Europe,1920,REIT and development/operator platform,"powered land, planning, logistics and data-centre development",Independent,L/D/C/O/E,F,"European logistics, industrial and data-centre owner/developer",scale platform,A,"Makes grid access, entitlement, pre-let sequencing and powered-shell versus fitted data centres decision-visible",A,,,,,2025 report describes a 2.5GW+ data-centre pipeline and pan-European logistics portfolio,official annual report and operating strategy,Pipeline is not delivered capacity; distinguish powered shell from fully fitted facilities,https://www.segro.com/|https://www.segro.com/en/investors/ara25/strategic-report|https://www.segro.com/media/kbshtxbq/segro_annual-report-accounts-2025.pdf|https://www.segro.com/investors/financial-results-centre/2025-full-year-results,2026-08-30,operator_coverage_additions.csv,1,false,
org-sell-do-33b7307,Sell-Do,Sell-Do,https://www.sell.do/,active,2026-08-30,India,India || India/SEA,2012 || 2016,subsidiary || Company,enterprise-SaaS || SaaS,Aurum-PropTech-Accel || Independent,lead-to-possession-revenue-ops || Sales,AI-calling-channel-partners-collections || Operations,developer-CRM-revenue-OS || Developer CRM,scale || Scaleup,A,closest-mature-developer-OS || High,A,,,,,claims-1500-businesses-25m-leads-US25bn-inventory || Lead routing inventory visits booking and post-sales workflow,company-claim || Customer/vendor stories,verify-outcomes-and-RERA-portability || Verify current named references and local integrations,https://www.sell.do/|https://www.sell.do/about|https://www.sell.do/solutions/developers|https://www.sell.do/success-stories,2026-08-30,proptech_startups_agent.csv|regional_companies_agent.csv,2,false,
org-siemens-building-x-4e09386,Siemens Building X,Siemens Building X,https://www.siemens.com/en-gb/products/building-x/,active,2026-08-30,Germany,Global,unknown,public company,hardware software and subscription,Siemens,L8 Property operations,L10 ESG/L9 Portfolio,cloud building energy sustainability safety security and operations platform,enterprise,A,High,A,,,,,Open cloud platform and Operations Manager unify real-time building data for energy sustainability safety security maintenance and lifecycle operations,official product description; company/customer-reported outcome,Building X is a Siemens product scope; customer savings and certifications should be separately attributed,https://www.siemens.com/en-gb/products/building-x/|https://news.siemens.com/en-us/siemens-presents-building-x-an-ai-based-solution-for-transforming-buildings-into-climate-neutral-buildings/,2026-08-30,enterprise_platform_additions.csv,1,false,
org-skanska-6d6b6e5,Skanska,Skanska,https://www.skanska.com/,active,,Sweden,Europe United States,,construction developer infrastructure,,,D/C/O/E,,,,A,Construction safety/data benchmark,A,2025 emissions 65% below 2015 Scope 1-2 benchmark,"Industrialisation, AI, digital twins, scanning, robotics and drones",Central innovation portfolio and partner pilots,PlanIt; BIM/digital twins; AI safety; drones,"PlanIt on every US project and 400,000+ work plans; no causal ROI",observed,Deployment clear; productivity causality not disclosed,https://www.skanska.com/|https://group.skanska.com/493a91/siteassets/investors/reports-publications/annual-reports/2025/skanska-s-annual-and-sustainability-report-2025-pdf-.pdf,2026-08-30,global_real_estate_pioneers_agent.csv,1,false,
org-smartpm-technologies-b7ceac3,SmartPM Technologies,SmartPM Technologies,https://smartpm.com/,active,2026-08-30,United States,North America and global,,private company,enterprise SaaS subscription and services,CEMEX Ventures Top 50 ConTech 2026,L5 Construction delivery,L9 Portfolio management; L12 Data and trust,construction schedule analytics and automated project controls,scaleup,A,"Adds continuous schedule-quality, delay-risk and portfolio-controls intelligence between CPM tools and executive decisions",A,,,,,"SmartPM ingests existing CPM schedules to provide schedule quality, delay, compression, completion and portfolio-level analytics for contractors, owners and developers.",official product description,Customer quotations and avoided-delay or dispute outcomes remain vendor-hosted; value depends on schedule quality and consistent update practices.,https://smartpm.com/|https://smartpm.com/about|https://www.cemexventures.com/top-50/,2026-08-30,final_residual_additions.csv,1,false,
org-smartrent-04f495b,SmartRent,SmartRent,https://smartrent.com/,active,2026-08-30,United States,United States,2017,Company,Hardware plus SaaS,Fifth Wall,Facilities,Security,Smart-home property operations,Public,A,Medium,A,,,,,Hardware access sensors resident app and operations,Product description,Import connectivity privacy capex and cyber,https://smartrent.com/|https://www.fifthwall.com/portfolio,2026-08-30,proptech_startups_agent.csv,1,false,
org-snapdocs-72c3c3a,Snapdocs,Snapdocs,https://www.snapdocs.com/,active,2026-08-30,United States,United States,2012,Company,SaaS,Independent,Transaction,Finance,Mortgage closing/e-notary,Scaleup,A,Medium,A,,,,,Digital closing e-signature e-notary and lender/title workflow,Product description,Bangladesh notarization and registry differ,https://www.snapdocs.com/,2026-08-30,proptech_startups_agent.csv,1,false,
org-speckle-199e3b6,Speckle,Speckle,https://speckle.systems/,active,2026-08-30,Europe,Europe and global,,private company,SaaS subscription plus developer platform,Foundamental,L4 Design,L5 Construction,open AEC data hub and real-time BIM collaboration,scaleup,A,High,A,,,,,Provides an open real-time data and collaboration layer for fragmented AEC/BIM workflows.,product description,Foundamental investment year is 2020; canonical software identity is speckle.systems.,https://speckle.systems/|https://www.foundamental.com/portfolio|https://docs.speckle.systems/quickstart/welcome,2026-08-30,startup_core_additions.csv,1,false,
org-stan-ai-7f63428,Stan.AI,Stan.AI,https://www.stan.ai/,active,2026-08-30,United States,North America,,private company,SaaS subscription,RET Ventures,L8 Property operations,L6 Marketing/sales,AI property operations for HOA multifamily student housing and hospitality,early,A,High,A,,,,,Uses resident-facing assistants and workflow automation for maintenance communications budgeting bids and board operations.,product description,"Already discovery-only; generic Stan.AI naming is collision-prone, so preserve punctuation and canonical domain.",https://www.stan.ai/|https://www.ret.vc/portfolio|https://www.stan.ai/company,2026-08-30,startup_core_additions.csv,1,false,
org-teleo-0fd6b99,Teleo,Teleo,https://www.teleo.ai/,active,2026-08-30,United States,North America and global,,private company,hardware plus software and deployment,CEMEX Ventures Construction Startup Competition Top 50 2025,L5 Construction,L10 Climate/energy,supervised autonomy for heavy machinery,scaleup,B,High,A,,,,,"Enables one remote operator to supervise multiple construction machines, targeting productivity and safety in heavy civil work.",company product description,CEMEX selection and company examples are strong signals but autonomy deployment and economics are company-reported.,https://www.teleo.ai/|https://www.cemexventures.com/top-50-2025/|https://www.teleo.ai/technology/,2026-08-30,startup_core_additions.csv,1,false,
org-testfit-cd578b3,TestFit,TestFit,https://www.testfit.io/,active,2026-08-30,United States,North America/global,2017,Company,Subscription SaaS,Independent,Land,Design,Generative feasibility,Scaleup,A,High,A,,,,,Parametric site planning for development options,Product description,Local zoning FAR costs and demand data required,https://www.testfit.io/,2026-08-30,proptech_startups_agent.csv,1,false,
