entity_id,display_name,aliases_json,record_type,record_type_basis,canonical_url,canonical_url_status,discovery_profile_urls_json,status_current,operating_status_legacy,status_conflict,status_evidence_date,status_observed_at,status_date_note,last_verified,headquarters_country,headquarters_country_values_legacy_json,headquarters_country_conflict,operating_regions_json,founding_year,founding_year_values_json,founding_year_note,business_models_json,ecosystem_memberships_json,lifecycle_codes_json,lifecycle_mapping_methods_json,lifecycle_labels_legacy_json,lifecycle_unmapped_labels_json,category_labels_json,maturity_band_provisional,maturity_labels_legacy_json,mrl,mrl_note,reviewed_relevance_tier,relevance_tier_values_json,relevance_tier_conflict,jcx_relevance_notes_json,legacy_evidence_grades_json,source_quality_grades_provisional_json,source_count,source_urls_json,source_datasets_json,merged_record_count,publication_readiness,review_flags_json
org-lodha-developers-macrotech-fabb78c,Lodha Developers / Macrotech,[],organization,default operating/legal identity,https://www.lodhagroup.com/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,India,"[""India""]",false,"[""India""]",,[],Not verified in the current source layer.,[],[],"[""L1"",""L3"",""L4"",""L6"",""L7"",""L8"",""L10""]","[""documented_legacy_shorthand""]","[""L/D/S/F/H/O/E""]",[],[],not_assessed,[],,Not assigned from company scale/funding; requires product-and-geography evidence.,A,"[""A""]",false,"[""South Asian lifecycle and net-zero innovation case""]","[""A""]","[""S2""]",3,"[""https://lodhagroup.com/"",""https://lodhagroup.com/investor-relations"",""https://lodhagroup.in/investor-relations/assets/pdf/3rd-Integrated-Annual-Report_2023-24.pdf""]","[""global_real_estate_pioneers_agent.csv""]",1,profile_requires_editorial_review,"[""category_not_assessed"",""maturity_not_assessed"",""status_evidence_date_missing"",""claim_level_evidence_review_required""]"
org-loft-ed3b4dd,Loft,[],organization,default operating/legal identity,https://loft.com.br/para-imobiliarias/institucional-loft/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,Brazil,"[""Brazil""]",false,"[""Brazil""]",2018,"[""2018""]",,"[""software plus financial intermediation and guarantee""]","[""Independent""]","[""L3"",""L6"",""L7""]","[""explicit_code"",""keyword_inference""]","[""L6 Marketing/sales"",""L3 Capital/finance/L7 Occupancy""]",[],"[""real-estate platform CRM credit and rental guarantee""]",scaled_or_enterprise_signal,"[""scaleup""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,A,"[""A""]",false,"[""High""]","[""A""]","[""S2""]",2,"[""https://loft.com.br/para-imobiliarias"",""https://loft.com.br/para-imobiliarias/institucional-loft""]","[""coverage_gap_additions.csv""]",1,qualified_profile_requires_claim_review,"[""claim_level_evidence_review_required""]"
org-lula-f8449a2,Lula,[],organization,default operating/legal identity,https://lula.life/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United States,"[""United States""]",false,"[""North America""]",,[],Not verified in the current source layer.,"[""managed marketplace plus SaaS""]","[""RET Ventures""]","[""L5"",""L8""]","[""explicit_code"",""keyword_inference""]","[""L8 Property operations"",""L5 Construction""]",[],"[""property maintenance coordination and vendor network""]",scaled_or_enterprise_signal,"[""scaleup""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,A,"[""A""]",false,"[""High""]","[""A""]","[""S2""]",3,"[""https://lula.life/"",""https://lula.life/company"",""https://ret.vc/portfolio""]","[""startup_core_additions.csv""]",1,qualified_profile_requires_claim_review,"[""claim_level_evidence_review_required""]"
org-lumina-375ff59,Lumina,[],organization,default operating/legal identity,https://luminatech.co/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United States,"[""United States""]",false,"[""North America and global""]",,[],Not verified in the current source layer.,"[""hardware plus equipment operations""]","[""Shadow Ventures""]","[""L5"",""L10""]","[""explicit_code"",""keyword_inference""]","[""L5 Construction"",""L10 Climate/energy""]",[],"[""zero-emission heavy civil equipment and robotics""]",scaled_or_enterprise_signal,"[""scaleup""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,A,"[""A""]",false,"[""High""]","[""A""]","[""S2""]",3,"[""https://luminatech.co/"",""https://luminatech.co/moonlander"",""https://shadow.vc/investments/lumina""]","[""startup_core_additions.csv""]",1,qualified_profile_requires_claim_review,"[""claim_level_evidence_review_required""]"
org-magicdoor-2e9843c,MagicDoor,[],organization,default operating/legal identity,https://magicdoor.com/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United States,"[""United States""]",false,"[""North America""]",,[],Not verified in the current source layer.,"[""SaaS subscription""]","[""Shadow Ventures""]","[""L6"",""L8""]","[""explicit_code"",""keyword_inference""]","[""L8 Property operations"",""L6 Marketing/sales""]",[],"[""AI-native property management for leasing maintenance accounting and resident communication""]",early_or_growth_signal,"[""early""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,A,"[""A""]",false,"[""High""]","[""A""]","[""S2""]",3,"[""https://magicdoor.com/"",""https://shadow.vc/blog/announcing-our-investment-in-magicdoor"",""https://shadow.vc/investments/magicdoor""]","[""startup_core_additions.csv""]",1,qualified_profile_requires_claim_review,"[""claim_level_evidence_review_required""]"
org-majid-al-futtaim-0b14d94,Majid Al Futtaim,[],organization,default operating/legal identity,https://www.majidalfuttaim.com/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United Arab Emirates,"[""United Arab Emirates""]",false,"[""MENA Africa Central Asia""]",1992,"[""1992""]",,"[""development, asset management, retail, loyalty, quick commerce, AI-enabled media and entertainment""]","[""Independent; MAF Properties and MAF Technology relationships""]","[""L1"",""L3"",""L6"",""L7"",""L8"",""L10""]","[""documented_legacy_shorthand""]","[""L/S/H/O/E/F"",""F""]",[],"[""MENA integrated developer, mall/hotel/entertainment owner and digital ecosystem""]",scaled_or_enterprise_signal,"[""scale platform""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,A,"[""A""]",false,"[""Connects real estate with customer data, loyalty, quick commerce and AI-enabled media; stronger MENA operator comparator than another generic masterplan""]","[""A""]","[""S2""]",4,"[""https://majidalfuttaim.com/"",""https://majidalfuttaim.com/docs/default-source/reports/majid-alfuttaim-holding-consolidated-fs-2025.pdf?sfvrsn=aa95b9a_3"",""https://majidalfuttaim.com/en/investor-relations/financial-summary"",""https://majidalfuttaim.com/en/media-centre/press-releases/detail/2025/09/strategic-investments--digital-scale-drive-majid-al-futtaims-solid-h1-2025-results""]","[""operator_coverage_additions.csv""]",1,qualified_profile_requires_claim_review,"[""claim_level_evidence_review_required""]"
org-marriott-international-a8d5e3d,Marriott International,[],organization,default operating/legal identity,https://www.marriott.com/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United States,"[""United States""]",false,"[""Global""]",1927,"[""1927""]",,"[""property management, reservations, loyalty, digital guest/owner systems and AI enablement""]","[""Independent""]","[""L3"",""L4"",""L5"",""L7"",""L8""]","[""documented_legacy_shorthand""]","[""D/C/H/O/F"",""F""]",[],"[""global hospitality platform and owner-facing operator""]",scaled_or_enterprise_signal,"[""scale platform""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,A,"[""A""]",false,"[""Adds the missing hospitality operating-system benchmark and explicit technology-transformation evidence""]","[""A""]","[""S1"",""S2""]",4,"[""https://marriott.com/"",""https://marriott.gcs-web.com/annual"",""https://marriott.gcs-web.com/static-files/b82978a6-9d28-4e38-9855-fc4ae2cebe11"",""https://sec.gov/Archives/edgar/data/1048286/000104828626000007/mar-20251231.htm""]","[""operator_coverage_additions.csv""]",1,qualified_profile_requires_claim_review,"[""claim_level_evidence_review_required""]"
org-measurabl-19110f1,Measurabl,[],organization,default operating/legal identity,https://www.measurabl.com/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United States,"[""United States""]",false,"[""Global""]",2013,"[""2013""]",,"[""SaaS""]","[""Taronga RealTechX""]","[""L10"",""L12""]","[""keyword_inference""]","[""Climate"",""Data""]",[],"[""ESG utility data""]",scaled_or_enterprise_signal,"[""Scaleup""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,A,"[""A""]",false,"[""High""]","[""A""]","[""S2"",""S4""]",2,"[""https://measurabl.com/"",""https://tarongagroup.com/realtechx""]","[""proptech_startups_agent.csv""]",1,qualified_profile_requires_claim_review,"[""claim_level_evidence_review_required""]"
org-mitsui-fudosan-e8608ec,Mitsui Fudosan,[],organization,default operating/legal identity,https://www.mitsuifudosan.co.jp/english/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,Japan,"[""Japan""]",false,"[""Japan global""]",,[],Not verified in the current source layer.,[],[],"[""L1"",""L4"",""L6"",""L7"",""L8"",""L10""]","[""documented_legacy_shorthand""]","[""L/D/S/H/O/E""]",[],[],not_assessed,[],,Not assigned from company scale/funding; requires product-and-geography evidence.,A,"[""A""]",false,"[""Customer-network and neighbourhood DX benchmark""]","[""A""]","[""S2""]",3,"[""https://mitsuifudosan.co.jp/english"",""https://mitsuifudosan.co.jp/english/corporate/ir/library/integratedreport/ir2025/dx"",""https://mitsuifudosan.co.jp/english/corporate/ir/library/integratedreport/pdf/IR2025_en.pdf""]","[""global_real_estate_pioneers_agent.csv""]",1,profile_requires_editorial_review,"[""category_not_assessed"",""maturity_not_assessed"",""status_evidence_date_missing"",""claim_level_evidence_review_required""]"
org-nabr-9ac18d4,Nabr,[],organization,default operating/legal identity,https://www.nabr.com/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United States,"[""United States""]",false,"[""North America""]",,[],Not verified in the current source layer.,"[""development plus productized construction""]","[""2150""]","[""L5"",""L6""]","[""explicit_code"",""keyword_inference""]","[""L5 Construction"",""L6 Marketing/sales""]",[],"[""industrialized sustainable apartments and direct-to-consumer housing""]",early_or_growth_signal,"[""early""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,A,"[""A""]",false,"[""High""]","[""A""]","[""S2""]",3,"[""https://2150.vc/investments/nabr"",""https://2150.vc/wp-content/uploads/2024/01/2150_Impact-report-2023_Master_2605.pdf"",""https://nabr.com/""]","[""startup_core_additions.csv""]",1,qualified_profile_requires_claim_review,"[""claim_level_evidence_review_required""]"
org-northspyre-fb51dcc,Northspyre,[],organization,default operating/legal identity,https://www.northspyre.com/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United States,"[""United States""]",false,"[""North America""]",,"[""unknown""]",Not verified in the current source layer.,"[""enterprise SaaS and advisory""]","[""Independent""]","[""L1"",""L2"",""L3"",""L4"",""L5"",""L9""]","[""explicit_code"",""keyword_inference""]","[""L2 Feasibility"",""L1 Land/site/L3 Capital/finance/L4 Design/L5 Construction/L9 Portfolio""]",[],"[""development management acquisition budget vendor and approval workflow platform""]",scaled_or_enterprise_signal,"[""scaleup""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,A,"[""A""]",false,"[""High""]","[""A""]","[""S2""]",4,"[""https://northspyre.com/"",""https://northspyre.com/about-us"",""https://northspyre.com/all-asset-classes/commercial"",""https://northspyre.com/blog/northspyre-2025-year-in-review""]","[""enterprise_platform_additions.csv""]",1,qualified_profile_requires_claim_review,"[""claim_level_evidence_review_required""]"
org-one-click-lca-def3638,One Click LCA,[],organization,default operating/legal identity,https://oneclicklca.com/en-gb/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,Finland,"[""Finland""]",false,"[""Europe and global""]",,[],Not verified in the current source layer.,"[""SaaS subscription""]","[""BuiltWorlds Building Tech Top 50 2025""]","[""L4"",""L5""]","[""explicit_code"",""keyword_inference""]","[""L4 Design"",""L5 Construction""]",[],"[""life-cycle assessment EPD and embodied-carbon software""]",scaled_or_enterprise_signal,"[""scaleup""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,A,"[""A""]",false,"[""High""]","[""A""]","[""S2""]",2,"[""https://builtworlds.com/insights/2025-building-tech-top-50-list"",""https://oneclicklca.com/en-gb""]","[""startup_core_additions.csv""]",1,qualified_profile_requires_claim_review,"[""claim_level_evidence_review_required""]"
org-opensolar-375b039,OpenSolar,[],organization,default operating/legal identity,https://www.opensolar.com/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United Kingdom,"[""United Kingdom""]",false,"[""Europe and global""]",,[],Not verified in the current source layer.,"[""SaaS subscription with free core product""]","[""2150""]","[""L6"",""L10""]","[""explicit_code"",""keyword_inference""]","[""L6 Marketing/sales"",""L10 Climate/energy""]",[],"[""solar contractor design sales finance and project-management software""]",scaled_or_enterprise_signal,"[""scaleup""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,A,"[""A""]",false,"[""High""]","[""A""]","[""S2""]",2,"[""https://2150.vc/investments/opensolar"",""https://opensolar.com/""]","[""startup_core_additions.csv""]",1,qualified_profile_requires_claim_review,"[""claim_level_evidence_review_required""]"
org-openspace-15aa2fd,OpenSpace,[],organization,default operating/legal identity,https://www.openspace.ai/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United States,"[""United States""]",false,"[""Global""]",2017,"[""2017""]",,"[""Managed capture plus SaaS""]","[""Taronga RealTechX""]","[""L4"",""L5""]","[""keyword_inference""]","[""Construction"",""Design""]",[],"[""Reality capture progress""]",scaled_or_enterprise_signal,"[""Scaleup""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,A,"[""A""]",false,"[""High""]","[""A""]","[""S2""]",2,"[""https://get.openspace.ai/rs/283-OVQ-169/images/OpenSpace-Case-Study-Lendlease-en.pdf"",""https://openspace.ai/""]","[""proptech_startups_agent.csv""]",1,qualified_profile_requires_claim_review,"[""claim_level_evidence_review_required""]"
org-oracle-construction-and-engineering-7e92f1f,Oracle Construction & Engineering,[],product_offering,reviewed product-suite exception,https://www.oracle.com/construction-engineering/aconex/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United States,"[""United States""]",false,"[""Global""]",,"[""unknown""]",Not verified in the current source layer.,"[""enterprise software licensing and cloud services""]","[""Oracle""]","[""L2"",""L3"",""L5"",""L11""]","[""explicit_code"",""keyword_inference""]","[""L5 Construction"",""L2 Feasibility/L3 Capital/finance/L11 Handover/end-of-life""]",[],"[""construction CDE payment and project-controls platform suite""]",scaled_or_enterprise_signal,"[""enterprise""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,A,"[""A""]",false,"[""High""]","[""A""]","[""S2""]",3,"[""https://docs.oracle.com/en/industries/construction-engineering"",""https://oracle.com/construction-engineering/aconex"",""https://oracle.com/construction-engineering/textura-construction-payment-management""]","[""enterprise_platform_additions.csv""]",1,qualified_profile_requires_claim_review,"[""claim_level_evidence_review_required""]"
org-orbital-witness-cc3955e,Orbital Witness,[],organization,default operating/legal identity,https://www.orbital.tech/uk,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United Kingdom,"[""United Kingdom""]",false,"[""UK""]",,"[""unknown""]",Not verified in the current source layer.,"[""legal-tech SaaS and document services""]","[""Independent""]","[""L1"",""L3"",""L6""]","[""explicit_code"",""keyword_inference""]","[""L1 Land/site"",""L3 Capital/finance/L6 Marketing/sales""]",[],"[""AI-assisted title and property due diligence""]",scaled_or_enterprise_signal,"[""scaleup""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,A,"[""A""]",false,"[""High""]","[""A""]","[""S2""]",2,"[""https://orbital.tech/uk"",""https://orbital.tech/uk/solutions/acquisitions""]","[""coverage_gap_additions.csv""]",1,qualified_profile_requires_claim_review,"[""claim_level_evidence_review_required""]"
org-outbuild-f066346,Outbuild,[],organization,default operating/legal identity,https://www.outbuild.com/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United States,"[""United States""]",false,"[""North America and global""]",,[],Not verified in the current source layer.,"[""SaaS subscription""]","[""Zacua Ventures""]","[""L5"",""L9""]","[""explicit_code"",""keyword_inference""]","[""L5 Construction"",""L9 Portfolio""]",[],"[""scheduling and field coordination software""]",scaled_or_enterprise_signal,"[""scaleup""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,A,"[""A""]",false,"[""High""]","[""A""]","[""S2""]",3,"[""https://outbuild.com/"",""https://outbuild.com/about-us"",""https://zacuaventures.com/portfolio""]","[""startup_core_additions.csv""]",1,qualified_profile_requires_claim_review,"[""claim_level_evidence_review_required""]"
org-planradar-0ba22d1,PlanRadar,[],organization,default operating/legal identity,https://www.planradar.com/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,Austria,"[""Austria""]",false,"[""Europe/global""]",2013,"[""2013""]",,"[""Per-user SaaS""]","[""Independent""]","[""L5"",""L11""]","[""keyword_inference""]","[""Construction"",""Handover""]",[],"[""Inspections defects FM""]",scaled_or_enterprise_signal,"[""Scaleup""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,A,"[""A""]",false,"[""High""]","[""A""]","[""S2""]",1,"[""https://planradar.com/""]","[""proptech_startups_agent.csv""]",1,qualified_profile_requires_claim_review,"[""claim_level_evidence_review_required""]"
org-plentific-279d25e,Plentific,[],organization,default operating/legal identity,https://www.plentific.com/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United Kingdom,"[""United Kingdom""]",false,"[""UK and Europe/global""]",2012,"[""2012""]",,"[""enterprise SaaS and supplier marketplace""]","[""Pi Labs""]","[""L7"",""L8"",""L9""]","[""explicit_code"",""keyword_inference""]","[""L8 Property operations"",""L7 Occupancy/L9 Portfolio""]",[],"[""property operations maintenance procurement and compliance""]",scaled_or_enterprise_signal,"[""scaleup""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,A,"[""A""]",false,"[""High""]","[""A""]","[""S2"",""S4""]",2,"[""https://pilabs.vc/portfolio?sort=date_desc"",""https://plentific.com/""]","[""coverage_gap_additions.csv""]",1,qualified_profile_requires_claim_review,"[""claim_level_evidence_review_required""]"
org-predictap-bf6e0e8,PredictAP,[],organization,default operating/legal identity,https://www.predictap.com/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United States,"[""United States""]",false,"[""North America""]",,[],Not verified in the current source layer.,"[""SaaS subscription""]","[""RET Ventures""]","[""L3"",""L8""]","[""explicit_code"",""keyword_inference""]","[""L8 Property operations"",""L3 Capital/finance""]",[],"[""AI invoice ingestion coding and AP controls for real estate""]",scaled_or_enterprise_signal,"[""scaleup""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,A,"[""A""]",false,"[""High""]","[""A""]","[""S2""]",3,"[""https://predictap.com/"",""https://ret.vc/perspectives/looking-back-on-a-successful-2023"",""https://ret.vc/portfolio""]","[""startup_core_additions.csv""]",1,qualified_profile_requires_claim_review,"[""claim_level_evidence_review_required""]"
org-prestige-group-0cc8c3c,Prestige Group,[],organization,default operating/legal identity,https://www.prestigeconstructions.com/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,India,"[""India""]",false,"[""India""]",,[],Not verified in the current source layer.,[],[],"[""L6"",""L7"",""L8""]","[""documented_legacy_shorthand""]","[""S/H/O""]",[],[],not_assessed,[],,Not assigned from company scale/funding; requires product-and-geography evidence.,A,"[""A""]",false,"[""South Asian customer and sales-operations comparator""]","[""B""]","[""S2""]",2,"[""https://bsmedia.business-standard.com/_media/bs/data/announcements/bse/19082025/0884e44f-01ac-4a6c-8a62-90727fe88fdb.pdf"",""https://prestigeconstructions.com/""]","[""global_real_estate_pioneers_agent.csv""]",1,profile_requires_editorial_review,"[""category_not_assessed"",""maturity_not_assessed"",""status_evidence_date_missing"",""claim_level_evidence_review_required""]"
org-prologis-0017226,Prologis,[],organization,default operating/legal identity,https://www.prologis.com/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United States,"[""United States""]",false,"[""Global""]",,[],Not verified in the current source layer.,[],[],"[""L1"",""L3"",""L8"",""L10""]","[""documented_legacy_shorthand""]","[""L/F/O/E""]",[],[],not_assessed,[],,Not assigned from company scale/funding; requires product-and-geography evidence.,A,"[""A""]",false,"[""Monetising energy, automation and data services beyond rent""]","[""A""]","[""S2""]",3,"[""https://ir.prologis.com/financials/sec-filings/content/0001193125-26-051453/pld-20251231.htm"",""https://prologis.com/"",""https://prologis.com/shareholder-letter-2025""]","[""global_real_estate_pioneers_agent.csv""]",1,profile_requires_editorial_review,"[""category_not_assessed"",""maturity_not_assessed"",""status_evidence_date_missing"",""claim_level_evidence_review_required""]"
org-property-finder-e45a134,Property Finder,[],organization,default operating/legal identity,https://www.propertyfinder.ae/en/about-us.html,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United Arab Emirates,"[""United Arab Emirates""]",false,"[""MENA""]",2005,"[""2005""]",,"[""listing subscriptions data products and transaction services""]","[""Independent""]","[""L3"",""L6"",""L9""]","[""explicit_code"",""keyword_inference""]","[""L6 Marketing/sales"",""L3 Capital/finance/L9 Portfolio""]",[],"[""property marketplace data and agent technology""]",scaled_or_enterprise_signal,"[""scaleup""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,A,"[""A""]",false,"[""High""]","[""A""]","[""S2""]",2,"[""https://propertyfinder.ae/en"",""https://propertyfinder.ae/en/about-us.html""]","[""coverage_gap_additions.csv""]",1,qualified_profile_requires_claim_review,"[""claim_level_evidence_review_required""]"
org-property-shield-8c6800f,Property Shield,[],organization,default operating/legal identity,https://propertyshield.co/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United States,"[""United States""]",false,"[""North America""]",,[],Not verified in the current source layer.,"[""SaaS subscription""]","[""RET Ventures""]","[""L3"",""L8""]","[""explicit_code"",""keyword_inference""]","[""L8 Property operations"",""L3 Capital/finance""]",[],"[""AI real-estate fraud and data-security platform""]",early_or_growth_signal,"[""early""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,A,"[""A""]",false,"[""High""]","[""A""]","[""S2""]",2,"[""https://propertyshield.co/"",""https://ret.vc/portfolio""]","[""startup_core_additions.csv""]",1,qualified_profile_requires_claim_review,"[""claim_level_evidence_review_required""]"
org-propexo-5b7a6ab,Propexo,[],organization,default operating/legal identity,https://www.propexo.com/,resolved,"[""https://ycombinator.com/companies/propexo""]",active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United States,"[""United States""]",false,"[""United States""]",,"[""Unknown""]",Not verified in the current source layer.,"[""API/SaaS""]","[""Y Combinator""]","[""L8"",""L12""]","[""keyword_inference""]","[""Operations"",""Data""]",[],"[""Property integration""]",scaled_or_enterprise_signal,"[""Early/scaleup""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,A,"[""A""]",false,"[""High""]","[""A""]","[""S2"",""S4""]",2,"[""https://propexo.com/"",""https://ycombinator.com/companies/propexo""]","[""proptech_startups_agent.csv""]",1,qualified_profile_requires_claim_review,"[""claim_level_evidence_review_required""]"
org-quintoandar-11445e6,QuintoAndar,[],organization,default operating/legal identity,https://www.quintoandar.com.br/newsroom/en/about/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,Brazil,"[""Brazil""]",false,"[""Latin America""]",2013,"[""2013""]",,"[""transaction fees and embedded services""]","[""Independent""]","[""L3"",""L6"",""L7""]","[""explicit_code"",""keyword_inference""]","[""L6 Marketing/sales"",""L7 Occupancy/L3 Capital/finance""]",[],"[""housing marketplace and transaction platform""]",scaled_or_enterprise_signal,"[""scaleup""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,A,"[""A""]",false,"[""High""]","[""A""]","[""S2""]",2,"[""https://quintoandar.com.br/newsroom/en"",""https://quintoandar.com.br/newsroom/en/about""]","[""coverage_gap_additions.csv""]",1,qualified_profile_requires_claim_review,"[""claim_level_evidence_review_required""]"
org-rabbet-13da945,Rabbet,[],organization,default operating/legal identity,https://rabbet.com/,resolved,"[""https://ycombinator.com/companies/rabbet""]",active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United States,"[""United States""]",false,"[""United States""]",2015,"[""2015""]",,"[""SaaS""]","[""YC S2017""]","[""L3"",""L5""]","[""keyword_inference""]","[""Finance"",""Construction""]",[],"[""Development and construction lending""]",scaled_or_enterprise_signal,"[""Scaleup""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,A,"[""A""]",false,"[""High""]","[""A""]","[""S2"",""S4""]",2,"[""https://rabbet.com/"",""https://ycombinator.com/companies/rabbet""]","[""proptech_startups_agent.csv""]",1,qualified_profile_requires_claim_review,"[""claim_level_evidence_review_required""]"
org-realpact-653455d,RealPact,[],organization,default operating/legal identity,,discovery_profile_only,"[""https://ycombinator.com/companies/realpact""]",active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United States,"[""United States""]",false,"[""United States""]",2025,"[""2025""]",,"[""AI SaaS""]","[""YC S2026""]","[""L3"",""L12""]","[""keyword_inference""]","[""Transaction"",""Data""]",[],"[""AI transaction operations""]",early_or_growth_signal,"[""Very early""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,A,"[""A""]",false,"[""High""]","[""A""]","[""S4""]",1,"[""https://ycombinator.com/companies/realpact""]","[""proptech_startups_agent.csv""]",1,profile_requires_editorial_review,"[""canonical_url_unresolved"",""claim_level_evidence_review_required""]"
