source_id,url,observed_urls,domain,inferred_source_class,source_quality_grade_provisional,quality_grade_status,used_by_record_ids,used_by_names,used_by_documents,source_datasets,last_verified,editorial_note
src-fd61716d5b,https://bouygues.com/integrated-report-2024/doc/article/29,https://www.bouygues.com/integrated-report-2024/doc/article/29/,bouygues.com,company_or_product,S2,domain-level provisional; claim-level review required,org-bouygues-construction-da06c6d,Bouygues Construction,research/global_real_estate_pioneers.md|research/global_real_estate_pioneers_agent.csv,full_corpus_source_inventory.csv|global_real_estate_pioneers_agent.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-97011fd771,https://boweryvaluation.com/,https://www.boweryvaluation.com/,boweryvaluation.com,company_or_product,S2,domain-level provisional; claim-level review required,eco-29954717ba,Boweryvaluation,research/built_environment_ecosystem_discovery_index.csv,built_environment_ecosystem_discovery_index.csv|full_corpus_source_inventory.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-59ac7997ec,https://bp.com/,https://www.bp.com/,bp.com,company_or_product,S2,domain-level provisional; claim-level review required,eco-29861f5e9d,Blueprint Power,research/built_environment_ecosystem_discovery_index.csv,built_environment_ecosystem_discovery_index.csv|full_corpus_source_inventory.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-5e13e2e56a,https://bpcproc.com/,https://bpcproc.com/,bpcproc.com,company_or_product,S2,domain-level provisional; claim-level review required,,,JCX_Second_Pass_Strategy_PropTech_Startups_2026-08-29.md,full_corpus_source_inventory.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-34c5fc8c8b,https://bproperty.com/,https://www.bproperty.com/,bproperty.com,company_or_product,S2,domain-level provisional; claim-level review required,org-bproperty-79a37ab,Bproperty,research/regional_companies_agent.csv,full_corpus_source_inventory.csv|proptech_startups_agent.csv|regional_companies_agent.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-3a43ead0c6,https://bproperty.com/about-us,https://www.bproperty.com/about-us,bproperty.com,company_or_product,S2,domain-level provisional; claim-level review required,org-bproperty-79a37ab,Bproperty,JCX_Global_PropTech_Intelligence_Atlas_2026-08-30.md|JCX_Second_Pass_Strategy_PropTech_Startups_2026-08-29.md|research/proptech_startup_universe.md|research/proptech_startups_agent.csv|research/regional_companies_agent.csv|research/regional_proptech_landscape.md,full_corpus_source_inventory.csv|proptech_startups_agent.csv|regional_companies_agent.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-778c49199a,https://bproperty.com/home-loan,https://www.bproperty.com/home-loan,bproperty.com,company_or_product,S2,domain-level provisional; claim-level review required,,,JCX_Second_Pass_Strategy_PropTech_Startups_2026-08-29.md,full_corpus_source_inventory.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-172298e2af,https://bproperty.com/terms-of-use,https://www.bproperty.com/terms-of-use,bproperty.com,company_or_product,S2,domain-level provisional; claim-level review required,org-bproperty-79a37ab,Bproperty,research/regional_companies_agent.csv|research/regional_proptech_landscape.md,full_corpus_source_inventory.csv|proptech_startups_agent.csv|regional_companies_agent.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-bf44afb112,https://br.iq/,https://www.br.iq,br.iq,company_or_product,S2,domain-level provisional; claim-level review required,eco-efa5b8009c,Br,research/built_environment_ecosystem_discovery_index.csv,built_environment_ecosystem_discovery_index.csv|full_corpus_source_inventory.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-8d1773fde7,https://brainboxai.com/,https://brainboxai.com/,brainboxai.com,company_or_product,S2,domain-level provisional; claim-level review required,org-brainbox-ai-f5deb8d,BrainBox AI,JCX_Second_Pass_Strategy_PropTech_Startups_2026-08-29.md|research/proptech_startup_universe.md|research/proptech_startups_agent.csv,full_corpus_source_inventory.csv|proptech_startups_agent.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-c5c889ddc5,https://brainboxai.com/en/case-studies/australian-shopping-mall-results-encourage-portfolio-wide-implementation,https://brainboxai.com/en/case-studies/australian-shopping-mall-results-encourage-portfolio-wide-implementation,brainboxai.com,company_or_product,S2,domain-level provisional; claim-level review required,QOC-030,Asia-Pacific investment manager shopping centre,JCX_Global_PropTech_Intelligence_Atlas_2026-08-30.md|research/quantified_outcome_case_library.csv,full_corpus_source_inventory.csv|quantified_outcome_case_library.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-04cae94cc9,https://brainboxai.com/hubfs/Case%20Studies/BBAI_Case%20Study_Montreal%20Office%20Building%20V4.pdf,https://brainboxai.com/hubfs/Case%20Studies/BBAI_Case%20Study_Montreal%20Office%20Building%20V4.pdf,brainboxai.com,company_or_product,S2,domain-level provisional; claim-level review required,QOC-032,Montreal office building,research/quantified_outcome_case_library.csv,full_corpus_source_inventory.csv|quantified_outcome_case_library.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-e9d4a678e7,https://branch.technology/,https://www.branch.technology/,branch.technology,company_or_product,S2,domain-level provisional; claim-level review required,eco-657d26f79d,Branch Technology,research/built_environment_ecosystem_discovery_index.csv,built_environment_ecosystem_discovery_index.csv|full_corpus_source_inventory.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-49c58f4003,https://branchtechnology.com/,https://branchtechnology.com,branchtechnology.com,company_or_product,S2,domain-level provisional; claim-level review required,eco-258355a7d9,Branchtechnology,research/built_environment_ecosystem_discovery_index.csv,built_environment_ecosystem_discovery_index.csv|full_corpus_source_inventory.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-eb52b0ea8b,https://breaksports.com/,https://www.breaksports.com/,breaksports.com,company_or_product,S2,domain-level provisional; claim-level review required,eco-c0360b8843,Break Sports,research/built_environment_ecosystem_discovery_index.csv,built_environment_ecosystem_discovery_index.csv|full_corpus_source_inventory.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-b2f2fb91ea,https://breezy.com/,https://www.breezy.com,breezy.com,company_or_product,S2,domain-level provisional; claim-level review required,eco-56fa0c9134,Breezy,research/built_environment_ecosystem_discovery_index.csv,built_environment_ecosystem_discovery_index.csv|full_corpus_source_inventory.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-36c7df0345,https://brickmortar.vc/portfolio,https://brickmortar.vc/portfolio,brickmortar.vc,ecosystem_or_investor,S4,domain-level provisional; claim-level review required,eco-030283d034|eco-04a34dfdce|eco-09bc9dd1ed|eco-0a169df765|eco-0ee399ae42|eco-118425ccb3|eco-123562fdc8|eco-132b15b63f|eco-13ac3bb090|eco-198dbef9b3|eco-251ca0a10b|eco-2b108fcb01|eco-3086ecddee|eco-3491ca26a5|eco-3feaa4abe5|eco-4064a410b5|eco-42d683149f|eco-4459b95535|eco-46ba9f7149|eco-4a9c329001|eco-51fc825298|eco-521b1a2f9c|eco-53344d9a94|eco-61b6785633|eco-63099db562|eco-657d26f79d|eco-692696c8b2|eco-6a68dbe3ae|eco-6af305d9be|eco-71a9112622|eco-845f5bd290|eco-85a954e954|eco-91aa190bc6|eco-929de23045|eco-92d728eb67|eco-9ebf339111|eco-9f36074bd3|eco-aaa92ee591|eco-b2a12b46af|eco-bcf664318e|eco-c05e0cfaa8|eco-cbbf67c839|eco-d35d8d2fc8|eco-d446526e93|eco-de12c65df4|eco-e351cdd617|eco-e82fc34994|eco-ec17e11471|eco-f3c1d85dfc|eco-f3de5016aa|eco-f9c451a87d|org-alice-technologies-3d2a5de|org-brick-and-mortar-ventures-portfolio-8dcb652|org-buildingconnected-001c81a|org-fieldwire-4bfc09b|org-plangrid-378edb8,Advanced Navigation|ALICE Technologies|Boom & Bucket|Branch Technology|Brick & Mortar Ventures portfolio|BuildingConnected|Buildpeer|BuildZoom|Canvas|Cocoon Carbon|Cumulus|Curbio|Curri|Dili|Domatic|Downstream|Drawer.ai|Ernest|Fieldwire|Fohlio|Foresight|Freeda|Gearflow|handdii|HELIX|Hosta Labs|Hypar|Illumagear|Klutch AI|Kraaft|Levelset|Licify|Mangxo|Muro|Nickel|Obie Insurance|Pelles AI|Planera|PlanGrid|Pronto AI|Rhumbix|Rivet|RodRadar|Rugged Robotics|Sensorita|Siteline|Stellar|StruxHub|Trustup|Tvasta|Veerum|Vizcab|Wingtra|Ynomia|ZeroKey,JCX_Global_PropTech_Intelligence_Atlas_2026-08-30.md|research/build_ecosystem_discovery_index.py|research/built_environment_ecosystem_discovery_index.csv|research/built_environment_ecosystem_discovery_index.md|research/coverage_gap_audit.md|research/final_residual_additions.csv|research/proptech_startup_universe.md|research/proptech_startups_agent.csv,built_environment_ecosystem_discovery_index.csv|final_residual_additions.csv|full_corpus_source_inventory.csv|proptech_startups_agent.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-0c63d0610e,https://bricknbolt.com/,https://www.bricknbolt.com/,bricknbolt.com,company_or_product,S2,domain-level provisional; claim-level review required,org-brick-and-bolt-4809c48,Brick & Bolt,research/final_coverage_assurance.md|research/final_residual_additions.csv,final_residual_additions.csv|full_corpus_source_inventory.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-cb2a49605f,https://bricknbolt.com/commercial-construction-company,https://www.bricknbolt.com/commercial-construction-company,bricknbolt.com,company_or_product,S2,domain-level provisional; claim-level review required,org-brick-and-bolt-4809c48,Brick & Bolt,research/final_residual_additions.csv,final_residual_additions.csv|full_corpus_source_inventory.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-eeef4fcbf7,https://bricks-fundtokyo.com/,https://bricks-fundtokyo.com/,bricks-fundtokyo.com,company_or_product,S2,domain-level provisional; claim-level review required,org-bricks-fund-tokyo-f018f4a|org-mitsubishi-estate-e9746be,BRICKS FUND TOKYO|Mitsubishi Estate,research/global_real_estate_pioneers.md|research/global_real_estate_pioneers_agent.csv,full_corpus_source_inventory.csv|global_real_estate_pioneers_agent.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-9a5dd44b85,https://brightplace.ai/,https://www.brightplace.ai/,brightplace.ai,company_or_product,S2,domain-level provisional; claim-level review required,eco-0f14c25c7d,brightplace,research/built_environment_ecosystem_discovery_index.csv,built_environment_ecosystem_discovery_index.csv|full_corpus_source_inventory.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-eda4466195,https://brimstone.com/,https://www.brimstone.com/,brimstone.com,company_or_product,S2,domain-level provisional; claim-level review required,eco-9c5da0569d,Brimstone,research/built_environment_ecosystem_discovery_index.csv,built_environment_ecosystem_discovery_index.csv|full_corpus_source_inventory.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-729a0b4e1f,https://brimstoneenergy.com/,https://www.brimstoneenergy.com/,brimstoneenergy.com,company_or_product,S2,domain-level provisional; claim-level review required,org-brimstone-75851e3,Brimstone,research/proptech_startup_universe.md|research/proptech_startups_agent.csv,full_corpus_source_inventory.csv|proptech_startups_agent.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-b1cd7b03be,https://brkz.com/en,https://brkz.com/en,brkz.com,company_or_product,S2,domain-level provisional; claim-level review required,org-brkz-3da166c,BRKZ,research/regional_companies_agent.csv,full_corpus_source_inventory.csv|regional_companies_agent.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-2bb2a63426,https://brokerbot.ai/,https://brokerbot.ai/,brokerbot.ai,company_or_product,S2,domain-level provisional; claim-level review required,eco-07cbcf8eac|eco-587529c59e|eco-ebc396c188,Broker Bot|BrokerBot,research/built_environment_ecosystem_discovery_index.csv,built_environment_ecosystem_discovery_index.csv|full_corpus_source_inventory.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-e600d4ef29,https://brookfield.com/,https://www.brookfield.com/,brookfield.com,company_or_product,S2,domain-level provisional; claim-level review required,org-brookfield-5b2c313,Brookfield,research/global_real_estate_pioneers_agent.csv,full_corpus_source_inventory.csv|global_real_estate_pioneers_agent.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-5a22c376a7,https://brookfield.com/2025-brookfield-corporation-annual-report,https://www.brookfield.com/2025-brookfield-corporation-annual-report,brookfield.com,company_or_product,S2,domain-level provisional; claim-level review required,org-brookfield-5b2c313,Brookfield,research/global_real_estate_pioneers.md|research/global_real_estate_pioneers_agent.csv,full_corpus_source_inventory.csv|global_real_estate_pioneers_agent.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-5fa6dfe7b1,https://bsmedia.business-standard.com/_media/bs/data/announcements/bse/19082025/0884e44f-01ac-4a6c-8a62-90727fe88fdb.pdf,https://bsmedia.business-standard.com/_media/bs/data/announcements/bse/19082025/0884e44f-01ac-4a6c-8a62-90727fe88fdb.pdf,bsmedia.business-standard.com,company_or_product,S2,domain-level provisional; claim-level review required,org-prestige-group-0cc8c3c,Prestige Group,research/global_real_estate_pioneers.md|research/global_real_estate_pioneers_agent.csv,full_corpus_source_inventory.csv|global_real_estate_pioneers_agent.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-5e046a019d,https://bssnews.net/assets/gallery/Finance_Minister_Budget_Speech2022_23.pdf,https://www.bssnews.net/assets/gallery/Finance_Minister_Budget_Speech2022_23.pdf,bssnews.net,company_or_product,S2,domain-level provisional; claim-level review required,,,research/regional_proptech_landscape.md,full_corpus_source_inventory.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-1cc20bfcb6,https://bssnews.net/business/107809,https://www.bssnews.net/business/107809,bssnews.net,company_or_product,S2,domain-level provisional; claim-level review required,org-bproperty-79a37ab,Bproperty,research/regional_companies_agent.csv|research/regional_proptech_landscape.md,full_corpus_source_inventory.csv|proptech_startups_agent.csv|regional_companies_agent.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-ce4f5fffbf,https://bssnews.net/news-flash/330104,https://www.bssnews.net/news-flash/330104,bssnews.net,company_or_product,S2,domain-level provisional; claim-level review required,,,JCX_Second_Pass_Strategy_PropTech_Startups_2026-08-29.md,full_corpus_source_inventory.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-95a72996ea,https://btibd.com/,https://btibd.com/,btibd.com,company_or_product,S2,domain-level provisional; claim-level review required,,,JCX_Second_Pass_Strategy_PropTech_Startups_2026-08-29.md|research/regional_proptech_landscape.md,full_corpus_source_inventory.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-5178701cb9,https://btibd.com/nrb,https://btibd.com/nrb/,btibd.com,company_or_product,S2,domain-level provisional; claim-level review required,,,JCX_Second_Pass_Strategy_PropTech_Startups_2026-08-29.md,full_corpus_source_inventory.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-24216900af,https://buildingengines.com/company/ravti,https://www.buildingengines.com/company/ravti/,buildingengines.com,company_or_product,S2,domain-level provisional; claim-level review required,eco-f4097ccb73,Buildingengines,research/built_environment_ecosystem_discovery_index.csv,built_environment_ecosystem_discovery_index.csv|full_corpus_source_inventory.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-f3ec33f755,https://buildings.honeywell.com/us/en/solutions/automation-solutions/sustainability/connected-solutions,https://buildings.honeywell.com/us/en/solutions/automation-solutions/sustainability/connected-solutions,buildings.honeywell.com,company_or_product,S2,domain-level provisional; claim-level review required,org-honeywell-forge-for-buildings-900b78b,Honeywell Forge for Buildings,research/enterprise_platform_additions.csv,enterprise_platform_additions.csv|full_corpus_source_inventory.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-abab30e94f,https://buildings.honeywell.com/us/en/solutions/buildings,https://buildings.honeywell.com/us/en/solutions/buildings,buildings.honeywell.com,company_or_product,S2,domain-level provisional; claim-level review required,org-honeywell-forge-for-buildings-900b78b,Honeywell Forge for Buildings,research/enterprise_platform_additions.csv|research/enterprise_platform_coverage_audit.md,enterprise_platform_additions.csv|full_corpus_source_inventory.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-fc01527e58,https://buildingsmart.org/information-delivery-specification-ids-v1-0-is-approved-as-a-final-standard,https://www.buildingsmart.org/information-delivery-specification-ids-v1-0-is-approved-as-a-final-standard/,buildingsmart.org,research_or_industry,S1,domain-level provisional; claim-level review required,BSI-IDS,Information Delivery Specification (IDS),JCX_Global_PropTech_Intelligence_Atlas_2026-08-30.md|research/standards_interoperability_governance.md|research/standards_registry.csv,full_corpus_source_inventory.csv|standards_registry.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-2d59403982,https://buildingsmart.org/standards/bsi-standards/bim-collaboration-format,https://www.buildingsmart.org/standards/bsi-standards/bim-collaboration-format/,buildingsmart.org,research_or_industry,S1,domain-level provisional; claim-level review required,,,research/standards_interoperability_governance.md,full_corpus_source_inventory.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-89c8003990,https://buildingsmart.org/standards/bsi-standards/industry-foundation-classes?lang=en,https://www.buildingsmart.org/standards/bsi-standards/industry-foundation-classes/?lang=en,buildingsmart.org,research_or_industry,S1,domain-level provisional; claim-level review required,,,JCX_Meeting_Dossier_2026-08-29.md,full_corpus_source_inventory.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-10d14f3e2d,https://buildingsmart.org/standards/bsi-standards/information-delivery-specification-ids,https://www.buildingsmart.org/standards/bsi-standards/information-delivery-specification-ids/,buildingsmart.org,research_or_industry,S1,domain-level provisional; claim-level review required,,,research/atlas_methodology_and_website_ia.md,full_corpus_source_inventory.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-8e0d632375,https://buildingsmart.org/users/services/buildingsmart-data-dictionary,https://www.buildingsmart.org/users/services/buildingsmart-data-dictionary/,buildingsmart.org,research_or_industry,S1,domain-level provisional; claim-level review required,BSI-BSDD,buildingSMART Data Dictionary (bSDD),research/standards_interoperability_governance.md|research/standards_registry.csv,full_corpus_source_inventory.csv|standards_registry.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-4dcd33f7f4,https://buildingtransparency.org/,https://buildingtransparency.org/|https://www.buildingtransparency.org/,buildingtransparency.org,research_or_industry,S3,domain-level provisional; claim-level review required,org-building-transparency-be3d8ba,Building Transparency,research/final_coverage_assurance.md|research/final_residual_additions.csv,final_residual_additions.csv|full_corpus_source_inventory.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-9232f94705,https://buildingtransparency.org/tools/ec3,https://www.buildingtransparency.org/tools/ec3/,buildingtransparency.org,research_or_industry,S3,domain-level provisional; claim-level review required,org-building-transparency-be3d8ba,Building Transparency,research/final_coverage_assurance.md|research/final_residual_additions.csv,final_residual_additions.csv|full_corpus_source_inventory.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-dfe3d65e7a,https://buildmart.com.bd/,https://buildmart.com.bd/,buildmart.com.bd,company_or_product,S2,domain-level provisional; claim-level review required,org-buildmart-a61bcf7,BuildMart,research/regional_companies_agent.csv,full_corpus_source_inventory.csv|regional_companies_agent.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-d5258ab9d6,https://buildmart.com.bd/pages/about-us,https://buildmart.com.bd/pages/about-us,buildmart.com.bd,company_or_product,S2,domain-level provisional; claim-level review required,org-buildmart-a61bcf7,BuildMart,JCX_Global_PropTech_Intelligence_Atlas_2026-08-30.md|JCX_Second_Pass_Strategy_PropTech_Startups_2026-08-29.md|research/regional_companies_agent.csv|research/regional_proptech_landscape.md,full_corpus_source_inventory.csv|regional_companies_agent.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-4aaf9a97b8,https://buildops.com/about,https://buildops.com/about/,buildops.com,company_or_product,S2,domain-level provisional; claim-level review required,eco-aff975aa34,Buildops,research/built_environment_ecosystem_discovery_index.csv,built_environment_ecosystem_discovery_index.csv|full_corpus_source_inventory.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-cf0b7883e8,https://buildots.com/,https://buildots.com/,buildots.com,company_or_product,S2,domain-level provisional; claim-level review required,org-buildots-abeb197,Buildots,JCX_Second_Pass_Strategy_PropTech_Startups_2026-08-29.md|research/proptech_startup_universe.md|research/proptech_startups_agent.csv,full_corpus_source_inventory.csv|proptech_startups_agent.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-4d40a6acc0,https://buildots.com/case-studies/intel-partners-with-buildots,https://buildots.com/case-studies/intel-partners-with-buildots/,buildots.com,company_or_product,S2,domain-level provisional; claim-level review required,QOC-012,Intel,research/quantified_outcome_case_library.csv,full_corpus_source_inventory.csv|quantified_outcome_case_library.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-747d6dc129,https://buildots.com/case-studies/ncc-partners-with-buildots,https://buildots.com/case-studies/ncc-partners-with-buildots/,buildots.com,company_or_product,S2,domain-level provisional; claim-level review required,QOC-013|org-buildots-abeb197,Buildots|NCC,JCX_Global_PropTech_Intelligence_Atlas_2026-08-30.md|JCX_Second_Pass_Strategy_PropTech_Startups_2026-08-29.md|research/proptech_startup_universe.md|research/proptech_startups_agent.csv|research/quantified_outcome_case_library.csv,full_corpus_source_inventory.csv|proptech_startups_agent.csv|quantified_outcome_case_library.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-1eec768e41,https://buildpeer.com/en,https://www.buildpeer.com/en,buildpeer.com,company_or_product,S2,domain-level provisional; claim-level review required,eco-f3de5016aa,Buildpeer,research/built_environment_ecosystem_discovery_index.csv,built_environment_ecosystem_discovery_index.csv|full_corpus_source_inventory.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-e66f92caaf,https://buildzoom.com/,https://www.buildzoom.com/,buildzoom.com,company_or_product,S2,domain-level provisional; claim-level review required,eco-929de23045,BuildZoom,research/built_environment_ecosystem_discovery_index.csv,built_environment_ecosystem_discovery_index.csv|full_corpus_source_inventory.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-26fb1a3b9b,https://builtrobotics.com/,https://www.builtrobotics.com/,builtrobotics.com,company_or_product,S2,domain-level provisional; claim-level review required,org-built-robotics-e09ff21,Built Robotics,research/coverage_gap_additions.csv|research/coverage_gap_audit.md,coverage_gap_additions.csv|full_corpus_source_inventory.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-54ea07a6f0,https://builtworlds.com/insights/2025-building-tech-top-50-list,https://builtworlds.com/insights/2025-building-tech-top-50-list/,builtworlds.com,company_or_product,S2,domain-level provisional; claim-level review required,org-cupix-384c862|org-dronedeploy-51fed53|org-one-click-lca-def3638|org-revizto-b3261af,Cupix|DroneDeploy|One Click LCA|Revizto,research/final_coverage_assurance.md|research/startup_core_additions.csv|research/startup_coverage_additions.csv|research/startup_coverage_final_audit.md,full_corpus_source_inventory.csv|startup_core_additions.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-a4bb13a2cf,https://businesstimes.com.sg/international/asean/south-east-asia-emerges-proptech-hotspot-challenges-loom-funding-and-talent-say-panellists,https://www.businesstimes.com.sg/international/asean/south-east-asia-emerges-proptech-hotspot-challenges-loom-funding-and-talent-say-panellists,businesstimes.com.sg,company_or_product,S2,domain-level provisional; claim-level review required,,,research/regional_proptech_landscape.md,full_corpus_source_inventory.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-960820179a,http://butlerplus.com/,http://butlerplus.com,butlerplus.com,company_or_product,S2,domain-level provisional; claim-level review required,eco-596e646372,Butler Plus,research/built_environment_ecosystem_discovery_index.csv,built_environment_ecosystem_discovery_index.csv|full_corpus_source_inventory.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-c36ec85869,https://butterflymx.com/,https://butterflymx.com/,butterflymx.com,company_or_product,S2,domain-level provisional; claim-level review required,eco-a3717f9314|org-butterflymx-e90e3bb,ButterflyMX,research/built_environment_ecosystem_discovery_index.csv|research/proptech_startup_universe.md|research/proptech_startups_agent.csv,built_environment_ecosystem_discovery_index.csv|full_corpus_source_inventory.csv|proptech_startups_agent.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-70a4ebf4ba,https://bytegain.com/,https://bytegain.com/,bytegain.com,company_or_product,S2,domain-level provisional; claim-level review required,eco-7f8a4b6345,ByteGain,research/built_environment_ecosystem_discovery_index.csv,built_environment_ecosystem_discovery_index.csv|full_corpus_source_inventory.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-b0fde82a9a,https://c-link.com/case-studies,https://c-link.com/case-studies/,c-link.com,company_or_product,S2,domain-level provisional; claim-level review required,QOC-023,Quinn London,research/quantified_outcome_case_library.csv,full_corpus_source_inventory.csv|quantified_outcome_case_library.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-25064de376,https://cadastral.ai/,https://cadastral.ai/,cadastral.ai,company_or_product,S2,domain-level provisional; claim-level review required,eco-aac18925ec,Cadastral,research/built_environment_ecosystem_discovery_index.csv,built_environment_ecosystem_discovery_index.csv|full_corpus_source_inventory.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-bcc1885a34,https://calcalistech.com/ctechnews/article/sypuszzjr,https://www.calcalistech.com/ctechnews/article/sypuszzjr,calcalistech.com,company_or_product,S2,domain-level provisional; claim-level review required,org-localize-ec8bde7,Localize,research/proptech_startup_universe.md|research/proptech_startups_agent.csv,full_corpus_source_inventory.csv|proptech_startups_agent.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
src-832f853e3e,https://caltana.com/,https://www.caltana.com/,caltana.com,company_or_product,S2,domain-level provisional; claim-level review required,eco-ed0b98845a,Caltana,research/built_environment_ecosystem_discovery_index.csv,built_environment_ecosystem_discovery_index.csv|full_corpus_source_inventory.csv,2026-08-30,"The URL is normalized for identity. Source class/quality are provisional; authority, scope and claim support require editorial review."
