relationship_id,subject_entity_id,subject_name,relationship_type,object_name,object_entity_id,relationship_status,source_urls_json,verified_or_retrieved_at,source_dataset,editorial_note
rel-454e4820d22e,org-nawy-fea68ec,Nawy,member_of_or_discovered_via,Partech-eCapital-Nclude,,reported_or_directory_observed,"[""https://nawy.com/"",""https://nawy.com/about-us"",""https://nawy.com/blog/116847-nawy-raises-a-52m-series-a-to-take-on-mena""]",2026-08-30,regional_companies_agent.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-068d17de0729,org-elyos-ai-90065ff,Elyos AI,member_of_or_discovered_via,Pi Labs,,reported_or_directory_observed,"[""https://elyos.ai/"",""https://pilabs.vc/portfolio?sort=date_desc""]",2026-08-30,coverage_gap_additions.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-1fed9299c3e0,org-kestrix-45a7de9,Kestrix,member_of_or_discovered_via,Pi Labs,,reported_or_directory_observed,"[""https://kestrix.io/"",""https://pilabs.vc/portfolio?sort=date_desc""]",2026-08-30,coverage_gap_additions.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-bf6944699678,org-landtech-82e0a84,LandTech,member_of_or_discovered_via,Pi Labs,,reported_or_directory_observed,"[""https://land.tech/"",""https://pilabs.vc/portfolio?sort=date_desc""]",2026-08-30,proptech_startups_agent.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-75a5d898b7f0,org-pi-labs-portfolio-188a1d3,Pi Labs portfolio,member_of_or_discovered_via,Pi Labs,,reported_or_directory_observed,"[""https://pilabs.vc/portfolio?sort=date_desc""]",2026-08-30,proptech_startups_agent.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-5c37a8f2906a,org-plentific-279d25e,Plentific,member_of_or_discovered_via,Pi Labs,,reported_or_directory_observed,"[""https://pilabs.vc/portfolio?sort=date_desc"",""https://plentific.com/""]",2026-08-30,coverage_gap_additions.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-18adf2cb099c,org-qualis-flow-6468e8b,Qualis Flow,member_of_or_discovered_via,Pi Labs,,reported_or_directory_observed,"[""https://pilabs.vc/portfolio?sort=date_desc"",""https://qualisflow.com/""]",2026-08-30,coverage_gap_additions.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-17904e0ae426,org-switchee-205db60,Switchee,member_of_or_discovered_via,Pi Labs,,reported_or_directory_observed,"[""https://pilabs.vc/portfolio?sort=date_desc"",""https://switchee.co/""]",2026-08-30,proptech_startups_agent.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-27d086514948,org-qiddiya-investment-c4e1996,Qiddiya Investment Company,member_of_or_discovered_via,PIF portfolio company,,reported_or_directory_observed,"[""https://qiddiya.com/"",""https://qiddiya.com/about/sustainability"",""https://qiddiya.com/en"",""https://spa.gov.sa/en/N2440931""]",2026-08-30,operator_coverage_additions.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-7de1fde20b01,org-red-sea-global-b4c8daa,Red Sea Global,member_of_or_discovered_via,PIF portfolio company,,reported_or_directory_observed,"[""https://redseaglobal.com/"",""https://redseaglobal.com/en/responsible-development"",""https://redseaglobal.com/en/responsible-development/planet"",""https://webserver-redseaportal-prd.lfr.cloud/en/web/guest/responsible-development""]",2026-08-30,operator_coverage_additions.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-70c54793df59,org-plug-and-play-real-estate-and-construction-d45b0c2,Plug and Play Real Estate & Construction,member_of_or_discovered_via,Plug and Play,,reported_or_directory_observed,"[""https://welcome.plugandplaytechcenter.com/hubfs/Mobility%20SV%20Folder/June%20Summit%202025%20Decks/Real%20Estate%20%26%20Construction%20Expo.pdf"",""https://welcome.plugandplaytechcenter.com/investment-portfolio""]",2026-08-30,proptech_startups_agent.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-e1f421f66171,org-bentley-systems-ecbac87,Bentley Systems,member_of_or_discovered_via,Public,,reported_or_directory_observed,"[""https://bentley.com/en/products/itwin-iot"",""https://bentley.com/en/products/itwin-platform""]",2026-08-30,coverage_gap_additions.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-7a125807fd67,org-fbr-hadrian-x-b896b3f,FBR / Hadrian X,member_of_or_discovered_via,Public,,reported_or_directory_observed,"[""https://fbr.com.au/"",""https://fbr.com.au/view/hadrian""]",2026-08-30,coverage_gap_additions.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-264277470048,org-hexagon-11725d3,Hexagon,member_of_or_discovered_via,Public,,reported_or_directory_observed,"[""https://hexagon.com/company/divisions/geosystems"",""https://hexagon.com/solutions/digital-realities""]",2026-08-30,coverage_gap_additions.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-2f9e05615efb,org-nemetschek-8aa57f2,Nemetschek,member_of_or_discovered_via,Public,,reported_or_directory_observed,"[""https://nemetschek.com/en/company/brands"",""https://nemetschek.com/en/solutions""]",2026-08-30,coverage_gap_additions.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-b0ddbeecd4ac,org-trimble-77e0db1,Trimble,member_of_or_discovered_via,Public,,reported_or_directory_observed,"[""https://civilconstruction.trimble.com/en/products/software/trimble-connect"",""https://trimble.com/en/solutions/trimble-construction-one""]",2026-08-30,coverage_gap_additions.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-77374d911fc7,org-saudi-proptech-hub-rega-e45df16,Saudi-PropTech-Hub-REGA,member_of_or_discovered_via,REGA-NTDP-Startup-Wise-Guys,,reported_or_directory_observed,"[""https://rega.gov.sa/en/rega-services/platforms/saudi-proptech-hub"",""https://spa.gov.sa/en/N2196077""]",2026-08-30,regional_companies_agent.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-c943208607a8,org-stake-2f6c8f6,Stake,member_of_or_discovered_via,regional-fractional,,reported_or_directory_observed,"[""https://getstake.com/"",""https://help.getstake.com/en/articles/6570336-who-can-invest-in-uae"",""https://help.getstake.com/en/articles/8249047-how-do-i-begin""]",2026-08-30,regional_companies_agent.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-fe26db423ba6,org-funnel-leasing-6474af3,Funnel Leasing,member_of_or_discovered_via,RET Ventures,,reported_or_directory_observed,"[""https://funnelleasing.com/"",""https://funnelleasing.com/about"",""https://ret.vc/portfolio""]",2026-08-30,startup_core_additions.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-885044c59200,org-lula-f8449a2,Lula,member_of_or_discovered_via,RET Ventures,,reported_or_directory_observed,"[""https://lula.life/"",""https://lula.life/company"",""https://ret.vc/portfolio""]",2026-08-30,startup_core_additions.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-1552c6662d77,org-predictap-bf6e0e8,PredictAP,member_of_or_discovered_via,RET Ventures,,reported_or_directory_observed,"[""https://predictap.com/"",""https://ret.vc/perspectives/looking-back-on-a-successful-2023"",""https://ret.vc/portfolio""]",2026-08-30,startup_core_additions.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-8e1c161a5abc,org-property-shield-8c6800f,Property Shield,member_of_or_discovered_via,RET Ventures,,reported_or_directory_observed,"[""https://propertyshield.co/"",""https://ret.vc/portfolio""]",2026-08-30,startup_core_additions.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-28ff2c385259,org-stan-ai-7f63428,Stan.AI,member_of_or_discovered_via,RET Ventures,,reported_or_directory_observed,"[""https://ret.vc/portfolio"",""https://stan.ai/"",""https://stan.ai/company""]",2026-08-30,startup_core_additions.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-a7bd080f2d6c,org-passivelogic-138e956,PassiveLogic,member_of_or_discovered_via,RET Ventures portfolio,,reported_or_directory_observed,"[""https://passivelogic.com/"",""https://passivelogic.com/downloads/Builder-ProdSheet-%202025_web.pdf"",""https://prnewswire.com/news-releases/passivelogic-introduces-the-worlds-first-generative-autonomy-platform-for-buildings-and-industrial-infrastructure-302820208.html""]",2026-08-30,enterprise_platform_additions.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-e6cf07f5f143,org-wakecap-a08c5b1,WakeCap,member_of_or_discovered_via,Saudi-contech,,reported_or_directory_observed,"[""https://wakecap.com/"",""https://wakecap.com/news-and-events/wakecap-acquires-crews-by-core"",""https://wakecap.com/news-and-events/wakecap-openspace-partnership""]",2026-08-30,regional_companies_agent.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-bd73dabd8dea,org-schneider-electric-ecostruxure-building-677b955,Schneider Electric EcoStruxure Building,member_of_or_discovered_via,Schneider Electric,,reported_or_directory_observed,"[""https://se.com/ww/en/assets/564/document/514405/presentation-agm-2025-en.pdf"",""https://se.com/ww/en/work/products/product-launch/building-management-system""]",2026-08-30,enterprise_platform_additions.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-f478c0b8fdf2,org-zenatix-bb347b7,Zenatix,member_of_or_discovered_via,Schneider-Electric,,reported_or_directory_observed,"[""https://zenatix.com/"",""https://zenatix.com/about""]",2026-08-30,regional_companies_agent.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-6670b83a395d,org-propertyguru-366b88f,PropertyGuru,member_of_or_discovered_via,SEA-portal,,reported_or_directory_observed,"[""https://propertyguru.com.sg/"",""https://propertyguru.com.sg/about-us/our-company""]",2026-08-30,regional_companies_agent.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-ada48f32e7ca,org-auar-c47f01d,AUAR,member_of_or_discovered_via,Shadow Ventures,,reported_or_directory_observed,"[""https://auar.io/"",""https://auar.io/how-it-works"",""https://shadow.vc/investments/auar""]",2026-08-30,startup_core_additions.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-e79183ad079a,org-lumina-375ff59,Lumina,member_of_or_discovered_via,Shadow Ventures,,reported_or_directory_observed,"[""https://luminatech.co/"",""https://luminatech.co/moonlander"",""https://shadow.vc/investments/lumina""]",2026-08-30,startup_core_additions.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-857b6c31a746,org-magicdoor-2e9843c,MagicDoor,member_of_or_discovered_via,Shadow Ventures,,reported_or_directory_observed,"[""https://magicdoor.com/"",""https://shadow.vc/blog/announcing-our-investment-in-magicdoor"",""https://shadow.vc/investments/magicdoor""]",2026-08-30,startup_core_additions.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-585d1bb50844,org-siemens-building-x-4e09386,Siemens Building X,member_of_or_discovered_via,Siemens,,reported_or_directory_observed,"[""https://news.siemens.com/en-us/siemens-presents-building-x-an-ai-based-solution-for-transforming-buildings-into-climate-neutral-buildings"",""https://siemens.com/en-gb/products/building-x""]",2026-08-30,enterprise_platform_additions.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-e7c5967ccfa6,org-properp-1c4f6f4,PropERP,member_of_or_discovered_via,SpaGreen-Creative,,reported_or_directory_observed,"[""https://properp.app/"",""https://properp.app/bn""]",2026-08-30,regional_companies_agent.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-5e2dc55dcebb,org-ampd-energy-d47df2a,Ampd Energy,member_of_or_discovered_via,Taronga RealTechX,,reported_or_directory_observed,"[""https://ampd.energy/"",""https://tarongagroup.com/realtechx""]",2026-08-30,proptech_startups_agent.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-61f0adc0313b,org-carboncure-3c06351,CarbonCure,member_of_or_discovered_via,Taronga RealTechX,,reported_or_directory_observed,"[""https://carboncure.com/"",""https://tarongagroup.com/realtechx""]",2026-08-30,proptech_startups_agent.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-27f850df2b12,org-facilio-ee1952a,Facilio,member_of_or_discovered_via,Taronga RealTechX,,reported_or_directory_observed,"[""https://facilio.com/"",""https://facilio.com/case-study/al-fajer"",""https://tarongagroup.com/realtechx""]",2026-08-30,proptech_startups_agent.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-5a127c2e3193,org-inspace-a027d14,Inspace,member_of_or_discovered_via,Taronga RealTechX,,reported_or_directory_observed,"[""https://inspace.io/"",""https://tarongagroup.com/realtechx""]",2026-08-30,proptech_startups_agent.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-cca985cc6b2a,org-measurabl-19110f1,Measurabl,member_of_or_discovered_via,Taronga RealTechX,,reported_or_directory_observed,"[""https://measurabl.com/"",""https://tarongagroup.com/realtechx""]",2026-08-30,proptech_startups_agent.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-dab0729c5369,org-openspace-15aa2fd,OpenSpace,member_of_or_discovered_via,Taronga RealTechX,,reported_or_directory_observed,"[""https://get.openspace.ai/rs/283-OVQ-169/images/OpenSpace-Case-Study-Lendlease-en.pdf"",""https://openspace.ai/""]",2026-08-30,proptech_startups_agent.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-bb28547119dc,org-qflow-9a7b840,Qflow,member_of_or_discovered_via,Taronga RealTechX,,reported_or_directory_observed,"[""https://qflow.tech/"",""https://tarongagroup.com/realtechx""]",2026-08-30,proptech_startups_agent.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-2b6d0c9b3137,org-trendspek-f3aa791,Trendspek,member_of_or_discovered_via,Taronga RealTechX,,reported_or_directory_observed,"[""https://tarongagroup.com/realtechx"",""https://trendspek.com/""]",2026-08-30,proptech_startups_agent.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-6167c6020f70,org-uhoo-7143ba7,uHoo,member_of_or_discovered_via,Taronga RealTechX,,reported_or_directory_observed,"[""https://tarongagroup.com/realtechx"",""https://uhooair.com/""]",2026-08-30,proptech_startups_agent.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-44563e897bd5,org-wint-44d2ec1,WINT,member_of_or_discovered_via,Taronga RealTechX,,reported_or_directory_observed,"[""https://tarongagroup.com/realtechx"",""https://wint.ai/""]",2026-08-30,proptech_startups_agent.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-5a2fd45b2902,org-taronga-realtechx-632296d,Taronga RealTechX,member_of_or_discovered_via,Taronga Ventures,,reported_or_directory_observed,"[""https://tarongagroup.com/realtechx""]",2026-08-30,proptech_startups_agent.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-ddf9c6664bb1,org-wiredscore-75d1974,WiredScore,member_of_or_discovered_via,Taronga/RealTechX,,reported_or_directory_observed,"[""https://tarongagroup.com/realtechx"",""https://wiredscore.com/""]",2026-08-30,proptech_startups_agent.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-02699233001d,org-ga-technologies-renosy-af2b82d,GA-Technologies-RENOSY,member_of_or_discovered_via,Tokyo-Stock-Exchange-RENOSY-ITANDI,,reported_or_directory_observed,"[""https://edinetdb.jp/company/E34177/text?fy=2024"",""https://ga-tech.co.jp/en"",""https://ga-tech.co.jp/en/company/history""]",2026-08-30,regional_companies_agent.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-d1609a80a037,org-propexo-5b7a6ab,Propexo,member_of_or_discovered_via,Y Combinator,,reported_or_directory_observed,"[""https://propexo.com/"",""https://ycombinator.com/companies/propexo""]",2026-08-30,proptech_startups_agent.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-96a287e0eddc,org-clau-d85bf61,Clau,member_of_or_discovered_via,Y Combinator S2020,,reported_or_directory_observed,"[""https://ycombinator.com/companies/clau""]",2026-08-30,coverage_gap_additions.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-e6dde3fd4797,org-apply-design-73f51a0,Apply Design,member_of_or_discovered_via,Y Combinator S2022,,reported_or_directory_observed,"[""https://ycombinator.com/companies/apply-design""]",2026-08-30,coverage_gap_additions.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-6daab01e70fc,org-paces-c08a2fe,Paces,member_of_or_discovered_via,Y Combinator S2022,,reported_or_directory_observed,"[""https://ycombinator.com/companies/paces""]",2026-08-30,coverage_gap_additions.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-94ace350ecba,org-assembly-hoa-ccdf571,Assembly HOA,member_of_or_discovered_via,Y Combinator S2024,,reported_or_directory_observed,"[""https://ycombinator.com/companies/assembly-hoa""]",2026-08-30,coverage_gap_additions.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-0b4d398d2b1f,org-propaya-ee84d26,Propaya,member_of_or_discovered_via,Y Combinator S2024,,reported_or_directory_observed,"[""https://ycombinator.com/companies/propaya""]",2026-08-30,coverage_gap_additions.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-40dc4d5d8136,org-rentflow-7f79886,RentFlow,member_of_or_discovered_via,Y Combinator S2024,,reported_or_directory_observed,"[""https://ycombinator.com/companies/rentflow""]",2026-08-30,coverage_gap_additions.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-884566956019,org-houm-8d7c85c,Houm,member_of_or_discovered_via,Y Combinator W2021,,reported_or_directory_observed,"[""https://houm.com/co/quienes-somos"",""https://ycombinator.com/companies/houm""]",2026-08-30,coverage_gap_additions.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-e6d0e47f0ae0,org-agave-d371575,Agave,member_of_or_discovered_via,Y Combinator W2022,,reported_or_directory_observed,"[""https://ycombinator.com/companies/agave""]",2026-08-30,coverage_gap_additions.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-da4aba811d63,org-gojom-1727459,GoJom,member_of_or_discovered_via,Y Combinator W2022,,reported_or_directory_observed,"[""https://ycombinator.com/companies/gojom""]",2026-08-30,coverage_gap_additions.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-dc1be9987492,org-material-depot-494da72,Material Depot,member_of_or_discovered_via,Y Combinator W2022,,reported_or_directory_observed,"[""https://ycombinator.com/companies/material-depot""]",2026-08-30,coverage_gap_additions.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-21dbe9d86f25,org-permitflow-157886b,PermitFlow,member_of_or_discovered_via,Y Combinator W2022,,reported_or_directory_observed,"[""https://ycombinator.com/companies/permitflow""]",2026-08-30,coverage_gap_additions.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-6823d1a99cda,org-stairs-financial-76f4a0b,Stairs Financial,member_of_or_discovered_via,Y Combinator W2022,,reported_or_directory_observed,"[""https://ycombinator.com/companies/stairs-financial""]",2026-08-30,coverage_gap_additions.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-0dabe5384027,org-wereno-34fab03,WeReno,member_of_or_discovered_via,Y Combinator W2022,,reported_or_directory_observed,"[""https://ycombinator.com/companies/wereno""]",2026-08-30,coverage_gap_additions.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-c8fccb685834,org-flexdesk-024af53,FlexDesk,member_of_or_discovered_via,Y Combinator W2023,,reported_or_directory_observed,"[""https://ycombinator.com/companies/flexdesk""]",2026-08-30,coverage_gap_additions.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-3fa40e684d6c,org-inbuild-0282ee3,inBuild,member_of_or_discovered_via,Y Combinator W2023,,reported_or_directory_observed,"[""https://ycombinator.com/companies/inbuild""]",2026-08-30,coverage_gap_additions.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-f6d986cbf780,org-homebase-sea-finance-75bb47f,Homebase-SEA,member_of_or_discovered_via,Y-Combinator-W21-Antler-Iterative,,reported_or_directory_observed,"[""https://homebase.ai/"",""https://ycombinator.com/companies/homebase""]",2026-08-30,regional_companies_agent.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-d5ebf73795d2,org-permitportal-5607258,PermitPortal,member_of_or_discovered_via,YC F2024,,reported_or_directory_observed,"[""https://ycombinator.com/companies/permitportal""]",2026-08-30,proptech_startups_agent.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-6338234f0eab,org-automax-ai-d3cbf41,Automax.ai,member_of_or_discovered_via,YC F2025,,reported_or_directory_observed,"[""https://ycombinator.com/companies/automax-ai""]",2026-08-30,proptech_startups_agent.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-cec6681f33b8,org-goldbridge-afb37b0,Goldbridge,member_of_or_discovered_via,YC F2025,,reported_or_directory_observed,"[""https://ycombinator.com/companies/goldbridge""]",2026-08-30,proptech_startups_agent.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-225987589889,org-chestnut-7e1617e,Chestnut,member_of_or_discovered_via,YC P2025,,reported_or_directory_observed,"[""https://ycombinator.com/companies/chestnut""]",2026-08-30,proptech_startups_agent.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-107b8a8a195c,org-rabbet-13da945,Rabbet,member_of_or_discovered_via,YC S2017,,reported_or_directory_observed,"[""https://rabbet.com/"",""https://ycombinator.com/companies/rabbet""]",2026-08-30,proptech_startups_agent.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-7e0245276fca,org-banner-37f93a0,Banner,member_of_or_discovered_via,YC S2019,,reported_or_directory_observed,"[""https://ycombinator.com/companies/banner""]",2026-08-30,proptech_startups_agent.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-9b605a3235ba,org-cambio-93cf094,Cambio,member_of_or_discovered_via,YC S2022,,reported_or_directory_observed,"[""https://ycombinator.com/companies/cambio-2""]",2026-08-30,proptech_startups_agent.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-1acf39a00945,org-express-building-add003f,Express Building,member_of_or_discovered_via,YC S2022,,reported_or_directory_observed,"[""https://ycombinator.com/companies/express-building""]",2026-08-30,proptech_startups_agent.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-acea68a65f2c,org-flatx-046b6ca,FlatX,member_of_or_discovered_via,YC S2022,,reported_or_directory_observed,"[""https://ycombinator.com/companies/flatx""]",2026-08-30,proptech_startups_agent.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-a5109ff2f09e,org-foundation-ec9624c,Foundation,member_of_or_discovered_via,YC S2023,,reported_or_directory_observed,"[""https://ycombinator.com/companies/foundation-2""]",2026-08-30,proptech_startups_agent.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-5d0b3cc90c7f,org-henry-3eca10f,Henry,member_of_or_discovered_via,YC S2024,,reported_or_directory_observed,"[""https://ycombinator.com/companies/henry-2""]",2026-08-30,proptech_startups_agent.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-ca197de2ca7d,org-tandem-93731a1,Tandem,member_of_or_discovered_via,YC S2024,,reported_or_directory_observed,"[""https://ycombinator.com/companies/tandem-2""]",2026-08-30,proptech_startups_agent.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-b5dc7f49bf62,org-pares-ai-de8df6d,PARES AI,member_of_or_discovered_via,YC S2025,,reported_or_directory_observed,"[""https://ycombinator.com/companies/pares-ai""]",2026-08-30,proptech_startups_agent.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-fec5e4279922,org-realpact-653455d,RealPact,member_of_or_discovered_via,YC S2026,,reported_or_directory_observed,"[""https://ycombinator.com/companies/realpact""]",2026-08-30,proptech_startups_agent.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-5f96f2814fd3,org-subvysion-47747d0,SubVysion,member_of_or_discovered_via,YC S2026,,reported_or_directory_observed,"[""https://ycombinator.com/companies/subvysion""]",2026-08-30,proptech_startups_agent.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-530d0c998bfc,org-rezi-dfe4679,REZI,member_of_or_discovered_via,YC W2017,,reported_or_directory_observed,"[""https://ycombinator.com/companies/rezi""]",2026-08-30,proptech_startups_agent.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-e3bcb7fca88e,org-homebase-sea-finance-75bb47f,Homebase,member_of_or_discovered_via,YC W2021,,reported_or_directory_observed,"[""https://ycombinator.com/companies/homebase""]",2026-08-30,proptech_startups_agent.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-fcafecfd060f,org-cobblestone-e6f3985,Cobblestone,member_of_or_discovered_via,YC W2023,,reported_or_directory_observed,"[""https://ycombinator.com/companies/cobblestone""]",2026-08-30,proptech_startups_agent.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-b54da8e86a4f,org-haven-property-operations-42e9d8a,Haven,member_of_or_discovered_via,YC W2023,,reported_or_directory_observed,"[""https://ycombinator.com/companies/haven-2""]",2026-08-30,proptech_startups_agent.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-dd803f7891ed,org-averyiq-55a4cc0,AveryIQ,member_of_or_discovered_via,YC W2024,,reported_or_directory_observed,"[""https://ycombinator.com/companies/averyiq""]",2026-08-30,proptech_startups_agent.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-2d278f87f0bc,org-inspectmind-ai-e96a36c,InspectMind AI,member_of_or_discovered_via,YC W2024,,reported_or_directory_observed,"[""https://ycombinator.com/companies/inspectmind-ai""]",2026-08-30,proptech_startups_agent.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-52463c316da8,org-tire-swing-eca8d51,Tire Swing,member_of_or_discovered_via,YC W2025,,reported_or_directory_observed,"[""https://ycombinator.com/companies/tire-swing""]",2026-08-30,proptech_startups_agent.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-835928a8f083,org-field-materials-05352ab,Field Materials,member_of_or_discovered_via,Zacua Ventures,,reported_or_directory_observed,"[""https://fieldmaterials.com/"",""https://fieldmaterials.com/about"",""https://zacuaventures.com/portfolio""]",2026-08-30,startup_core_additions.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-6c33fdc0097e,org-outbuild-f066346,Outbuild,member_of_or_discovered_via,Zacua Ventures,,reported_or_directory_observed,"[""https://outbuild.com/"",""https://outbuild.com/about-us"",""https://zacuaventures.com/portfolio""]",2026-08-30,startup_core_additions.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-604a6fa132bb,org-track3d-778aadb,Track3D,member_of_or_discovered_via,Zacua Ventures,,reported_or_directory_observed,"[""https://track3d.ai/"",""https://track3d.ai/newsroom"",""https://track3d.ai/reality-intelligence-platform"",""https://zacuaventures.com/portfolio""]",2026-08-30,startup_core_additions.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
rel-43c731e5c76b,org-gravis-robotics-e4d6d83,Gravis Robotics,member_of_or_discovered_via,Zacua Ventures; CEMEX Ventures Construction Startup Competition Top 50 2025,,reported_or_directory_observed,"[""https://cemexventures.com/top-50-2025"",""https://gravisrobotics.com/"",""https://zacuaventures.com/portfolio""]",2026-08-30,startup_core_additions.csv,"Membership is a discovery relationship, not evidence of deployment or outcome."
