discovery_id,display_name,name_variants_json,record_type_signals_json,qualified_entity_ids_json,evidence_stage,discovery_only,source_layers_json,source_layer_count,domains_json,candidate_urls_json,profile_urls_json,yc_company_ids_json,yc_batches_json,yc_status_signals_json,ecosystems_json,ecosystem_count,ecosystem_source_row_ids_json,ecosystem_source_row_count,ecosystem_status_signals_json,category_signals_json,lifecycle_signals_json,jcx_tier_signals_json,region_signals_json,country_signals_json,location_signals_json,employee_count_signals_json,description_signals_json,source_urls_json,source_url_count,identity_resolution_methods_json,needs_identity_review,identity_notes_json,snapshot_date,publication_note
dsc-119ea830ea92,Canvas,"[""Canvas""]",[],[],discovery_only,true,"[""built_environment_ecosystem_discovery_index""]",1,"[""jlg.com""]","[""https://jlg.com/en/canvas""]","[""https://brickmortar.vc/portfolio""]",[],[],[],"[""Brick & Mortar Ventures""]",1,"[""eco-src-28ffb9a76230""]",1,"[""Exit""]",[],[],[],[],[],[],[],[],"[""https://brickmortar.vc/portfolio"",""https://jlg.com/en/canvas""]",2,"[""source_native_ecosystem_identity""]",false,[],2026-08-30,"Discovery presence is not operating, traction, outcome, security or JCX-fit evidence."
dsc-851661ea350a,CapitaLand Investment,"[""CapitaLand Investment""]","[""organization""]","[""org-capitaland-investment-6aab108""]",qualified_core,false,"[""qualified_core""]",1,"[""capitaland.com""]","[""https://capitaland.com/""]",[],[],[],[],[],0,[],0,[],[],"[""L1"",""L10"",""L6"",""L7"",""L8""]","[""A""]",[],"[""Singapore""]",[],[],[],"[""https://capitaland.com/"",""https://ir.capitalandinvest.com/"",""https://ir.capitalandinvest.com/misc/ar2024/toc""]",3,"[""qualified_core_identity""]",false,[],2026-08-30,Qualified-core identity; individual claims still require editorial review.
dsc-25ad7d539faa,"Carbon To Stone, Inc.","[""Carbon To Stone, Inc.""]",[],[],discovery_only,true,"[""built_environment_ecosystem_discovery_index""]",1,[],[],"[""https://cemexventures.com/top-50""]",[],[],[],"[""CEMEX Ventures Top 50 ConTech 2026""]",1,"[""eco-src-91aebf80b5b7""]",1,"[""Selected for 2026 Top 50""]","[""Green construction""]",[],[],[],[],[],[],"[""Green construction""]","[""https://cemexventures.com/top-50""]",1,"[""source_native_ecosystem_identity""]",false,[],2026-08-30,"Discovery presence is not operating, traction, outcome, security or JCX-fit evidence."
dsc-373233033a33,CarbonCure,"[""CarbonCure""]","[""organization""]","[""org-carboncure-3c06351""]",qualified_core,false,"[""built_environment_ecosystem_discovery_index"",""qualified_core""]",2,"[""carboncure.com""]","[""https://carboncure.com/""]","[""https://2150.vc/investments/carboncure"",""https://tarongagroup.com/wp-content/uploads/2025/07/RealTechX-Asset-Impact-Booklet-2025-1.pdf""]",[],[],[],"[""2150"",""Taronga RealTechX / Asset Impact""]",2,"[""eco-src-989037baed56"",""eco-src-d176c1880f42""]",2,"[""Alumni/support history displayed"",""Investment displayed; current status not inferred""]","[""Low-carbon concrete""]","[""L10"",""L5""]","[""A""]","[""Canada""]","[""Canada""]",[],[],"[""CarbonCure CarbonCure's retrofit technology lets concrete producers cut their carbon footprint by injecting captured CO₂ into mixers, where it mineralizes permanently.""]","[""https://2150.vc/investments/carboncure"",""https://carboncure.com/"",""https://tarongagroup.com/realtechx"",""https://tarongagroup.com/wp-content/uploads/2025/07/RealTechX-Asset-Impact-Booklet-2025-1.pdf""]",4,"[""exact_normalized_name"",""qualified_core_identity""]",false,[],2026-08-30,Qualified-core identity; individual claims still require editorial review.
dsc-c48f0eb4bb8a,Caribou,"[""Caribou""]",[],[],discovery_only,true,"[""built_environment_ecosystem_discovery_index""]",1,"[""caribou.com""]","[""https://caribou.com/""]","[""https://moderneventures.com/portfolio/caribou""]",[],[],[],"[""Moderne Ventures / Passport""]",1,"[""eco-src-7fecdd7cfc1b""]",1,"[""Portfolio/Passport listing displayed""]","[""Investment""]",[],[],[],[],[],[],"[""Driving financial freedom with smart automobile refinancing — Caribou empowers enterprises to provide their customers with seamless auto refinancing solutions, enabling them to enhance customer loyalty, drive financial savings, and unlock consumers' purchasing power by decreasing their personal costs — Investment""]","[""https://caribou.com/"",""https://moderneventures.com/portfolio/caribou""]",2,"[""source_native_ecosystem_identity""]",false,[],2026-08-30,"Discovery presence is not operating, traction, outcome, security or JCX-fit evidence."
dsc-139fb2d2e768,Cash Flow Portal,"[""Cash Flow Portal""]",[],[],discovery_only,true,"[""yc_real_estate_construction_2026-08-30""]",1,[],[],"[""https://ycombinator.com/companies/cash-flow-portal"",""https://ycombinator.com/companies/industry/real-estate-and-construction""]","[""25754""]","[""W2022""]","[""Active""]",[],0,[],0,[],"[""Real-estate finance / insurtech""]","[""L2 Feasibility; L12 Data/intelligence""]","[""B""]",[],"[""US""]","[""Seattle""]","[""19""]","[""Cash Flow Portal is an investment management platform for real estate. We launched 5 months ago, and we have 6-figure ARR, growing 50% month over month, with 300 syndicators and 3,000 investors. We’ve grown quickly because I am a syndicator myself. Having raised $20MM for my own deals, I know how painful it is to manually prepare Docusigns, send wire instructions and wrangle investors. I also happen to be friends..."",""Investment management platform for real estate""]","[""https://ycombinator.com/companies/cash-flow-portal"",""https://ycombinator.com/companies/industry/real-estate-and-construction""]",2,"[""source_native_yc_identity""]",false,[],2026-08-30,"Discovery presence is not operating, traction, outcome, security or JCX-fit evidence."
dsc-d487cfa193c5,CBRE,"[""CBRE""]","[""organization""]","[""org-cbre-42561ee""]",qualified_core,false,"[""qualified_core""]",1,"[""cbre.com""]","[""https://cbre.com/""]",[],[],[],[],[],0,[],0,[],[],"[""L10"",""L3"",""L6"",""L8""]","[""B""]",[],"[""United States""]",[],[],[],"[""https://cbre.com/"",""https://ir.cbre.com/financial-reports/sec-filings/content/0001193125-26-141311/2025_ars_filing_4-3-26.pdf""]",2,"[""qualified_core_identity""]",false,[],2026-08-30,Qualified-core identity; individual claims still require editorial review.
dsc-9f28941c6dca,Cedar,"[""Cedar""]",[],[],discovery_only,true,"[""built_environment_ecosystem_discovery_index""]",1,"[""getcedar.com""]","[""https://getcedar.com/ca-en""]","[""https://nar-reach.com/canada""]",[],[],[],"[""NAR REACH Canada""]",1,"[""eco-src-f81478ca1d8c""]",1,"[""2026 cohort (or current page cohort)""]",[],[],[],"[""Canada""]",[],[],[],"[""A housing affordability solution that lowers the financial barriers to homeownership by separating the cost of the land from the home itself.""]","[""https://getcedar.com/ca-en"",""https://nar-reach.com/canada""]",2,"[""source_native_ecosystem_identity""]",false,[],2026-08-30,"Discovery presence is not operating, traction, outcome, security or JCX-fit evidence."
dsc-2a1aedb493df,CenterCheck,"[""CenterCheck""]",[],[],discovery_only,true,"[""built_environment_ecosystem_discovery_index""]",1,"[""centercheck.com""]","[""https://centercheck.com/""]","[""https://nar-reach.com/us-commercial""]",[],[],[],"[""NAR REACH US Commercial""]",1,"[""eco-src-e0803f1de0cd""]",1,"[""2026 cohort (or current page cohort)""]",[],[],[],"[""United States""]",[],[],[],"[""Store-level sales monitoring that gives retailers and shopping centers accurate sales reporting, shopper demographics, and transaction journey insights for their physical locations.""]","[""https://centercheck.com/"",""https://nar-reach.com/us-commercial""]",2,"[""source_native_ecosystem_identity""]",false,[],2026-08-30,"Discovery presence is not operating, traction, outcome, security or JCX-fit evidence."
dsc-71907d2b97c7,CentralComs,"[""CentralComs""]",[],[],discovery_only,true,"[""yc_real_estate_construction_2026-08-30""]",1,[],[],"[""https://ycombinator.com/companies/centralcoms"",""https://ycombinator.com/companies/industry/real-estate-and-construction""]","[""31543""]","[""P2026""]","[""Active""]",[],0,[],0,[],"[""Real-estate software / adjacent""]","[""L8 FM/maintenance; L12 Data/intelligence""]","[""B""]",[],"[""US""]","[""San Francisco""]","[""2""]","[""AI agent platform for home services companies."",""Home services companies lose money on missed calls and idle techs. When the phone rings during a job and nobody picks up, that lead goes to a competitor and the trucks already on the road sit half-booked because dispatch can't keep the schedule tight. CentralComs fixes this with AI agents that answer every call, route each job to the right technician, and keep the calendar full. They handle intake, dispatch, and...""]","[""https://ycombinator.com/companies/centralcoms"",""https://ycombinator.com/companies/industry/real-estate-and-construction""]",2,"[""source_native_yc_identity""]",false,[],2026-08-30,"Discovery presence is not operating, traction, outcome, security or JCX-fit evidence."
dsc-2167c58518b0,Cerclos,"[""Cerclos""]",[],[],discovery_only,true,"[""built_environment_ecosystem_discovery_index""]",1,[],[],"[""https://tarongagroup.com/wp-content/uploads/2025/07/RealTechX-Asset-Impact-Booklet-2025-1.pdf""]",[],[],[],"[""Taronga RealTechX / Asset Impact""]",1,"[""eco-src-db0b73374657""]",1,"[""Alumni/support history displayed""]",[],[],[],[],[],[],[],[],"[""https://tarongagroup.com/wp-content/uploads/2025/07/RealTechX-Asset-Impact-Booklet-2025-1.pdf""]",1,"[""source_native_ecosystem_identity""]",false,[],2026-08-30,"Discovery presence is not operating, traction, outcome, security or JCX-fit evidence."
dsc-f840f876cf2b,Chateauz,"[""Chateauz""]",[],[],discovery_only,true,"[""built_environment_ecosystem_discovery_index""]",1,"[""chateauz.io""]","[""https://chateauz.io/""]","[""https://moderneventures.com/portfolio/chateauz""]",[],[],[],"[""Moderne Ventures / Passport""]",1,"[""eco-src-e26c6a067aaa""]",1,"[""Portfolio/Passport listing displayed""]","[""Passport""]",[],[],[],[],[],[],"[""5D Cognitive Simulation Infrastructure — Simulation infrastructure for decision-critical environments, determining outcomes before deployment — Passport""]","[""https://chateauz.io/"",""https://moderneventures.com/portfolio/chateauz""]",2,"[""source_native_ecosystem_identity""]",false,[],2026-08-30,"Discovery presence is not operating, traction, outcome, security or JCX-fit evidence."
dsc-6a5e1cc2c8bf,Checkpoint ID,"[""Checkpoint ID""]",[],[],discovery_only,true,"[""built_environment_ecosystem_discovery_index""]",1,"[""mrisoftware.checkpointid.com""]","[""https://mrisoftware.checkpointid.com/""]","[""https://ret.vc/portfolio""]",[],[],[],"[""RET Ventures Portfolio""]",1,"[""eco-src-158ce4e14413""]",1,"[""Portfolio company displayed""]",[],[],[],[],[],[],[],"[""Checkpoint ID Checkpoint ID is the multifamily industry's leading ID verification service. The service allows instant verification of any government issued ID and all passports throughout the world. The service begins at the point of a tour, saving time and allowing for an additional layer of safety for leasing professionals. Year of investment 2018 Stage at Investment All Seed Real Estate Focus All Multifamily View WEbsite""]","[""https://mrisoftware.checkpointid.com/"",""https://ret.vc/portfolio""]",2,"[""source_native_ecosystem_identity""]",false,[],2026-08-30,"Discovery presence is not operating, traction, outcome, security or JCX-fit evidence."
dsc-851fb4f02e0c,Cherre,"[""Cherre""]","[""organization""]","[""org-cherre-167c4aa""]",qualified_core,false,"[""qualified_core""]",1,"[""cherre.com""]","[""https://cherre.com/""]",[],[],[],[],[],0,[],0,[],"[""Property data graph""]","[""L12"",""L8""]","[""A""]",[],"[""United States""]",[],[],[],"[""https://cherre.com/""]",1,"[""qualified_core_identity""]",false,[],2026-08-30,Qualified-core identity; individual claims still require editorial review.
dsc-f42acd99a65c,Chestnut,"[""Chestnut""]","[""organization""]","[""org-chestnut-7e1617e""]",qualified_core,false,"[""qualified_core""]",1,[],[],"[""https://ycombinator.com/companies/chestnut""]",[],[],[],[],0,[],0,[],"[""AI mortgage lender""]","[""L3""]","[""B""]",[],"[""United States""]",[],[],[],"[""https://ycombinator.com/companies/chestnut""]",1,"[""qualified_core_identity""]",false,[],2026-08-30,Qualified-core identity; individual claims still require editorial review.
dsc-53e6125019ad,Civils.ai,"[""Civils.ai""]","[""organization""]","[""org-civils-ai-9dff211""]",qualified_core,false,"[""qualified_core""]",1,"[""civils.ai""]","[""https://civils.ai/""]",[],[],[],[],[],0,[],0,[],"[""AI takeoffs and civil-engineering document review""]","[""L4"",""L5""]","[""A""]",[],"[""Singapore""]",[],[],[],"[""https://cemexventures.com/startup-competition-2026-apac-finalists"",""https://civils.ai/"",""https://civils.ai/about""]",3,"[""qualified_core_identity""]",false,[],2026-08-30,Qualified-core identity; individual claims still require editorial review.
dsc-c87b0224f7f8,Clad,"[""Clad""]",[],[],discovery_only,true,"[""yc_real_estate_construction_2026-08-30""]",1,[],[],"[""https://ycombinator.com/companies/clad"",""https://ycombinator.com/companies/industry/real-estate-and-construction""]","[""28070""]","[""W2023""]","[""Active""]",[],0,[],0,[],"[""ConTech / construction operations""]","[""L1 Land/site; L3 Capital/finance; L5 Construction; L12 Data/intelligence""]","[""A""]",[],"[""US""]","[""New York City""]","[""7""]","[""Clad is project management and billing software for infrastructure. The world is rebuilding its internet and power networks. The utilities, internet companies, and contractors tasked with this work face immense pressure to deliver. But their tools haven’t caught up. Contractors struggle to grow, constrained by cashflow. Operators fly blind, lacking real time visibility into issues. Clad unifies project operations..."",""Project management software for building infrastructure.""]","[""https://ycombinator.com/companies/clad"",""https://ycombinator.com/companies/industry/real-estate-and-construction""]",2,"[""source_native_yc_identity""]",false,[],2026-08-30,"Discovery presence is not operating, traction, outcome, security or JCX-fit evidence."
dsc-f4dd15883feb,ClassPass — Acquired by Mindbody,"[""ClassPass — Acquired by Mindbody""]",[],[],discovery_only,true,"[""built_environment_ecosystem_discovery_index""]",1,"[""classpass.com""]","[""https://classpass.com/""]","[""https://fifthwall.com/portfolio""]",[],[],[],"[""Fifth Wall""]",1,"[""eco-src-1188f8ec6da7""]",1,"[""Exited/acquired (as displayed)""]",[],[],[],[],[],[],[],"[""ClassPass offers its customers a one-stop-shop membership to the world’s largest network of fitness and wellness services. With over 22,000 partners in 2500 cities worldwide, ClassPass connects members to a huge variety of experiences, including yoga, cycling, running, Pilates, HIIT, boxing, barre, strength training, dance, gyms, massages, spa services, cryotherapy, sports, videos and more. Recognized as one of Forbes’s Next Billion Dollar Startups, ClassPass leverages proprietary technology to dynamically merchandise and surface over 5 million fitness and wellness classes for a seamless, affordable booking experience.""]","[""https://classpass.com/"",""https://fifthwall.com/portfolio""]",2,"[""source_native_ecosystem_identity""]",false,[],2026-08-30,"Discovery presence is not operating, traction, outcome, security or JCX-fit evidence."
dsc-28f36ef9ed14,Clau,"[""Clau""]","[""organization""]","[""org-clau-d85bf61""]",qualified_core,false,"[""qualified_core"",""yc_real_estate_construction_2026-08-30""]",2,[],[],"[""https://ycombinator.com/companies/clau"",""https://ycombinator.com/companies/industry/real-estate-and-construction""]","[""22294""]","[""S2020""]","[""Active""]",[],0,[],0,[],"[""Property operations / housing"",""real-estate super-app marketplace CRM mortgage and data""]","[""L3"",""L3 Capital/finance; L6 Marketing/sales; L7 Occupancy/tenant; L12 Data/intelligence"",""L6"",""L9""]","[""A"",""B""]",[],"[""MX"",""Mexico""]","[""Mexico City, CDMX, Mexico""]","[""90""]","[""The real estate superapp for Mexico"",""We are the real estate super app for Mexico combining a marketplace with over 20,000 properties, a crm for brokers, financial services including a mortgage brokerage, renovations and the leading data layer for residential real estate in the country.""]","[""https://ycombinator.com/companies/clau"",""https://ycombinator.com/companies/industry/real-estate-and-construction""]",2,"[""exact_normalized_name"",""qualified_core_identity""]",false,[],2026-08-30,Qualified-core identity; individual claims still require editorial review.
dsc-0b406856eb98,Clikalia,"[""Clikalia""]",[],[],discovery_only,true,"[""built_environment_ecosystem_discovery_index""]",1,"[""clikalia.com""]","[""https://clikalia.com/""]","[""https://fifthwall.com/portfolio""]",[],[],[],"[""Fifth Wall""]",1,"[""eco-src-44960cbb384c""]",1,"[""Active/portfolio""]",[],[],[],[],[],[],[],"[""Founded in 2018 by Alister Moreno and Pablo Fernandez, Clikalia is transforming the home buying and selling experience by turning complex, uncertain and slow processes into fast, simple and transparent transactions bringing immediate liquidity. The proptech company guarantees sellers an offer on their property as quickly as within 24 hours and if accepted, a sale within 7 days. Clikalia uses technology to create a fully digital experience, allowing them to offer their value proposition to a larger number of customers than traditional brokerage services. Clikalia has grown to +600 employees in 2021, and has been recognised recently by the European Business Awards, Euronext, E-nnovation Award, Top 100 SouthSummi and Cepyme.""]","[""https://clikalia.com/"",""https://fifthwall.com/portfolio""]",2,"[""source_native_ecosystem_identity""]",false,[],2026-08-30,"Discovery presence is not operating, traction, outcome, security or JCX-fit evidence."
dsc-cfa6c25a0af2,Climate X,"[""Climate X""]","[""organization""]","[""org-climate-x-d8b546c""]",qualified_core,false,"[""qualified_core""]",1,"[""climate-x.com""]","[""https://climate-x.com/""]",[],[],[],[],[],0,[],0,[],"[""physical climate risk financial-loss and adaptation CapEx analytics""]","[""L1"",""L10"",""L2"",""L3"",""L9""]","[""A""]",[],"[""United Kingdom""]",[],[],[],"[""https://climate-x.com/"",""https://climate-x.com/faqs"",""https://climate-x.com/industries""]",3,"[""qualified_core_identity""]",false,[],2026-08-30,Qualified-core identity; individual claims still require editorial review.
dsc-a8cc54f8a2a4,Closing Theory,"[""Closing Theory""]",[],[],discovery_only,true,"[""built_environment_ecosystem_discovery_index""]",1,"[""closingtheory.com""]","[""http://closingtheory.com/""]","[""https://moderneventures.com/portfolio/closing-theory""]",[],[],[],"[""Moderne Ventures / Passport""]",1,"[""eco-src-29adbc5d72f6""]",1,"[""Portfolio/Passport listing displayed""]","[""Investment""]",[],[],[],[],[],[],"[""Build leads and monetization for real estate listings through the $200B video gaming market — Increase traffic to your listings and build your brand through a real estate mobile gaming experience created with real home listings — Investment""]","[""http://closingtheory.com/"",""https://moderneventures.com/portfolio/closing-theory""]",2,"[""source_native_ecosystem_identity""]",false,[],2026-08-30,"Discovery presence is not operating, traction, outcome, security or JCX-fit evidence."
dsc-96fc012498a2,Cobblestone,"[""Cobblestone""]","[""organization""]","[""org-cobblestone-e6f3985""]",qualified_core,false,"[""qualified_core"",""yc_real_estate_construction_2026-08-30""]",2,[],[],"[""https://ycombinator.com/companies/cobblestone"",""https://ycombinator.com/companies/industry/real-estate-and-construction""]","[""27853""]","[""W2023""]","[""Acquired""]",[],0,[],0,[],"[""Landlord fraud/delinquency"",""Property operations / housing""]","[""L3"",""L8"",""L8 FM/maintenance; L12 Data/intelligence""]","[""A"",""C""]",[],"[""US"",""United States""]","[""New York City""]","[""3""]","[""Delinquency reduction and automation software for institutional…"",""We're building software to help institutional landlords reduce delinquency starting with fraud reduction.""]","[""https://ycombinator.com/companies/cobblestone"",""https://ycombinator.com/companies/industry/real-estate-and-construction""]",2,"[""exact_normalized_name"",""qualified_core_identity""]",false,[],2026-08-30,Qualified-core identity; individual claims still require editorial review.
dsc-18627c573d1a,Cocodelivery,"[""Cocodelivery""]",[],[],discovery_only,true,"[""built_environment_ecosystem_discovery_index""]",1,"[""cocodelivery.com""]","[""https://cocodelivery.com/""]","[""https://metaprop.com/portfolio""]",[],[],[],"[""MetaProp""]",1,"[""eco-src-5daebcb8c676""]",1,"[""Exited/marked exited""]",[],[],[],[],[],[],[],[],"[""https://cocodelivery.com/"",""https://metaprop.com/portfolio""]",2,"[""source_native_ecosystem_identity""]",false,[],2026-08-30,"Discovery presence is not operating, traction, outcome, security or JCX-fit evidence."
dsc-cb87897f807e,Cocoon,"[""Cocoon"",""Cocoon Carbon""]","[""organization""]","[""org-cocoon-ff50211""]",qualified_core,false,"[""built_environment_ecosystem_discovery_index"",""qualified_core""]",2,"[""cocooncarbon.com""]","[""https://cocooncarbon.com/""]","[""https://2150.vc/investments/cocoon"",""https://brickmortar.vc/portfolio""]",[],[],[],"[""2150"",""Brick & Mortar Ventures""]",2,"[""eco-src-67cfc6446804"",""eco-src-79ec38c10e6a""]",2,"[""Active investment"",""Investment displayed; current status not inferred""]","[""steel-slag cement replacement and materials decarbonization""]","[""L10"",""L5""]","[""A""]","[""United Kingdom""]","[""United Kingdom""]",[],[],"[""Cocoon Cocoon turns waste steel slag into a low-cost, low-carbon, high-performance cement replacement, easing global shortages of cementitious materials.""]","[""https://2150.vc/investments/cocoon"",""https://brickmortar.vc/portfolio"",""https://cocooncarbon.com/"",""https://cocooncarbon.com/about""]",4,"[""exact_normalized_name"",""qualified_core_identity"",""reviewed_name_alias_with_domain_corroboration""]",false,[],2026-08-30,Qualified-core identity; individual claims still require editorial review.
dsc-cb3025163b0b,CoCrafter,"[""CoCrafter""]",[],[],discovery_only,true,"[""yc_real_estate_construction_2026-08-30""]",1,[],[],"[""https://ycombinator.com/companies/cocrafter"",""https://ycombinator.com/companies/industry/real-estate-and-construction""]","[""29481""]","[""W2024""]","[""Active""]",[],0,[],0,[],"[""ConTech / construction operations""]","[""L5 Construction""]","[""A""]",[],"[""DE""]","[""Munich, Germany""]","[""9""]","[""B2B construction marketplace to match contractors and subcontractors."",""CoCrafter is a construction marketplace to match contractors and subcontractors. Already used by over 3000 companies in the strong German SMB sector, CoCrafter helps contractors to find and manage local as well as foreign subcontractors.""]","[""https://ycombinator.com/companies/cocrafter"",""https://ycombinator.com/companies/industry/real-estate-and-construction""]",2,"[""source_native_yc_identity""]",false,[],2026-08-30,"Discovery presence is not operating, traction, outcome, security or JCX-fit evidence."
dsc-8cd86c72c17a,Cofilending,"[""Cofilending""]",[],[],discovery_only,true,"[""built_environment_ecosystem_discovery_index""]",1,"[""cofilending.com""]","[""https://cofilending.com/""]","[""https://metaprop.com/portfolio""]",[],[],[],"[""MetaProp""]",1,"[""eco-src-cf9760bfca43""]",1,"[""Active/portfolio""]",[],[],[],[],[],[],[],[],"[""https://cofilending.com/"",""https://metaprop.com/portfolio""]",2,"[""source_native_ecosystem_identity""]",false,[],2026-08-30,"Discovery presence is not operating, traction, outcome, security or JCX-fit evidence."
dsc-cb930e14ac28,cognian technologies,"[""cognian technologies""]",[],[],discovery_only,true,"[""built_environment_ecosystem_discovery_index""]",1,[],[],"[""https://tarongagroup.com/wp-content/uploads/2025/07/RealTechX-Asset-Impact-Booklet-2025-1.pdf""]",[],[],[],"[""Taronga RealTechX / Asset Impact""]",1,"[""eco-src-24b2db7f9c73""]",1,"[""Alumni/support history displayed""]",[],[],[],[],[],[],[],[],"[""https://tarongagroup.com/wp-content/uploads/2025/07/RealTechX-Asset-Impact-Booklet-2025-1.pdf""]",1,"[""source_native_ecosystem_identity""]",false,[],2026-08-30,"Discovery presence is not operating, traction, outcome, security or JCX-fit evidence."
dsc-5f20c4afeb09,Companion Protect,"[""Companion Protect""]",[],[],discovery_only,true,"[""built_environment_ecosystem_discovery_index""]",1,"[""poweredbycompanionprotect.com""]","[""https://poweredbycompanionprotect.com/""]","[""https://moderneventures.com/portfolio/companion-protect""]",[],[],[],"[""Moderne Ventures / Passport""]",1,"[""eco-src-27d15b06b9a5""]",1,"[""Portfolio/Passport listing displayed""]","[""Passport""]",[],[],[],[],[],[],"[""Premium, affordable pet insurance and wellness administration — Pet insurance and wellness plan administration trusted by property and casualty insurers, employee benefits providers, retail, residential real estate managers and animal shelter channel partners — Passport""]","[""https://moderneventures.com/portfolio/companion-protect"",""https://poweredbycompanionprotect.com/""]",2,"[""source_native_ecosystem_identity""]",false,[],2026-08-30,"Discovery presence is not operating, traction, outcome, security or JCX-fit evidence."
dsc-a85fe84a94f1,companion.energy,"[""companion.energy""]",[],[],discovery_only,true,"[""built_environment_ecosystem_discovery_index""]",1,"[""companion.energy""]","[""https://companion.energy/""]","[""https://pilabs.vc/portfolio""]",[],[],[],"[""Pi Labs""]",1,"[""eco-src-99bed3601e6b""]",1,"[""Active/portfolio""]",[],[],[],[],[],[],[],"[""Smarter energy management for complex environments. Est. 2022. Ghent. Belgium. Founded by Thomas Vyncke and Jonas Verstraeten. Last Funding Round: Seed.""]","[""https://companion.energy/"",""https://pilabs.vc/portfolio""]",2,"[""source_native_ecosystem_identity""]",false,[],2026-08-30,"Discovery presence is not operating, traction, outcome, security or JCX-fit evidence."
dsc-322e762bff22,complimind,"[""complimind""]",[],[],discovery_only,true,"[""built_environment_ecosystem_discovery_index""]",1,"[""complimind.co.uk""]","[""https://complimind.co.uk/""]","[""https://pilabs.vc/portfolio""]",[],[],[],"[""Pi Labs""]",1,"[""eco-src-cb17ef124b65""]",1,"[""Active/portfolio""]",[],[],[],[],[],[],[],"[""Compliance management for healthcare estates and facilities Est. 2023. London. United Kingdom. Founded by Dr. Carl-Magnus v. Behr and Dr. Jan H. Blümel. Last Funding Round: Pre-Seed""]","[""https://complimind.co.uk/"",""https://pilabs.vc/portfolio""]",2,"[""source_native_ecosystem_identity""]",false,[],2026-08-30,"Discovery presence is not operating, traction, outcome, security or JCX-fit evidence."
dsc-392c5cf30678,Compstak,"[""Compstak""]",[],[],discovery_only,true,"[""built_environment_ecosystem_discovery_index""]",1,"[""compstak.com""]","[""https://compstak.com/""]","[""https://metaprop.com/portfolio""]",[],[],[],"[""MetaProp""]",1,"[""eco-src-975668f7e47d""]",1,"[""Active/portfolio""]",[],[],[],[],[],[],[],[],"[""https://compstak.com/"",""https://metaprop.com/portfolio""]",2,"[""source_native_ecosystem_identity""]",false,[],2026-08-30,"Discovery presence is not operating, traction, outcome, security or JCX-fit evidence."
dsc-34f904e2c4c0,ConCntric,"[""ConCntric""]",[],[],discovery_only,true,"[""built_environment_ecosystem_discovery_index""]",1,[],[],"[""https://cemexventures.com/top-50""]",[],[],[],"[""CEMEX Ventures Top 50 ConTech 2026""]",1,"[""eco-src-3da37f5def1d""]",1,"[""Selected for 2026 Top 50""]","[""Enhanced productivity""]",[],[],[],[],[],[],"[""Enhanced productivity""]","[""https://cemexventures.com/top-50""]",1,"[""source_native_ecosystem_identity""]",false,[],2026-08-30,"Discovery presence is not operating, traction, outcome, security or JCX-fit evidence."
dsc-765c511b7d6a,Concord Materials,"[""Concord Materials""]",[],[],discovery_only,true,"[""yc_real_estate_construction_2026-08-30""]",1,[],[],"[""https://ycombinator.com/companies/concord-materials"",""https://ycombinator.com/companies/industry/real-estate-and-construction""]","[""23971""]","[""S2021""]","[""Active""]",[],0,[],0,[],"[""ConTech / construction operations""]","[""L3 Capital/finance; L5 Construction; L12 Data/intelligence""]","[""A""]",[],"[""US""]","[""New York City""]","[""7""]","[""Automating procurement and finance for construction companies"",""SaaS automation tools, financing and marketplace for bulk construction materials""]","[""https://ycombinator.com/companies/concord-materials"",""https://ycombinator.com/companies/industry/real-estate-and-construction""]",2,"[""source_native_yc_identity""]",false,[],2026-08-30,"Discovery presence is not operating, traction, outcome, security or JCX-fit evidence."
dsc-c1154029ceca,ConcreteAI,"[""ConcreteAI""]","[""organization""]","[""org-concreteai-886747c""]",qualified_core,false,"[""qualified_core""]",1,"[""concreteai.io""]","[""https://concreteai.io/""]",[],[],[],[],[],0,[],0,[],"[""concrete strength temperature and quality monitoring""]","[""L10"",""L5""]","[""A""]",[],"[""Singapore""]",[],[],[],"[""https://cemexventures.com/startup-competition-2026-apac-finalists"",""https://concreteai.io/"",""https://concreteai.io/about_us""]",3,"[""qualified_core_identity""]",false,[],2026-08-30,Qualified-core identity; individual claims still require editorial review.
dsc-d4a6758468fe,Conduit,"[""Conduit""]",[],[],discovery_only,true,"[""built_environment_ecosystem_discovery_index""]",1,"[""conduit.app""]","[""https://conduit.app/""]","[""https://pilabs.vc/portfolio""]",[],[],[],"[""Pi Labs""]",1,"[""eco-src-25f50b2a557d""]",1,"[""Active/portfolio""]",[],[],[],[],[],[],[],"[""AI Agents for Customer Service Est. 2023. United States. <br> Founded by Cole Rubin and Punn Kam . <br> Last Funding Round: Seed.""]","[""https://conduit.app/"",""https://pilabs.vc/portfolio""]",2,"[""source_native_ecosystem_identity""]",false,[],2026-08-30,"Discovery presence is not operating, traction, outcome, security or JCX-fit evidence."
