ecosystem,ecosystem_type,company_name,company_url,official_source_url,source_page_type,source_capture_date,status,status_note,region,category,official_description,discovery_only,name_source
Fifth Wall,built-world venture investor,Pacaso,https://www.pacaso.com/,https://www.fifthwall.com/portfolio?2bddaefa_page=3,official portfolio page,2026-08-30,Active/portfolio,Fifth Wall portfolio page does not label this card as exited.,,,"Pacaso modernizes the decades-old practice of co-ownership by creating a marketplace that makes buying, owning, and selling a luxury second home easy. From curating the best listings in top second home markets to offering integrated financing and sales from as little as ⅛ to as much as ½ ownership; upscale interior design; and professional property management, Pacaso provides owners with all the benefits of owning a second home with less hassle. After purchase, Pacaso manages the home on an ongoing basis and supports a frictionless resale process in partnership with a licensed real estate professional. Pacaso was co-founded by former Zillow executives Austin Allison and Spencer Rascoff.",true,official portfolio card text
Fifth Wall,built-world venture investor,Polly,https://www.pollyex.com/,https://www.fifthwall.com/portfolio?2bddaefa_page=3,official portfolio page,2026-08-30,Active/portfolio,Fifth Wall portfolio page does not label this card as exited.,,,"Polly was founded by a seasoned team of mortgage and technology experts to transform the loan trading process for buyers and sellers. Polly's next-generation technology powers the mortgage industry's first spot market loan trading exchange. The Polly loan trading exchange facilitates the loan sale transaction for mortgage lenders, delivering a true best-execution trade and providing advanced settlement data analytics. Polly is based in San Francisco, California.",true,official portfolio card text
Fifth Wall,built-world venture investor,Procore — Exited (NYSE: PCOR),https://www.procore.com/what-is-procore,https://www.fifthwall.com/portfolio?2bddaefa_page=3,official portfolio page,2026-08-30,Exited/acquired (as displayed),Exit/acquisition status is transcribed from Fifth Wall's displayed card title.,,,"Procore is the only real software platform in the construction industry that creates a central collaboration hub for owners, general contractors, specialty contractors, and other project collaborators across the entire project lifecycle. Our recently released 2022 Procore Customer ROI Report shows that our average customer can take on 48% more construction volume per person than previous means.",true,official portfolio card text
Fifth Wall,built-world venture investor,PropMatic,https://propmatic.co,https://www.fifthwall.com/portfolio?2bddaefa_page=3,official portfolio page,2026-08-30,Active/portfolio,Fifth Wall portfolio page does not label this card as exited.,,,"Your next lease will come from ChatGPT. PropMatic powers listing discovery and lease conversion across both AI and traditional search channels. Our Smart Listing Sites outperform the aggregators to lower your cost per lead, while our AI Leasing Concierge intelligently converts residents—whether their home search begins on Google or their favorite AI assistant. Delete the middleman. Lower your cost per lease. Lead the future. As search behavior shifts toward AI, the multifamily industry faces a choice: keep paying rising fees to middlemen or invest in direct-to-resident, AI-powered technology. PropMatic bridges both worlds—helping you compete more effectively in today’s search landscape while positioning you to lead in tomorrow’s AI-driven market. The result: lower costs per lease, higher-quality leads, and full control over your leasing funnel.",true,official portfolio card text
Fifth Wall,built-world venture investor,RoadRunner,https://www.roadrunnerwm.com/,https://www.fifthwall.com/portfolio?2bddaefa_page=3,official portfolio page,2026-08-30,Active/portfolio,Fifth Wall portfolio page does not label this card as exited.,,,"RoadRunner Recycling is on a mission to elevate recycling in a world dominated by waste. The company provides customized and sustainable materials management solutions, supported by technology, and engineered to serve thousands of commercial businesses from more than 20 industries across the country. RoadRunner leverages its proprietary technology and expertise to boost cost savings, improve recycling rates, streamline waste operations, and deliver an unparalleled customer experience that drives sustainability for the waste industry, and our world, forward.",true,official portfolio card text
Fifth Wall,built-world venture investor,Roam,https://www.withroam.com,https://www.fifthwall.com/portfolio?2bddaefa_page=3,official portfolio page,2026-08-30,Active/portfolio,Fifth Wall portfolio page does not label this card as exited.,,,"Roam is the platform powering home financing for the future, enabling buyers to purchase homes with assumable low-rate mortgages. By allowing buyers to take over seller’s 2–3% loans, Roam makes homeownership up to twice as affordable and restores mobility to the U.S. housing market. Founded in 2023 and based in New York, Roam has facilitated more than $500M in home sales and helped buyers save more than $125M in interest costs.",true,official portfolio card text
Fifth Wall,built-world venture investor,Runwise,https://www.runwise.com/,https://www.fifthwall.com/portfolio?2bddaefa_page=3,official portfolio page,2026-08-30,Active/portfolio,Fifth Wall portfolio page does not label this card as exited.,,,"Runwise, formerly known as Heat Watch, is one of the nation's leading building control services. Runwise's mission is to enable buildings to run more efficiently using intelligent and easy-to-install wireless hardware and software. Runwise's service controls key building systems in thousands of buildings across 10 states.",true,official portfolio card text
Fifth Wall,built-world venture investor,Sekra,https://www.sekra.com,https://www.fifthwall.com/portfolio?2bddaefa_page=3,official portfolio page,2026-08-30,Active/portfolio,Fifth Wall portfolio page does not label this card as exited.,,,"Sekra is redefining modern living. A lifestyle-led real estate and technology platform targeting the residential multifamily market by blending design-driven homes, seamlessly integrated technology, with hospitality-inspired service and community programming. Sekra’s mission is to reimagine how people live to foster human connection, wellbeing, and belonging. Sekra delivers long-term value creation through premium pricing, increased retention, higher demand and increased operational efficiencies. Sekra’s name reflects its ethos — inspired by Egyptian mythology to embody balance, protection, wellbeing, and harmony across its communities.",true,official portfolio card text
Fifth Wall,built-world venture investor,ServiceTitan (NASDAQ: TTAN),https://www.servicetitan.com/,https://www.fifthwall.com/portfolio?2bddaefa_page=3,official portfolio page,2026-08-30,Active/portfolio,Fifth Wall portfolio page does not label this card as exited.,,,"ServiceTitan is a cloud-based software platform built to power trades businesses. The company’s end-to-end solution gives contractors the tools they need to run and grow their business, manage their back office, and provide a stellar customer experience. By bringing an integrated SaaS platform to an industry historically underserved by technology, ServiceTitan is equipping tradespeople with the technology they need to keep the world running.",true,official portfolio card text
Fifth Wall,built-world venture investor,SmartRent — Exited (NYSE: SMRT),https://smartrent.com/,https://www.fifthwall.com/portfolio?2bddaefa_page=3,official portfolio page,2026-08-30,Exited/acquired (as displayed),Exit/acquisition status is transcribed from Fifth Wall's displayed card title.,,,"Founded in 2017, SmartRent is an enterprise smart home automation platform company for property managers and renters. The SmartRent solution is designed to provide property managers with seamless visibility and control over all their assets while delivering additional revenue opportunities through all-in-one home control offerings for residents.",true,official portfolio card text
Fifth Wall,built-world venture investor,SOLARCYCLE,https://www.solarcycle.us,https://www.fifthwall.com/portfolio?2bddaefa_page=3,official portfolio page,2026-08-30,Active/portfolio,Fifth Wall portfolio page does not label this card as exited.,,,"SOLARCYCLE is a technology-driven platform designed to maximize solar sustainability by offering solar asset owners a low-cost, eco-friendly, comprehensive process for recycling retiring solar panels and technologies and repurposing them for new uses. The company's proprietary technology allows it to extract 95% of a solar panel's valuable metals, such as silver, silicon, copper and aluminum, and to recycle or repurpose panels currently in use. Experts in solar technology, recycling and sustainability founded SOLARCYCLE in 2022 to accelerate the circular economy for solar and renewables.",true,official portfolio card text
Fifth Wall,built-world venture investor,Solfácil,https://landing.solfacil.com.br/,https://www.fifthwall.com/portfolio?2bddaefa_page=3,official portfolio page,2026-08-30,Active/portfolio,Fifth Wall portfolio page does not label this card as exited.,,,"Solfácil is the largest ecosystem in solar solutions in Brazil, which connects installer partners to consumers who want to generate energy through a clean, renewable source affordable for all budgets. The company’s mission is to empower people through the sun offering funding, products and services that serve distributed solar energy generation projects for individuals, companies and farmers producers.",true,official portfolio card text
Fifth Wall,built-world venture investor,Span,https://www.span.io/,https://www.fifthwall.com/portfolio?2bddaefa_page=3,official portfolio page,2026-08-30,Active/portfolio,Fifth Wall portfolio page does not label this card as exited.,,,"SPAN reinvented the 100-year-old electrical panel to give homeowners circuit-level control for the first time over their residential energy usage. The SPAN smart electric panel provides advanced levels of monitoring and intelligence that make electrifying and decarbonizing easier than ever. Purpose-built for functionality and durability, the SPAN Panel, Meter Panel, and SPAN Drive electric vehicle charger all allow for elegant, efficient and integrated solutions for any home. Backed by leading investors in the clean energy space, SPAN aims to decarbonize every home by removing barriers to electrification while at the same time providing a holistic approach to managing increasing demands on household energy.",true,official portfolio card text
Fifth Wall,built-world venture investor,VTS,https://www.vts.com/,https://www.fifthwall.com/portfolio?2bddaefa_page=3,official portfolio page,2026-08-30,Active/portfolio,Fifth Wall portfolio page does not label this card as exited.,,,"VTS is the commercial real estate industry’s leading leasing and asset management platform. Landlords use VTS to maximize portfolio performance by transforming their leasing and asset management process and unlocking real-time insights – enabling them to convert leads to leases 41% faster and build data-led strategies. Brokers can manage their deal pipeline and get tenants into empty spaces faster, collaborate across teams and work easily with their landlord clients using VTS for Brokers. The VTS platform manages more than 10 billion square feet of commercial real estate, has a user base exceeding 35,000 and boasts an impressive client roster that includes global leaders such as Blackstone, Brookfield, GLP, LaSalle Investment Management, Hines, Boston Properties, Oxford Properties, JLL, and CBRE.",true,official portfolio card text
Fifth Wall,built-world venture investor,WiredScore,https://wiredscore.com/en/,https://www.fifthwall.com/portfolio?2bddaefa_page=4,official portfolio page,2026-08-30,Active/portfolio,Fifth Wall portfolio page does not label this card as exited.,,,"WiredScore is the organization behind WiredScore and SmartScore certifications: the internationally recognized digital connectivity and smart building rating systems for real estate, helping landlords design and promote buildings with powerful digital connectivity and smart capabilities. A champion of cutting-edge technology in real estate, WiredScore provides the only two certifications for rating the infrastructure and technological capacity of commercial and residential buildings, ensuring that buildings are set up to meet the expectations of today’s tenants, and are fully future-proof to meet the user needs of tomorrow. The widely recognized WiredScore seal is a trusted symbol that identifies buildings that have been independently certified to provide the best-in-class infrastructure that businesses require to thrive.",true,official portfolio card text
JLL Spark,corporate venture arm,Acelab,https://acelabusa.com/,https://spark.jllt.com/portfolio/,official portfolio page,2026-08-30,Active/portfolio,JLL Spark official portfolio card.,,,The all-in-one materials management platform View website,true,official portfolio image alt text
JLL Spark,corporate venture arm,ALICE Technologies,https://www.alicetechnologies.com/home,https://spark.jllt.com/portfolio/,official portfolio page,2026-08-30,Active/portfolio,JLL Spark official portfolio card.,,,Construction optioneering for capital projects. View website,true,official portfolio image alt text
JLL Spark,corporate venture arm,arbnco,https://arbnco.co.uk/,https://spark.jllt.com/portfolio/,official portfolio page,2026-08-30,Exited,Exited to IMSERV,,,Exited to IMSERV Accelerate your net-zero journey with our AI-powered platform for Real Estate View website,true,official portfolio image alt text
JLL Spark,corporate venture arm,Aston,https://www.astonpower.com/,https://spark.jllt.com/portfolio/,official portfolio page,2026-08-30,Active/portfolio,JLL Spark official portfolio card.,,,Aston orchestrates the entire power capacity stack—from generation and transmission to orchestration—to provide gigawatt-scale capacity purpose-built for the world’s most demanding workloads. View website,true,official portfolio image alt text
JLL Spark,corporate venture arm,Aunt Flow,https://www.goauntflow.com/,https://spark.jllt.com/portfolio/,official portfolio page,2026-08-30,Active/portfolio,JLL Spark official portfolio card.,,,Providing everyone with access to high-quality menstrual products anywhere life takes them! View website,true,official portfolio image alt text
JLL Spark,corporate venture arm,Cadastral,https://cadastral.ai/,https://spark.jllt.com/portfolio/,official portfolio page,2026-08-30,Exited,Exited to Legora,,,"Exited to Legora AI that completes complex workflows for CRE, end to end – from due diligence to drafting contracts View website",true,official portfolio image alt text
JLL Spark,corporate venture arm,Caltana,https://www.caltana.com/,https://spark.jllt.com/portfolio/,official portfolio page,2026-08-30,Active/portfolio,JLL Spark official portfolio card.,,,Helping buyers and suppliers of CRE services reduce costs and improve the quality of price quotes. View website,true,official portfolio image alt text
JLL Spark,corporate venture arm,Crafty,https://craftydelivers.com/,https://spark.jllt.com/portfolio/,official portfolio page,2026-08-30,Active/portfolio,JLL Spark official portfolio card.,,,Food & beverage solutions for leading workplaces. View website,true,official portfolio image alt text
JLL Spark,corporate venture arm,Dealpath,https://www.dealpath.com/,https://spark.jllt.com/portfolio/,official portfolio page,2026-08-30,Active/portfolio,JLL Spark official portfolio card.,,,Cloud-based deal management platform to manage and evaluate real estate transactions. View website,true,official portfolio image alt text
JLL Spark,corporate venture arm,Desana,https://desana.io/,https://spark.jllt.com/portfolio/,official portfolio page,2026-08-30,Active/portfolio,JLL Spark official portfolio card.,,,On-demand workspace for your people. Anywhere. View website,true,official portfolio image alt text
JLL Spark,corporate venture arm,Ecolibrium,https://www.ecolibriumenergy.com,https://spark.jllt.com/portfolio/,official portfolio page,2026-08-30,Active/portfolio,JLL Spark official portfolio card.,,,Digitally accelerating your journey to a sustainable future. View website,true,official portfolio image alt text
JLL Spark,corporate venture arm,Ecoworks,https://www.ecoworks.tech/,https://spark.jllt.com/portfolio/,official portfolio page,2026-08-30,Active/portfolio,JLL Spark official portfolio card.,,,Digitizing and industrializing the renovation process. View website,true,official portfolio image alt text
JLL Spark,corporate venture arm,EliseAI,https://www.eliseai.com/,https://spark.jllt.com/portfolio/,official portfolio page,2026-08-30,Active/portfolio,JLL Spark official portfolio card.,,,"An AI-powered leasing assistant that nurtures prospective residents 24/7 and drives more leads, schedules tours, and maximizes closings. View website",true,official portfolio image alt text
JLL Spark,corporate venture arm,Honest Buildings,https://www.procore.com/owners,https://spark.jllt.com/portfolio/,official portfolio page,2026-08-30,Exited,Exited to Procore,,,"Exited to Procore Honest Buildings, a Procore company, is a project management platform built for owners and managers to ensure capital and construction projects are on time and on budget. View website",true,official portfolio image alt text
JLL Spark,corporate venture arm,HqO,https://www.hqo.com/,https://spark.jllt.com/portfolio/,official portfolio page,2026-08-30,Active/portfolio,JLL Spark official portfolio card.,,,A tenant experience platform for commercial office and retail buildings that provides tenants with an app to access building amenities. View website,true,official portfolio image alt text
JLL Spark,corporate venture arm,Hubble,https://hubblehq.com/,https://spark.jllt.com/portfolio/,official portfolio page,2026-08-30,Exited,Exited to Yardi,,,"Exited to Yardi We help businesses find the right balance of office and remote working, so their teams can work better. View website",true,official portfolio image alt text
JLL Spark,corporate venture arm,INGENIOUS.BUILD,http://www.ingenious.build/,https://spark.jllt.com/portfolio/,official portfolio page,2026-08-30,Active/portfolio,JLL Spark official portfolio card.,,,INGENIOUS.BUILD’s data-driven platform enhances the entire construction project lifecycle by elevating efficiency and reducing your tech spend. View website,true,official portfolio image alt text
JLL Spark,corporate venture arm,Jeeva AI,https://www.jeeva.ai/,https://spark.jllt.com/portfolio/,official portfolio page,2026-08-30,Exited,Exited to Okta,,,"Exited to Okta Agentic AI for anyone who sells, autonomously discovering and enriching high intent leads, crafting hyper personalized outreach, managing smart follow-ups, and handling objections so your reps focus on what they do best: closing deals. View website",true,official portfolio image alt text
JLL Spark,corporate venture arm,Jones,https://getjones.com/,https://spark.jllt.com/portfolio/,official portfolio page,2026-08-30,Active/portfolio,JLL Spark official portfolio card.,,,Jones automates and de-risks COI management for property and facility managers by providing the simplest liability solution for commercial real estate. View website,true,official portfolio image alt text
JLL Spark,corporate venture arm,LandTech,https://land.tech/,https://spark.jllt.com/portfolio/,official portfolio page,2026-08-30,Active/portfolio,JLL Spark official portfolio card.,,,"LandTech offers a software ecosystem for property professionals in the UK, helping to build the right homes, in the right places – faster. View website",true,official portfolio image alt text
JLL Spark,corporate venture arm,Lev,https://www.lev.com/,https://spark.jllt.com/portfolio/,official portfolio page,2026-08-30,Active/portfolio,JLL Spark official portfolio card.,,,The software platform CRE professionals use to become superhuman View website,true,official portfolio image alt text
JLL Spark,corporate venture arm,Livly,https://www.livly.io/,https://spark.jllt.com/portfolio/,official portfolio page,2026-08-30,Active/portfolio,JLL Spark official portfolio card.,,,Livly’s technology removes the friction of using multiple time-consuming tools to manage multifamily apartments. View website,true,official portfolio image alt text
JLL Spark,corporate venture arm,Mesa,https://www.joinmesa.com/,https://spark.jllt.com/portfolio/,official portfolio page,2026-08-30,Active/portfolio,JLL Spark official portfolio card.,,,A better way to provide early payment options to suppliers in your network. View website,true,official portfolio image alt text
JLL Spark,corporate venture arm,Navable,https://www.navable.com/,https://spark.jllt.com/portfolio/,official portfolio page,2026-08-30,Active/portfolio,JLL Spark official portfolio card.,,,Turnkey employee co-investment programs for private equity and venture capital firms. View website,true,official portfolio image alt text
JLL Spark,corporate venture arm,Noro,https://www.noro.co/,https://spark.jllt.com/portfolio/,official portfolio page,2026-08-30,Active/portfolio,JLL Spark official portfolio card.,,,"Connect teams around the world live and full-body, making eye contact, as if in the same room. View website",true,official portfolio image alt text
JLL Spark,corporate venture arm,OpenSpace,https://www.openspace.ai/,https://spark.jllt.com/portfolio/,official portfolio page,2026-08-30,Active/portfolio,JLL Spark official portfolio card.,,,"OpenSpace is an AI/computer vision company that generates 360-degree complete visual records of any construction site or asset, indexed over time. View website",true,official portfolio image alt text
JLL Spark,corporate venture arm,Orbital,https://www.orbitalwitness.com/,https://spark.jllt.com/portfolio/,official portfolio page,2026-08-30,Active/portfolio,JLL Spark official portfolio card.,,,A LegalTech-meets-PropTech startup replacing legacy legal due diligence in property transactions with a legal risk rating. View website,true,official portfolio image alt text
JLL Spark,corporate venture arm,PROBIS,https://en.prob.is/,https://spark.jllt.com/portfolio/,official portfolio page,2026-08-30,Active/portfolio,JLL Spark official portfolio card.,,,PROBIS is the scalable solution for efficient and transparent mapping of all financial processes. View website,true,official portfolio image alt text
JLL Spark,corporate venture arm,PRODA,https://proda.ai/,https://spark.jllt.com/portfolio/,official portfolio page,2026-08-30,Active/portfolio,JLL Spark official portfolio card.,,,"PRODA automatically captures, standardizes and error-checks your rent roll data. View website",true,official portfolio image alt text
JLL Spark,corporate venture arm,qbiq,https://qbiq.ai/,https://spark.jllt.com/portfolio/,official portfolio page,2026-08-30,Active/portfolio,JLL Spark official portfolio card.,,,Real estate layout planning done in seconds. View website,true,official portfolio image alt text
JLL Spark,corporate venture arm,Qdesq,https://www.qdesq.com/,https://spark.jllt.com/portfolio/,official portfolio page,2026-08-30,Active/portfolio,JLL Spark official portfolio card.,,,Qdesq is India’s largest and fastest growing marketplace and transaction platform for workspaces. View website,true,official portfolio image alt text
JLL Spark,corporate venture arm,Re-Leased,https://www.re-leased.com/en-us/,https://spark.jllt.com/portfolio/,official portfolio page,2026-08-30,Active/portfolio,JLL Spark official portfolio card.,,,"Modern, cloud-based property management software, purpose-built for commercial real estate. View website",true,official portfolio image alt text
JLL Spark,corporate venture arm,Ren,https://rensystems.com/,https://spark.jllt.com/portfolio/,official portfolio page,2026-08-30,Active/portfolio,JLL Spark official portfolio card.,,,Relationship intelligence for dealmakers. Get actionable intelligence for people and companies you care about. Uncover and win more deals. View website,true,official portfolio image alt text
JLL Spark,corporate venture arm,Roofstock,https://www.roofstock.com/,https://spark.jllt.com/portfolio/,official portfolio page,2026-08-30,Active/portfolio,JLL Spark official portfolio card.,,,A FinTech platform making real estate investing in single-family homes more accessible and cost-effective for individuals. View website,true,official portfolio image alt text
JLL Spark,corporate venture arm,Safehub,https://safehub.io/,https://spark.jllt.com/portfolio/,official portfolio page,2026-08-30,Active/portfolio,JLL Spark official portfolio card.,,,"IoT that’s helping organizations manage catastrophe risk through physics-based technology, enhanced by sensors and AI. View website",true,official portfolio image alt text
JLL Spark,corporate venture arm,Saltmine,https://www.saltmine.com/,https://spark.jllt.com/portfolio/,official portfolio page,2026-08-30,Active/portfolio,JLL Spark official portfolio card.,,,"A cloud-based platform that centralizes workplace data, teams, planning, design, and budgeting to support strategic workplace decisions. View website",true,official portfolio image alt text
JLL Spark,corporate venture arm,Sertis,https://www.sertisins.com/,https://spark.jllt.com/portfolio/,official portfolio page,2026-08-30,Active/portfolio,JLL Spark official portfolio card.,,,"Sertis is a US-based, tech-driven multifamily insurance MGA, enabling owners to leverage their technology and operations investments to better price and place risk for their assets. View website",true,official portfolio image alt text
JLL Spark,corporate venture arm,SkylineAI,https://www.skyline.ai/,https://spark.jllt.com/portfolio/,official portfolio page,2026-08-30,Exited,Exited to JLL,,,Exited to JLL Skyline AI developed a platform for faster and more comprehensive analysis of commercial real estate properties. View website,true,official portfolio image alt text
JLL Spark,corporate venture arm,SwiftConnect,https://swiftconnect.io/,https://spark.jllt.com/portfolio/,official portfolio page,2026-08-30,Active/portfolio,JLL Spark official portfolio card.,,,"Enabling flexible work by connecting the right people to the right space, at the right time. View website",true,official portfolio image alt text
JLL Spark,corporate venture arm,Tangelo,https://www.tangelo.ai/,https://spark.jllt.com/portfolio/,official portfolio page,2026-08-30,Active/portfolio,JLL Spark official portfolio card.,,,"Reimagining onboarding with simple, engaging new hire experiences to support your growing team. View website",true,official portfolio image alt text
JLL Spark,corporate venture arm,Verge Sense,https://vergesense.com/,https://spark.jllt.com/portfolio/,official portfolio page,2026-08-30,Active/portfolio,JLL Spark official portfolio card.,,,AI-powered workplace sensors for occupancy planning and space utilization. View website,true,official portfolio image alt text
MetaProp,built-world venture investor,100,https://www.get100.com/,https://www.metaprop.com/portfolio,official portfolio page (logo-only tile),2026-08-30,Active/portfolio,Company name is inferred from MetaProp's official outbound URL because the current portfolio renders logo-only tiles; exited status comes from the tile's exited marker.,,,,true,official linked domain; inferred because tile has no text label
MetaProp,built-world venture investor,Acornfinance,https://www.acornfinance.com/,https://www.metaprop.com/portfolio,official portfolio page (logo-only tile),2026-08-30,Active/portfolio,Company name is inferred from MetaProp's official outbound URL because the current portfolio renders logo-only tiles; exited status comes from the tile's exited marker.,,,,true,official linked domain; inferred because tile has no text label
MetaProp,built-world venture investor,Actuate,https://actuate.ai/,https://www.metaprop.com/portfolio,official portfolio page (logo-only tile),2026-08-30,Active/portfolio,Company name is inferred from MetaProp's official outbound URL because the current portfolio renders logo-only tiles; exited status comes from the tile's exited marker.,,,,true,official linked domain; inferred because tile has no text label
MetaProp,built-world venture investor,Adaptis,https://www.adaptis.ai/,https://www.metaprop.com/portfolio,official portfolio page (logo-only tile),2026-08-30,Active/portfolio,Company name is inferred from MetaProp's official outbound URL because the current portfolio renders logo-only tiles; exited status comes from the tile's exited marker.,,,,true,official linked domain; inferred because tile has no text label
MetaProp,built-world venture investor,Advocate,https://www.advocate.app/,https://www.metaprop.com/portfolio,official portfolio page (logo-only tile),2026-08-30,Active/portfolio,Company name is inferred from MetaProp's official outbound URL because the current portfolio renders logo-only tiles; exited status comes from the tile's exited marker.,,,,true,official linked domain; inferred because tile has no text label
MetaProp,built-world venture investor,AfterLife Ag,https://www.afterlifeag.com/,https://www.metaprop.com/portfolio,official portfolio page (logo-only tile),2026-08-30,Active/portfolio,Company name is inferred from MetaProp's official outbound URL because the current portfolio renders logo-only tiles; exited status comes from the tile's exited marker.,,,,true,official linked domain; inferred because tile has no text label
MetaProp,built-world venture investor,Airbnb,http://www.airbnb.com/,https://www.metaprop.com/portfolio,official portfolio page (logo-only tile),2026-08-30,Exited/marked exited,Company name is inferred from MetaProp's official outbound URL because the current portfolio renders logo-only tiles; exited status comes from the tile's exited marker.,,,,true,official linked domain; inferred because tile has no text label
MetaProp,built-world venture investor,Airworks,http://airworks.io,https://www.metaprop.com/portfolio,official portfolio page (logo-only tile),2026-08-30,Active/portfolio,Company name is inferred from MetaProp's official outbound URL because the current portfolio renders logo-only tiles; exited status comes from the tile's exited marker.,,,,true,official linked domain; inferred because tile has no text label
MetaProp,built-world venture investor,Aldoa,https://www.aldoa.com/,https://www.metaprop.com/portfolio,official portfolio page (logo-only tile),2026-08-30,Active/portfolio,Company name is inferred from MetaProp's official outbound URL because the current portfolio renders logo-only tiles; exited status comes from the tile's exited marker.,,,,true,official linked domain; inferred because tile has no text label
MetaProp,built-world venture investor,Alphaa,https://alphaa.io/,https://www.metaprop.com/portfolio,official portfolio page (logo-only tile),2026-08-30,Active/portfolio,Company name is inferred from MetaProp's official outbound URL because the current portfolio renders logo-only tiles; exited status comes from the tile's exited marker.,,,,true,official linked domain; inferred because tile has no text label
MetaProp,built-world venture investor,App,https://app.constructapp.io/,https://www.metaprop.com/portfolio,official portfolio page (logo-only tile),2026-08-30,Active/portfolio,Company name is inferred from MetaProp's official outbound URL because the current portfolio renders logo-only tiles; exited status comes from the tile's exited marker.,,,,true,official linked domain; inferred because tile has no text label
MetaProp,built-world venture investor,Appraisify,https://www.appraisify.com/,https://www.metaprop.com/portfolio,official portfolio page (logo-only tile),2026-08-30,Exited/marked exited,Company name is inferred from MetaProp's official outbound URL because the current portfolio renders logo-only tiles; exited status comes from the tile's exited marker.,,,,true,official linked domain; inferred because tile has no text label
MetaProp,built-world venture investor,Asuene,https://asuene.com/us/,https://www.metaprop.com/portfolio,official portfolio page (logo-only tile),2026-08-30,Active/portfolio,Company name is inferred from MetaProp's official outbound URL because the current portfolio renders logo-only tiles; exited status comes from the tile's exited marker.,,,,true,official linked domain; inferred because tile has no text label
MetaProp,built-world venture investor,At Ease,https://atease.io/,https://www.metaprop.com/portfolio,official portfolio page (logo-only tile),2026-08-30,Active/portfolio,Company name is inferred from MetaProp's official outbound URL because the current portfolio renders logo-only tiles; exited status comes from the tile's exited marker.,,,,true,official linked domain; inferred because tile has no text label
MetaProp,built-world venture investor,ATC Research,https://www.atcresearch.co/,https://www.metaprop.com/portfolio,official portfolio page (logo-only tile),2026-08-30,Active/portfolio,Company name is inferred from MetaProp's official outbound URL because the current portfolio renders logo-only tiles; exited status comes from the tile's exited marker.,,,,true,official linked domain; inferred because tile has no text label
MetaProp,built-world venture investor,Attentive,https://www.attentive.com/,https://www.metaprop.com/portfolio,official portfolio page (logo-only tile),2026-08-30,Active/portfolio,Company name is inferred from MetaProp's official outbound URL because the current portfolio renders logo-only tiles; exited status comes from the tile's exited marker.,,,,true,official linked domain; inferred because tile has no text label
MetaProp,built-world venture investor,Attuneiot,https://www.attuneiot.com/,https://www.metaprop.com/portfolio,official portfolio page (logo-only tile),2026-08-30,Active/portfolio,Company name is inferred from MetaProp's official outbound URL because the current portfolio renders logo-only tiles; exited status comes from the tile's exited marker.,,,,true,official linked domain; inferred because tile has no text label
MetaProp,built-world venture investor,Avail,https://www.avail.com,https://www.metaprop.com/portfolio,official portfolio page (logo-only tile),2026-08-30,Exited/marked exited,Company name is inferred from MetaProp's official outbound URL because the current portfolio renders logo-only tiles; exited status comes from the tile's exited marker.,,,,true,official linked domain; inferred because tile has no text label
MetaProp,built-world venture investor,Bestegg,https://www.bestegg.com/,https://www.metaprop.com/portfolio,official portfolio page (logo-only tile),2026-08-30,Exited/marked exited,Company name is inferred from MetaProp's official outbound URL because the current portfolio renders logo-only tiles; exited status comes from the tile's exited marker.,,,,true,official linked domain; inferred because tile has no text label
MetaProp,built-world venture investor,Betterview,https://www.nearmap.com/products/betterview,https://www.metaprop.com/portfolio,official portfolio page (logo-only tile),2026-08-30,Exited/marked exited,Company name is inferred from MetaProp's official outbound URL because the current portfolio renders logo-only tiles; exited status comes from the tile's exited marker.,,,,true,official linked domain; inferred because tile has no text label
MetaProp,built-world venture investor,Billy,https://billyforinsurance.com/,https://www.metaprop.com/portfolio,official portfolio page (logo-only tile),2026-08-30,Active/portfolio,Company name is inferred from MetaProp's official outbound URL because the current portfolio renders logo-only tiles; exited status comes from the tile's exited marker.,,,,true,official linked domain; inferred because tile has no text label
MetaProp,built-world venture investor,Bizly,https://www.bizly.com,https://www.metaprop.com/portfolio,official portfolio page (logo-only tile),2026-08-30,Active/portfolio,Company name is inferred from MetaProp's official outbound URL because the current portfolio renders logo-only tiles; exited status comes from the tile's exited marker.,,,,true,official linked domain; inferred because tile has no text label
MetaProp,built-world venture investor,Blueprint Power,https://www.bp.com/,https://www.metaprop.com/portfolio,official portfolio page (logo-only tile),2026-08-30,Exited/marked exited,Company name is inferred from MetaProp's official outbound URL because the current portfolio renders logo-only tiles; exited status comes from the tile's exited marker.,,,,true,official linked domain; inferred because tile has no text label
MetaProp,built-world venture investor,Boweryvaluation,https://www.boweryvaluation.com/,https://www.metaprop.com/portfolio,official portfolio page (logo-only tile),2026-08-30,Active/portfolio,Company name is inferred from MetaProp's official outbound URL because the current portfolio renders logo-only tiles; exited status comes from the tile's exited marker.,,,,true,official linked domain; inferred because tile has no text label
MetaProp,built-world venture investor,Br,https://www.br.iq,https://www.metaprop.com/portfolio,official portfolio page (logo-only tile),2026-08-30,Active/portfolio,Company name is inferred from MetaProp's official outbound URL because the current portfolio renders logo-only tiles; exited status comes from the tile's exited marker.,,,,true,official linked domain; inferred because tile has no text label
