snapshot_date,directory,directory_count_at_snapshot,name,yc_profile_url,yc_profile_slug,yc_company_id,batch,status,employee_count_shown,location_shown,city_shown,country_code_shown,official_one_liner,official_description_concise,visible_tags,inferred_lifecycle,inferred_category,jcx_screening_tier,jcx_screening_basis,in_proptech_directory,in_real_estate_directory,identity_status_source,research_caveat
2026-08-30,Real Estate and Construction,128,Foundation,https://www.ycombinator.com/companies/foundation-2,foundation-2,29112,S2023,Active,4,"Boulder, CO, USA",Boulder,US,Shopify for Homebuilders,"Foundation is the buyer experience platform for homebuilders. By bringing the new home shopping, purchase, and ownership experience online, Foundation helps homebuilders sell more homes, more profitably, to happier customers.",saas; real-estate; proptech; ai-assistant; b2b,L12 Data/intelligence,Real-estate software / adjacent,C,"Interesting discovery lead, but the direct JCX/developer use case is not evident from directory copy.",yes,yes,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,sizeless,https://www.ycombinator.com/companies/sizeless,sizeless,28959,S2023,Active,3,San Francisco,San Francisco,US,Instant 3D Digital Twins for Smarter Real Estate.,"Make data-driven decisions. Optimize property management. With the property Digital Twin from sizeless, you can access highly accurate data to understand your property's details, make informed decisions on inspections, and work on the required management optimization measures.",artificial-intelligence; computer-vision; real-estate; construction; energy,L4 Design/BIM; L5 Construction; L8 FM/maintenance; L10 ESG/climate; L12 Data/intelligence,ConTech / construction operations,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",no,yes,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Constructable,https://www.ycombinator.com/companies/constructable,constructable,29121,S2023,Active,6,"Santa Barbara, CA, USA",Santa Barbara,US,Building the next Procore,"Constructable is the modern alternative to Procore, Autodesk, and Fieldwire. We help mid-size general contractors manage the entire lifecycle of a commercial project from bidding to closeout. With Constructable, teams can accelerate field, project, and financial management in one intuitive system. RFIs, submittals, drawings, daily logs, punch lists, change orders—everything lives in one place, with AI-powered...",b2b; saas; construction; productivity; ai,L5 Construction; L12 Data/intelligence,ConTech / construction operations,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",no,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,PropRise,https://www.ycombinator.com/companies/proprise,proprise,28808,S2023,Active,3,San Francisco,San Francisco,US,The AI platform for CRE investment teams,"PropRise is the AI platform for institutional CRE investment teams. We automate the tedious, Excel-heavy workflows that slow down dealmaking: from sourcing to underwriting to due diligence. Our two live products serve 50+ customers including Public Storage: Beacon automates site selection for developers, and Primer extracts financial data from deal packages into structured, model-ready formats, cutting hours of...",real-estate; saas; b2b; analytics; machine-learning,L2 Feasibility; L12 Data/intelligence,Real-estate finance / insurtech,C,"Interesting discovery lead, but the direct JCX/developer use case is not evident from directory copy.",no,yes,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Craftwork,https://www.ycombinator.com/companies/craftwork,craftwork,28823,S2023,Active,50,"Charlotte, NC, USA",Charlotte,US,Digital-native home painting franchise,Craftwork is a full-service home painting company that uses software to dramatically improve the homeowner and operator experience.,home-services; home-automation; proptech,L12 Data/intelligence,Real-estate software / adjacent,C,"Interesting discovery lead, but the direct JCX/developer use case is not evident from directory copy.",yes,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Electric Air,https://www.ycombinator.com/companies/electric-air-2,electric-air-2,28822,S2023,Active,18,San Francisco,San Francisco,US,Tech-enabled heat pump contractor that cuts costs by 60%,Electric Air is a tech-enabled contractor for heat pump installations that cuts costs by 60%. Heat pumps are the most efficient way to heat American homes with a $53B annual market opportunity.,,L5 Construction; L10 ESG/climate; L12 Data/intelligence,ConTech / construction operations,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",no,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Palomma,https://www.ycombinator.com/companies/palomma,palomma,27714,W2023,Active,8,"Medellín, Medellin, Antioquia, Colombia",Medellín,CO,"AI & financial services for real estate in LatAm, starting by rent","Palomma is building the AI-native bank for real estate in LatAm. We start with AI agents for property managers (leasing, sales, collections), then add payments to own the flow of rent. This unlocks credit and insurance products to monetize on the $235Bn of rental flows from tenants and landlords.",ai; finance; payments; b2b; saas,L3 Capital/finance; L6 Marketing/sales; L7 Occupancy/tenant; L8 FM/maintenance; L12 Data/intelligence,Property operations / housing,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",no,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Clad,https://www.ycombinator.com/companies/clad,clad,28070,W2023,Active,7,New York City,New York City,US,Project management software for building infrastructure.,"Clad is project management and billing software for infrastructure. The world is rebuilding its internet and power networks. The utilities, internet companies, and contractors tasked with this work face immense pressure to deliver. But their tools haven’t caught up. Contractors struggle to grow, constrained by cashflow. Operators fly blind, lacking real time visibility into issues. Clad unifies project operations...",b2b; construction; marketplace; saas; collaboration,L1 Land/site; L3 Capital/finance; L5 Construction; L12 Data/intelligence,ConTech / construction operations,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",no,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Cambio,https://www.ycombinator.com/companies/cambio-2,cambio-2,27248,S2022,Active,60,San Francisco,San Francisco,US,AI-native commercial real estate operations,"Cambio is the AI-native commercial real estate operations platform, built by investors for investors. Our suite of products automatically collects building data to empower mission critical workflows like capital planning and compliance. Cambio uses LLMs and agentic AI to reason across thousands of pages of unstructured data, run multi-stepanalyses, and continuously adapt as regulations, assets and market...",real-estate; b2b; artificial-intelligence,L2 Feasibility; L4 Design/BIM; L9 Portfolio/asset; L12 Data/intelligence,Design / visualization,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",no,yes,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Aldara,https://www.ycombinator.com/companies/aldara,aldara,27249,S2022,Active,10,"Barcelona, Spain",Barcelona,ES,HOA manager with automated operations,"Aldara is a modern, efficient HOA manager. We achieve that by automating back-office and operations with our in-house technology, powered by AI.",proptech; real-estate; fintech,L7 Occupancy/tenant; L12 Data/intelligence,Property operations / housing,C,"Interesting discovery lead, but the direct JCX/developer use case is not evident from directory copy.",yes,yes,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,FlatX,https://www.ycombinator.com/companies/flatx,flatx,27219,S2022,Active,2,Bengaluru,Bengaluru,IN,AI-Powered Rental Platform for Urban Renters,"FlatX is the first AI-powered rental platform in India focused on Young Renters. It helps them find the right flat and the right flatmate faster, and makes it effortless to rent in any city without brokers, scams, or the usual chaos.",real-estate; housing; marketplace,L6 Marketing/sales; L7 Occupancy/tenant; L12 Data/intelligence,Property operations / housing,B,Adjacent capability with a plausible real-estate use case; validate local workflow and integration fit.,no,yes,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Express Building,https://www.ycombinator.com/companies/express-building,express-building,27175,S2022,Active,14,Singapore,Singapore,SG,Financing Southeast Asia's ~$1 trillion housing backlog,Express Building (EB) helps small and medium sized residential developers scale their pre-sold affordable housing development pipeline. Current markets: Indonesia & Philippines,real-estate; fintech; proptech; lending; b2b,L3 Capital/finance; L7 Occupancy/tenant,Property operations / housing,B,Adjacent capability with a plausible real-estate use case; validate local workflow and integration fit.,yes,yes,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Apply Design,https://www.ycombinator.com/companies/apply-design,apply-design,26802,S2022,Active,4,"Tel Aviv-Yafo, Israel",Tel Aviv-Yafo,IL,Helping realtors showcase the full potential of their properties,"Apply Design is a leading AI-powered virtual staging app that empowers real estate professionals to showcase the full potential of their properties to prospective buyers, helping them sell homes faster and for higher prices. We virtually stage over 10,000 properties monthly, transforming images of vacant or outdated spaces into fully furnished, captivating property photos. Our proprietary AI-powered software is...",computer-vision; proptech; saas; generative-ai; e-commerce,L4 Design/BIM; L6 Marketing/sales; L7 Occupancy/tenant; L12 Data/intelligence,Design / visualization,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",yes,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Albiware Inc.,https://www.ycombinator.com/companies/albiware-inc,albiware-inc,26501,S2022,Active,12,"Downers Grove, IL, USA",Downers Grove,US,B2B SaaS for insurance damage repair contractors.,"Albiware (Albi) is a B2B SaaS solution for the $100B+ insurance damage repair industry. Albi provides an all-in-one platform for damage repair contractors to manage all aspects of their business including: CRM, project management, field documentation, scheduling, BI, marketing automation, communication, HR management, and much more. Albi is built by contractors who felt the pain that lack of technology brought...",insurance; saas,L3 Capital/finance; L5 Construction; L12 Data/intelligence,ConTech / construction operations,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",no,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,HOMLI,https://www.ycombinator.com/companies/homli,homli,27109,S2022,Active,20,New York City,New York City,US,Sell your home without brokers,"HOMLI is building the first fully autonomous real estate broker, enabling homeowners to sell without agents.",proptech; real-estate; consumer; ai; artificial-intelligence,L6 Marketing/sales; L12 Data/intelligence,Real-estate marketplace / sales,B,Adjacent capability with a plausible real-estate use case; validate local workflow and integration fit.,yes,yes,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,PermitFlow,https://www.ycombinator.com/companies/permitflow,permitflow,25647,W2022,Active,80,New York City,New York City,US,Construction's AI Platform,Intuitive AI platform that helps general contractors and developers manage their preconstruction process,construction; govtech; proptech; ai,L1 Land/site; L5 Construction; L12 Data/intelligence,ConTech / construction operations,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",yes,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,WeReno,https://www.ycombinator.com/companies/wereno,wereno,25318,W2022,Active,12,"Toronto, ON, Canada",Toronto,CA,AI owner's representative for commercial construction and renovations.,"WeReno is an AI owner's representative that helps building owners plan and manage renovations, capital projects, and property improvements. It automatically analyzes drawings, generates scopes of work, estimates costs, prepares RFQs, coordinates vendors, and tracks project execution, giving owners the capabilities of an experienced owner's rep through software.",proptech; construction; real-estate; artificial-intelligence,L5 Construction; L12 Data/intelligence,ConTech / construction operations,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",yes,yes,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Trusty,https://www.ycombinator.com/companies/trusty,trusty,26067,W2022,Active,6,San Francisco,San Francisco,US,Limitless Real Estate,"Trusty is an agent-to-agent matchmaking network that searches every home, regardless of whether it's on the market. This means fresh inventory for buyers, private offers for homeowners, and happy real estate agents.",proptech; real-estate; marketplace; consumer; b2b,L6 Marketing/sales,Real-estate marketplace / sales,B,Adjacent capability with a plausible real-estate use case; validate local workflow and integration fit.,yes,yes,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Remi,https://www.ycombinator.com/companies/remi,remi,26268,W2022,Active,170,"Lehi, UT, USA",Lehi,US,"Simplifying roofing for homeowners, roofers and enterprises.","We find roofers more roofs, and homeowners the right roofer. There are over 80 million homes in the US, and eventually, every one of them will need a new roof. Our technology allows contractors to focus on what they do best—getting a repaired roof over homeowners' heads quickly.",construction; saas; proptech; solar-power; climate,L5 Construction; L10 ESG/climate; L12 Data/intelligence,ConTech / construction operations,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",yes,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Material Depot,https://www.ycombinator.com/companies/material-depot,material-depot,25810,W2022,Active,50,Bengaluru,Bengaluru,IN,India's Fastest Growing Home Decor destination for Floor & Wall Decor,"Material Depot is reimagining home interiors for the next generation of Indian homeowners. We bring design-forward materials: tiles, laminates, wall panels & more - straight from manufacturers to customers, cutting out the old, broken supply chain. Our online engagement fuels real-time trend insights, enabling us to launch new designs faster, in smaller batches, and at unbeatable prices. The result: beautiful...",construction; marketplace; proptech,L4 Design/BIM; L5 Construction; L12 Data/intelligence,ConTech / construction operations,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",yes,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Vobi,https://www.ycombinator.com/companies/vobi,vobi,25965,W2022,Active,45,"São Paulo, State of São Paulo, Brazil",São Paulo,BR,All-in-one project management software for construction SMBs in Latam,"Vobi is a project management platform for small construction businesses, like home remodeling companies, contractors, and architects. We help them save up to 50% of their time spent on manual work, mainly on the procurement and estimation processes, so they have more time to focus on their core activities. Through Vobi, they can manage projects from start to finish, collaborate with their customers, plan, quote,...",marketplace; saas; construction; b2b,L3 Capital/finance; L4 Design/BIM; L5 Construction; L12 Data/intelligence,ConTech / construction operations,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",no,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,HippoBuild,https://www.ycombinator.com/companies/hippobuild,hippobuild,26190,W2022,Active,5,"Bogotá, Bogota, Colombia",Bogotá,CO,The Operating System of the construction industry,"Hippo Build is building the Operating System for the Construction industry. We automate and optimize back office functions and the supply chain of Small and Medium Construction Companies. We save our customers hours everyday, and 1000’s of dollars every month on better sourced materials. And it takes only minutes for them to onboard We charge a small SaaS fee, + 1% transaction fee for the materials sourced. We...",saas; construction,L5 Construction; L12 Data/intelligence,ConTech / construction operations,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",no,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Cash Flow Portal,https://www.ycombinator.com/companies/cash-flow-portal,cash-flow-portal,25754,W2022,Active,19,Seattle,Seattle,US,Investment management platform for real estate,"Cash Flow Portal is an investment management platform for real estate. We launched 5 months ago, and we have 6-figure ARR, growing 50% month over month, with 300 syndicators and 3,000 investors. We’ve grown quickly because I am a syndicator myself. Having raised $20MM for my own deals, I know how painful it is to manually prepare Docusigns, send wire instructions and wrangle investors. I also happen to be friends...",marketplace; real-estate; b2b; saas; proptech,L2 Feasibility; L12 Data/intelligence,Real-estate finance / insurtech,B,Adjacent capability with a plausible real-estate use case; validate local workflow and integration fit.,yes,yes,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Zorba,https://www.ycombinator.com/companies/zorba,zorba,25573,W2022,Active,,"St. Petersburg, FL, USA",Saint Petersburg,US,"AI copilot for real-estate sales teams, powered by proprietary data","Zorba is a real estate sales AI copilot, powered by proprietary vertical data, designed to help sales and customer success teams grow their client base and improve retention. It's used and trusted by both Fortune 500 and mid-market firms. With a multi-layered, LLM-driven engine, we’ve built a proprietary dataset of consolidated real estate entities, delivering real-time insights tailored specifically for the...",real-estate; sales; marketing,L2 Feasibility; L4 Design/BIM; L6 Marketing/sales; L12 Data/intelligence,Property data / transaction infrastructure,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",no,yes,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,GoJom,https://www.ycombinator.com/companies/gojom,gojom,25976,W2022,Active,140,"Lima, Peru",Lima,PE,One-stop-shop for Real Estate Solutions.,"GoJom is a One Stop Shop for Real Estate Solutions. It’s technology creates a faster and easier way to buy, sell and rent properties in LaTam.",proptech; machine-learning; fintech,L7 Occupancy/tenant,Real-estate software / adjacent,D,Directory discovery only; not enough evidence in the official listing for a near-term JCX use case.,yes,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Concord Materials,https://www.ycombinator.com/companies/concord-materials,concord-materials,23971,S2021,Active,7,New York City,New York City,US,Automating procurement and finance for construction companies,"SaaS automation tools, financing and marketplace for bulk construction materials",enterprise; insurance; fintech; marketplace; machine-learning,L3 Capital/finance; L5 Construction; L12 Data/intelligence,ConTech / construction operations,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",no,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Ivy Homes,https://www.ycombinator.com/companies/ivy-homes,ivy-homes,24164,S2021,Active,80,Bengaluru,Bengaluru,IN,We make instant offers to buy homes in India,Selling a home is a super stressful affair due to the uncertainties involved. We help smoothen that process by guaranteeing a fair price and offering that value upfront for the seller. We’ve built up an information system that captures the details of all real estate transactions. We’ve further developed a pricing model on top of it that helps determine the value of a home. We use this to offer liquidity to the...,proptech,L12 Data/intelligence,Real-estate software / adjacent,C,"Interesting discovery lead, but the direct JCX/developer use case is not evident from directory copy.",yes,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,DigiBuild,https://www.ycombinator.com/companies/digibuild,digibuild,24291,S2021,Active,15,"Miami, FL, USA",Miami,US,We buy & track building materials for construction companies.,"Our platform fixes construction's broken supply chain. 70% of construction projects finish late or over budget; procuring and managing building materials is the number 1 reason why. We use LLMs to buy and manage building materials for large construction companies. With DigiBuild, construction contractors can find, order, track and manage their materials from the supplier to the job site. We help customers save...",supply-chain; artificial-intelligence; saas; ai; ml,L5 Construction; L12 Data/intelligence,ConTech / construction operations,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",no,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Bolster,https://www.ycombinator.com/companies/bolster,bolster,24543,S2021,Active,25,"Calgary, AB, Canada",Calgary,CA,"The platform for buying, selling and managing residential construction","We are building the Amazon for construction where contractors can give their customers an interactive shopping experience, turning the estimate into a point-of-sale, for the first time. It is a marketplace for general contractors, subcontractors, retailers and consumers, powered by a database of over 114,000 real items.",fintech; marketplace; proptech,L5 Construction; L7 Occupancy/tenant; L12 Data/intelligence,ConTech / construction operations,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",yes,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,RendaloMaq,https://www.ycombinator.com/companies/rendalomaq,rendalomaq,24152,S2021,Active,25,"Santiago, Santiago Metropolitan Region, Chile",Santiago,CL,Tech-powered equipment rentals in Latam.,"RendaloMaq is the main tech-powered equipment rental company in Latin America. Leveraging our core tech ROS® (Rendalo Operating System), we simplify and accelerate equipment access for the construction and mining industries. Fleet management and equipment rentals under control. Our mission is to drive productivity through technological innovation while delivering reliable, world-class service.",construction; b2b,L5 Construction; L7 Occupancy/tenant; L12 Data/intelligence,ConTech / construction operations,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",no,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Somos,https://www.ycombinator.com/companies/somos,somos,23421,W2021,Active,250,"Medellín, Medellin, Antioquia, Colombia",Medellín,CO,Internet for the urban developing world.,We use cutting-edge radio tech operating in unlicensed spectrum to rapidly build fiber-quality networks (1Gbps ) in the urban developing world.,telecommunications; latin-america,L12 Data/intelligence,Real-estate software / adjacent,D,Directory discovery only; not enough evidence in the official listing for a near-term JCX use case.,no,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Machine26,https://www.ycombinator.com/companies/machine26,machine26,23327,W2021,Active,12,"Berlin, Germany",Berlin,DE,Marketplace for construction machines,Machine26 is a marketplace that helps construction machine owners to sell their machines without any effort. Our inspection app collects all relevant data on the machine condition so that our customers can receive the best offer from international used dealers within a few days.,marketplace; construction,L5 Construction; L12 Data/intelligence,ConTech / construction operations,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",no,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Morada Uno,https://www.ycombinator.com/companies/morada-uno,morada-uno,23261,W2021,Active,150,"Mexico City, CDMX, Mexico",Mexico City,MX,We underwrite and insure house rentals in Latam,"We screen, collect and insure residential leases; allowing brokers and landlords to close more deals with less work, and solving the biggest pain point for tenants- needing a guarantor with a property to co-sign the lease.",insurance; latin-america; real-estate,L3 Capital/finance; L6 Marketing/sales; L7 Occupancy/tenant; L8 FM/maintenance; L12 Data/intelligence,Property operations / housing,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",no,yes,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Humance,https://www.ycombinator.com/companies/humance,humance,23636,W2021,Active,3,,,,AI that keeps complex construction projects on schedule.,"Humance is building an AI-powered project management tool for the construction industry, where work is highly coordinated and delays are costly. Large projects involve dozens of interdependent workstreams where a single setback can cascade unpredictably through the entire timeline. Today, most project managers track this manually — tracing dependencies by hand, updating schedules, and notifying stakeholders one...",construction; b2b; scheduling; artificial-intelligence,L4 Design/BIM; L5 Construction; L12 Data/intelligence,ConTech / construction operations,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",no,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Homebase,https://www.ycombinator.com/companies/homebase,homebase,22983,W2021,Active,20,"Ho Chi Minh City, Vietnam",Ho Chi Minh City,VN,Personalized rent-to-own real estate financing using technology in SEA,"Homebase provides Rent-To-Own real estate financing for buyers in Southeast Asia - the only alternative to inflexible/high-interest rate (12%+) mortgages in the region. We strive to provide more innovative, compelling, and empathetic solutions for those who aspire to own a home. Homebase was founded in 2019 in Singapore and is backed by Y Combinator, VinaCapital Ventures, Class 5 Global, Pegasus Technology...",fintech; proptech,L3 Capital/finance; L7 Occupancy/tenant,Real-estate finance / insurtech,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",yes,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Houm,https://www.ycombinator.com/companies/houm,houm,23266,W2021,Active,400,"Santiago, Santiago Metropolitan Region, Chile",Santiago,CL,All-in-one real estate marketplace for Latin America,"Houm is an all-in-one real estate marketplace that helps landlords find tenants, collect rent, and manage their properties in Latam.",proptech; marketplace,L7 Occupancy/tenant; L8 FM/maintenance,Property operations / housing,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",yes,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Quantierra,https://www.ycombinator.com/companies/quantierra,quantierra,807,W2015,Active,5,New York City,New York City,US,Sourcing investment real estate,"Quantierra sources real estate investments for developers. It uses their database and algorithms to determine what can be built, its value, and the probability of it selling. Taking a 1.5% cut of any property they help sell, They’ve made $141,000 in revenue in 3 months, and say they have $310,000 in signed term sheets.",real-estate; investing,L2 Feasibility; L9 Portfolio/asset; L12 Data/intelligence,Real-estate software / adjacent,C,"Interesting discovery lead, but the direct JCX/developer use case is not evident from directory copy.",no,yes,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,UpEquity,https://www.ycombinator.com/companies/upequity,upequity,12625,S2019,Active,90,"Austin, TX, USA",Austin,US,UpEquity gives homebuyers more certainty and power.,UpEquity is removing contingencies for home buyers so that they have more negotiating leverage when purchasing their next home.,real-estate; fintech,L12 Data/intelligence,Real-estate software / adjacent,C,"Interesting discovery lead, but the direct JCX/developer use case is not evident from directory copy.",no,yes,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
