name,canonical_url,status,status_as_of,hq_country,operating_regions,founding_year,cohort_or_ecosystem,primary_lifecycle,secondary_lifecycle,category,entity_type,business_model,maturity,evidence_grade,jcx_relevance,relevance_tier,headline_claim,claim_type,caveats,source_urls,last_verified
Rewa,https://www.nar-reach.com/news,Selected 2026 cohort,2026-08-30,India/Middle East,Middle East,Unknown,NAR REACH Middle East 2026,Finance,Operations,Rental payments/tenant rewards,Company,Fintech,Early,A,Low,2,Digital rental payments with tenant rewards and landlord collection,Cohort selection/self-description,Payment licensing and local rails,https://www.nar-reach.com/news,2026-08-30
Takeem,https://www.nar-reach.com/news,Selected 2026 cohort,2026-08-30,United Arab Emirates,Middle East,Unknown,NAR REACH Middle East 2026,Sales,Finance,Digital rental platform,Company,Marketplace/fintech,Early,A,Low,2,Digital rental process pre-qualification and landlord income protection,Cohort selection/self-description,Insurance/credit/regulatory diligence,https://www.nar-reach.com/news,2026-08-30
Watad,https://www.nar-reach.com/news,Selected 2026 cohort,2026-08-30,United Arab Emirates,Middle East,Unknown,NAR REACH Middle East 2026,Procurement,Finance,Building-material procurement with embedded finance,Company,Marketplace/fintech,Early,A,High,2,AI-enabled materials procurement and embedded finance signal,Cohort selection/self-description,Supply quality finance licensing and local delivery,https://www.nar-reach.com/news,2026-08-30
Pi Labs portfolio,https://pilabs.vc/portfolio?sort=date_desc,Active index,2026-08-30,United Kingdom,Global,2015,Pi Labs,Data,Climate,PropTech ecosystem index,Investor/accelerator,Portfolio,Portfolio index,A,Medium,3,Official portfolio says approximately 100 companies in 15 countries,Investor claim,Portfolio membership is not validation; check each company,https://pilabs.vc/portfolio?sort=date_desc,2026-08-30
MetaProp portfolio,https://www.metaprop.com/portfolio,Active index,2026-08-30,United States,Global,2015,MetaProp,Data,Finance,PropTech VC ecosystem index,Investor,Portfolio,Portfolio index,A,Medium,3,Official site reports 150+ investments and 1.9B portfolio capital,Investor claim,Investment is not endorsement or current status,https://www.metaprop.com/|https://www.metaprop.com/portfolio,2026-08-30
Fifth Wall portfolio,https://www.fifthwall.com/portfolio,Active index,2026-08-30,United States,Global,2016,Fifth Wall,Data,Climate,Built-world VC ecosystem index,Investor,Portfolio,Portfolio index,A,Medium,3,Portfolio spans real estate technology and energy with active/exited labels,Investor portfolio,Verify each company status and geography,https://www.fifthwall.com/portfolio,2026-08-30
Taronga RealTechX,https://tarongagroup.com/realtechx/,Active index,2026-08-30,Australia,Asia/global,2018,Taronga Ventures,Data,Climate,RealTech pilot ecosystem index,Accelerator/investor,Programs/pilots,Portfolio index,A,High,3,Official site says 55+ RealTech companies and names corporate pilots,Program/portfolio claim,Participation does not equal product validation,https://tarongagroup.com/realtechx/,2026-08-30
Brick & Mortar Ventures portfolio,https://brickmortar.vc/portfolio,Active index,2026-08-30,United States,Global,2015,Brick & Mortar Ventures,Construction,Facilities,AEC/FM VC ecosystem index,Investor,Portfolio,Portfolio index,A,High,3,Specialist portfolio of construction/AEC/FM software and hardware,Investor portfolio,Active versus exited labels need per-company checks,https://brickmortar.vc/portfolio,2026-08-30
NAR REACH portfolio,https://www.nar-reach.com/,Active index,2026-08-30,United States,Global,2013,NAR/Second Century Ventures,Sales,Transaction,Real-estate accelerator ecosystem index,Accelerator,Portfolio/program,Portfolio index,A,Medium,3,Official site reports 300+ companies 8B aggregate valuation and 2.9B capital,Program claim,Portfolio heterogeneity and status churn,https://www.nar-reach.com/,2026-08-30
Plug and Play Real Estate & Construction,https://welcome.plugandplaytechcenter.com/investment-portfolio,Active index,2026-08-30,United States,Global,2006,Plug and Play,Data,Construction,Accelerator ecosystem index,Accelerator/investor,Portfolio/program,Portfolio index,A,Medium,3,Global investment portfolio and real estate/construction programming,Program/product description,Live portfolio needs company-level screening,https://welcome.plugandplaytechcenter.com/investment-portfolio|https://welcome.plugandplaytechcenter.com/hubfs/Mobility%20SV%20Folder/June%20Summit%202025%20Decks/Real%20Estate%20%26%20Construction%20Expo.pdf,2026-08-30
Alchemist built-world adjacent portfolio,https://www.alchemistaccelerator.com/portfolio-2,Active index,2026-08-30,United States,Global,2012,Alchemist,Construction,AI,Enterprise/deeptech ecosystem index,Accelerator,Portfolio/program,Portfolio index,A,Medium,3,Portfolio includes EDEN Scription 36ZERO Vision Critical Loop and Legitify,Program/portfolio description,Adjacency and current operating status vary,https://www.alchemistaccelerator.com/portfolio-2,2026-08-30
